row_id,variant_id,base_model,model,rating,label,iteration,timestamp,source
llama-pro_subject_matter2_37_20250617_191731,llama-pro_subject_matter2,llama-pro,subject_matter2,3,Feasible,37,20250617_191731,llm
llama-pro_generalist_38_20250617_191754,llama-pro_generalist,llama-pro,generalist,3,Feasible,38,20250617_191754,llm
llama-pro_generalist2_38_20250617_191754,llama-pro_generalist2,llama-pro,generalist2,3,Feasible,38,20250617_191754,llm
llama-pro_normative_38_20250617_191754,llama-pro_normative,llama-pro,normative,3,Feasible,38,20250617_191754,llm
llama-pro_normative2_38_20250617_191754,llama-pro_normative2,llama-pro,normative2,2,Somewhat feasible,38,20250617_191754,llm
llama-pro_subject_matter_38_20250617_191754,llama-pro_subject_matter,llama-pro,subject_matter,3,Feasible,38,20250617_191754,llm
llama-pro_subject_matter2_38_20250617_191754,llama-pro_subject_matter2,llama-pro,subject_matter2,3,Feasible,38,20250617_191754,llm
llama-pro_generalist_39_20250617_191813,llama-pro_generalist,llama-pro,generalist,3,Feasible,39,20250617_191813,llm
llama-pro_generalist2_39_20250617_191813,llama-pro_generalist2,llama-pro,generalist2,3,Feasible,39,20250617_191813,llm
llama-pro_normative_39_20250617_191813,llama-pro_normative,llama-pro,normative,3,Feasible,39,20250617_191813,llm
llama-pro_normative2_39_20250617_191813,llama-pro_normative2,llama-pro,normative2,3,Feasible,39,20250617_191813,llm
llama-pro_subject_matter_39_20250617_191813,llama-pro_subject_matter,llama-pro,subject_matter,3,Feasible,39,20250617_191813,llm
llama-pro_subject_matter2_39_20250617_191813,llama-pro_subject_matter2,llama-pro,subject_matter2,3,Feasible,39,20250617_191813,llm
llama-pro_generalist_40_20250617_191834,llama-pro_generalist,llama-pro,generalist,2,Somewhat feasible,40,20250617_191834,llm
llama-pro_generalist2_40_20250617_191834,llama-pro_generalist2,llama-pro,generalist2,3,Feasible,40,20250617_191834,llm
llama-pro_normative_40_20250617_191834,llama-pro_normative,llama-pro,normative,3,Feasible,40,20250617_191834,llm
llama-pro_normative2_40_20250617_191834,llama-pro_normative2,llama-pro,normative2,3,Feasible,40,20250617_191834,llm
llama-pro_subject_matter_40_20250617_191834,llama-pro_subject_matter,llama-pro,subject_matter,3,Feasible,40,20250617_191834,llm
llama-pro_subject_matter2_40_20250617_191834,llama-pro_subject_matter2,llama-pro,subject_matter2,4,Very feasible,40,20250617_191834,llm
llama-pro_generalist_41_20250617_191853,llama-pro_generalist,llama-pro,generalist,3,Feasible,41,20250617_191853,llm
llama-pro_generalist2_41_20250617_191853,llama-pro_generalist2,llama-pro,generalist2,3,Feasible,41,20250617_191853,llm
llama-pro_normative_41_20250617_191853,llama-pro_normative,llama-pro,normative,3,Feasible,41,20250617_191853,llm
llama-pro_normative2_41_20250617_191853,llama-pro_normative2,llama-pro,normative2,3,Feasible,41,20250617_191853,llm
llama-pro_subject_matter_41_20250617_191853,llama-pro_subject_matter,llama-pro,subject_matter,3,Feasible,41,20250617_191853,llm
llama-pro_subject_matter2_41_20250617_191853,llama-pro_subject_matter2,llama-pro,subject_matter2,3,Feasible,41,20250617_191853,llm
llama-pro_generalist_42_20250617_191912,llama-pro_generalist,llama-pro,generalist,3,Feasible,42,20250617_191912,llm
llama-pro_generalist2_42_20250617_191912,llama-pro_generalist2,llama-pro,generalist2,2,Somewhat feasible,42,20250617_191912,llm
llama-pro_normative_42_20250617_191912,llama-pro_normative,llama-pro,normative,4,Very feasible,42,20250617_191912,llm
llama-pro_normative2_42_20250617_191912,llama-pro_normative2,llama-pro,normative2,3,Feasible,42,20250617_191912,llm
llama-pro_subject_matter_42_20250617_191912,llama-pro_subject_matter,llama-pro,subject_matter,2,Somewhat feasible,42,20250617_191912,llm
llama-pro_subject_matter2_42_20250617_191912,llama-pro_subject_matter2,llama-pro,subject_matter2,3,Feasible,42,20250617_191912,llm
llama-pro_generalist_43_20250617_191930,llama-pro_generalist,llama-pro,generalist,3,Feasible,43,20250617_191930,llm
llama-pro_generalist2_43_20250617_191930,llama-pro_generalist2,llama-pro,generalist2,4,Very feasible,43,20250617_191930,llm
llama-pro_normative_43_20250617_191930,llama-pro_normative,llama-pro,normative,3,Feasible,43,20250617_191930,llm
llama-pro_normative2_43_20250617_191930,llama-pro_normative2,llama-pro,normative2,3,Feasible,43,20250617_191930,llm
llama-pro_subject_matter_43_20250617_191930,llama-pro_subject_matter,llama-pro,subject_matter,2,Somewhat feasible,43,20250617_191930,llm
llama-pro_subject_matter2_43_20250617_191930,llama-pro_subject_matter2,llama-pro,subject_matter2,3,Feasible,43,20250617_191930,llm
llama-pro_generalist_44_20250617_191949,llama-pro_generalist,llama-pro,generalist,3,Feasible,44,20250617_191949,llm
llama-pro_generalist2_44_20250617_191949,llama-pro_generalist2,llama-pro,generalist2,3,Feasible,44,20250617_191949,llm
llama-pro_normative_44_20250617_191949,llama-pro_normative,llama-pro,normative,2,Somewhat feasible,44,20250617_191949,llm
llama-pro_normative2_44_20250617_191949,llama-pro_normative2,llama-pro,normative2,4,Very feasible,44,20250617_191949,llm
llama-pro_subject_matter_44_20250617_191949,llama-pro_subject_matter,llama-pro,subject_matter,3,Feasible,44,20250617_191949,llm
llama-pro_subject_matter2_44_20250617_191949,llama-pro_subject_matter2,llama-pro,subject_matter2,3,Feasible,44,20250617_191949,llm
llama-pro_generalist_45_20250617_192010,llama-pro_generalist,llama-pro,generalist,3,Feasible,45,20250617_192010,llm
llama-pro_generalist2_45_20250617_192010,llama-pro_generalist2,llama-pro,generalist2,2,Somewhat feasible,45,20250617_192010,llm
llama-pro_normative_45_20250617_192010,llama-pro_normative,llama-pro,normative,3,Feasible,45,20250617_192010,llm
llama-pro_normative2_45_20250617_192010,llama-pro_normative2,llama-pro,normative2,4,Very feasible,45,20250617_192010,llm
llama-pro_subject_matter_45_20250617_192010,llama-pro_subject_matter,llama-pro,subject_matter,2,Somewhat feasible,45,20250617_192010,llm
llama-pro_subject_matter2_45_20250617_192010,llama-pro_subject_matter2,llama-pro,subject_matter2,3,Feasible,45,20250617_192010,llm
llama-pro_generalist_46_20250617_192031,llama-pro_generalist,llama-pro,generalist,3,Feasible,46,20250617_192031,llm
llama-pro_generalist2_46_20250617_192031,llama-pro_generalist2,llama-pro,generalist2,3,Feasible,46,20250617_192031,llm
llama-pro_normative_46_20250617_192031,llama-pro_normative,llama-pro,normative,3,Feasible,46,20250617_192031,llm
llama-pro_normative2_46_20250617_192031,llama-pro_normative2,llama-pro,normative2,3,Feasible,46,20250617_192031,llm
llama-pro_subject_matter_46_20250617_192031,llama-pro_subject_matter,llama-pro,subject_matter,2,Somewhat feasible,46,20250617_192031,llm
llama-pro_subject_matter2_46_20250617_192031,llama-pro_subject_matter2,llama-pro,subject_matter2,3,Feasible,46,20250617_192031,llm
llama-pro_generalist_47_20250617_192051,llama-pro_generalist,llama-pro,generalist,3,Feasible,47,20250617_192051,llm
llama-pro_generalist2_47_20250617_192051,llama-pro_generalist2,llama-pro,generalist2,3,Feasible,47,20250617_192051,llm
llama-pro_normative_47_20250617_192051,llama-pro_normative,llama-pro,normative,3,Feasible,47,20250617_192051,llm
llama-pro_normative2_47_20250617_192051,llama-pro_normative2,llama-pro,normative2,4,Very feasible,47,20250617_192051,llm
llama-pro_subject_matter_47_20250617_192051,llama-pro_subject_matter,llama-pro,subject_matter,2,Somewhat feasible,47,20250617_192051,llm
llama-pro_subject_matter2_47_20250617_192051,llama-pro_subject_matter2,llama-pro,subject_matter2,2,Somewhat feasible,47,20250617_192051,llm
llama-pro_generalist_48_20250617_192111,llama-pro_generalist,llama-pro,generalist,2,Somewhat feasible,48,20250617_192111,llm
llama-pro_generalist2_48_20250617_192111,llama-pro_generalist2,llama-pro,generalist2,3,Feasible,48,20250617_192111,llm
llama-pro_normative_48_20250617_192111,llama-pro_normative,llama-pro,normative,3,Feasible,48,20250617_192111,llm
llama-pro_normative2_48_20250617_192111,llama-pro_normative2,llama-pro,normative2,4,Very feasible,48,20250617_192111,llm
llama-pro_subject_matter_48_20250617_192111,llama-pro_subject_matter,llama-pro,subject_matter,3,Feasible,48,20250617_192111,llm
llama-pro_subject_matter2_48_20250617_192111,llama-pro_subject_matter2,llama-pro,subject_matter2,3,Feasible,48,20250617_192111,llm
llama-pro_generalist_49_20250617_192135,llama-pro_generalist,llama-pro,generalist,3,Feasible,49,20250617_192135,llm
llama-pro_generalist2_49_20250617_192135,llama-pro_generalist2,llama-pro,generalist2,4,Very feasible,49,20250617_192135,llm
llama-pro_normative_49_20250617_192135,llama-pro_normative,llama-pro,normative,3,Feasible,49,20250617_192135,llm
llama-pro_normative2_49_20250617_192135,llama-pro_normative2,llama-pro,normative2,3,Feasible,49,20250617_192135,llm
llama-pro_subject_matter_49_20250617_192135,llama-pro_subject_matter,llama-pro,subject_matter,3,Feasible,49,20250617_192135,llm
llama-pro_subject_matter2_49_20250617_192135,llama-pro_subject_matter2,llama-pro,subject_matter2,3,Feasible,49,20250617_192135,llm
phi4_generalist_00_20250622_204459,phi4_generalist,phi4,generalist,3,Feasible,0,20250622_204459,llm
phi4_generalist2_00_20250622_204459,phi4_generalist2,phi4,generalist2,3,Feasible,0,20250622_204459,llm
phi4_normative_00_20250622_204459,phi4_normative,phi4,normative,3,Feasible,0,20250622_204459,llm
phi4_normative2_00_20250622_204459,phi4_normative2,phi4,normative2,3,Feasible,0,20250622_204459,llm
phi4_subject_matter_00_20250622_204459,phi4_subject_matter,phi4,subject_matter,3,Feasible,0,20250622_204459,llm
phi4_subject_matter2_00_20250622_204459,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,0,20250622_204459,llm
phi4_generalist_01_20250622_204620,phi4_generalist,phi4,generalist,3,Feasible,1,20250622_204620,llm
phi4_generalist2_01_20250622_204620,phi4_generalist2,phi4,generalist2,3,Feasible,1,20250622_204620,llm
phi4_normative_01_20250622_204620,phi4_normative,phi4,normative,3,Feasible,1,20250622_204620,llm
phi4_normative2_01_20250622_204620,phi4_normative2,phi4,normative2,3,Feasible,1,20250622_204620,llm
phi4_subject_matter_01_20250622_204620,phi4_subject_matter,phi4,subject_matter,3,Feasible,1,20250622_204620,llm
phi4_subject_matter2_01_20250622_204620,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,1,20250622_204620,llm
phi4_generalist_02_20250622_205116,phi4_generalist,phi4,generalist,3,Feasible,2,20250622_205116,llm
phi4_generalist2_02_20250622_205116,phi4_generalist2,phi4,generalist2,3,Feasible,2,20250622_205116,llm
phi4_normative_02_20250622_205116,phi4_normative,phi4,normative,3,Feasible,2,20250622_205116,llm
phi4_normative2_02_20250622_205116,phi4_normative2,phi4,normative2,3,Feasible,2,20250622_205116,llm
phi4_subject_matter_02_20250622_205116,phi4_subject_matter,phi4,subject_matter,3,Feasible,2,20250622_205116,llm
phi4_subject_matter2_02_20250622_205116,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,2,20250622_205116,llm
phi4_generalist_03_20250622_205223,phi4_generalist,phi4,generalist,3,Feasible,3,20250622_205223,llm
phi4_generalist2_03_20250622_205223,phi4_generalist2,phi4,generalist2,3,Feasible,3,20250622_205223,llm
phi4_normative_03_20250622_205223,phi4_normative,phi4,normative,3,Feasible,3,20250622_205223,llm
phi4_normative2_03_20250622_205223,phi4_normative2,phi4,normative2,3,Feasible,3,20250622_205223,llm
phi4_subject_matter_03_20250622_205223,phi4_subject_matter,phi4,subject_matter,3,Feasible,3,20250622_205223,llm
phi4_subject_matter2_03_20250622_205223,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,3,20250622_205223,llm
phi4_generalist_04_20250622_205316,phi4_generalist,phi4,generalist,3,Feasible,4,20250622_205316,llm
phi4_generalist2_04_20250622_205316,phi4_generalist2,phi4,generalist2,3,Feasible,4,20250622_205316,llm
phi4_normative_04_20250622_205316,phi4_normative,phi4,normative,3,Feasible,4,20250622_205316,llm
phi4_normative2_04_20250622_205316,phi4_normative2,phi4,normative2,3,Feasible,4,20250622_205316,llm
phi4_subject_matter_04_20250622_205316,phi4_subject_matter,phi4,subject_matter,3,Feasible,4,20250622_205316,llm
phi4_subject_matter2_04_20250622_205316,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,4,20250622_205316,llm
phi4_generalist_05_20250622_205407,phi4_generalist,phi4,generalist,3,Feasible,5,20250622_205407,llm
phi4_generalist2_05_20250622_205407,phi4_generalist2,phi4,generalist2,3,Feasible,5,20250622_205407,llm
phi4_normative_05_20250622_205407,phi4_normative,phi4,normative,3,Feasible,5,20250622_205407,llm
phi4_normative2_05_20250622_205407,phi4_normative2,phi4,normative2,4,Very feasible,5,20250622_205407,llm
phi4_subject_matter_05_20250622_205407,phi4_subject_matter,phi4,subject_matter,3,Feasible,5,20250622_205407,llm
phi4_subject_matter2_05_20250622_205407,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,5,20250622_205407,llm
phi4_generalist_06_20250622_205501,phi4_generalist,phi4,generalist,3,Feasible,6,20250622_205501,llm
phi4_generalist2_06_20250622_205501,phi4_generalist2,phi4,generalist2,3,Feasible,6,20250622_205501,llm
phi4_normative_06_20250622_205501,phi4_normative,phi4,normative,4,Very feasible,6,20250622_205501,llm
phi4_normative2_06_20250622_205501,phi4_normative2,phi4,normative2,3,Feasible,6,20250622_205501,llm
phi4_subject_matter_06_20250622_205501,phi4_subject_matter,phi4,subject_matter,3,Feasible,6,20250622_205501,llm
phi4_subject_matter2_06_20250622_205501,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,6,20250622_205501,llm
phi4_generalist_07_20250622_205639,phi4_generalist,phi4,generalist,3,Feasible,7,20250622_205639,llm
phi4_generalist2_07_20250622_205639,phi4_generalist2,phi4,generalist2,3,Feasible,7,20250622_205639,llm
phi4_normative_07_20250622_205639,phi4_normative,phi4,normative,3,Feasible,7,20250622_205639,llm
phi4_normative2_07_20250622_205639,phi4_normative2,phi4,normative2,4,Very feasible,7,20250622_205639,llm
phi4_subject_matter_07_20250622_205639,phi4_subject_matter,phi4,subject_matter,3,Feasible,7,20250622_205639,llm
phi4_subject_matter2_07_20250622_205639,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,7,20250622_205639,llm
phi4_generalist_08_20250622_205732,phi4_generalist,phi4,generalist,3,Feasible,8,20250622_205732,llm
phi4_generalist2_08_20250622_205732,phi4_generalist2,phi4,generalist2,3,Feasible,8,20250622_205732,llm
phi4_normative_08_20250622_205732,phi4_normative,phi4,normative,3,Feasible,8,20250622_205732,llm
phi4_normative2_08_20250622_205732,phi4_normative2,phi4,normative2,3,Feasible,8,20250622_205732,llm
phi4_subject_matter_08_20250622_205732,phi4_subject_matter,phi4,subject_matter,3,Feasible,8,20250622_205732,llm
phi4_subject_matter2_08_20250622_205732,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,8,20250622_205732,llm
phi4_generalist_09_20250622_205835,phi4_generalist,phi4,generalist,4,Very feasible,9,20250622_205835,llm
phi4_generalist2_09_20250622_205835,phi4_generalist2,phi4,generalist2,3,Feasible,9,20250622_205835,llm
phi4_normative_09_20250622_205835,phi4_normative,phi4,normative,3,Feasible,9,20250622_205835,llm
phi4_normative2_09_20250622_205835,phi4_normative2,phi4,normative2,3,Feasible,9,20250622_205835,llm
phi4_subject_matter_09_20250622_205835,phi4_subject_matter,phi4,subject_matter,3,Feasible,9,20250622_205835,llm
phi4_subject_matter2_09_20250622_205835,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,9,20250622_205835,llm
phi4_generalist_10_20250622_205932,phi4_generalist,phi4,generalist,4,Very feasible,10,20250622_205932,llm
phi4_generalist2_10_20250622_205932,phi4_generalist2,phi4,generalist2,3,Feasible,10,20250622_205932,llm
phi4_normative_10_20250622_205932,phi4_normative,phi4,normative,3,Feasible,10,20250622_205932,llm
phi4_normative2_10_20250622_205932,phi4_normative2,phi4,normative2,3,Feasible,10,20250622_205932,llm
phi4_subject_matter_10_20250622_205932,phi4_subject_matter,phi4,subject_matter,3,Feasible,10,20250622_205932,llm
phi4_subject_matter2_10_20250622_205932,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,10,20250622_205932,llm
phi4_generalist_11_20250622_210014,phi4_generalist,phi4,generalist,3,Feasible,11,20250622_210014,llm
phi4_generalist2_11_20250622_210014,phi4_generalist2,phi4,generalist2,3,Feasible,11,20250622_210014,llm
phi4_normative_11_20250622_210014,phi4_normative,phi4,normative,4,Very feasible,11,20250622_210014,llm
phi4_normative2_11_20250622_210014,phi4_normative2,phi4,normative2,4,Very feasible,11,20250622_210014,llm
phi4_subject_matter_11_20250622_210014,phi4_subject_matter,phi4,subject_matter,3,Feasible,11,20250622_210014,llm
phi4_subject_matter2_11_20250622_210014,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,11,20250622_210014,llm
phi4_generalist_12_20250622_210132,phi4_generalist,phi4,generalist,3,Feasible,12,20250622_210132,llm
phi4_generalist2_12_20250622_210132,phi4_generalist2,phi4,generalist2,3,Feasible,12,20250622_210132,llm
phi4_normative_12_20250622_210132,phi4_normative,phi4,normative,3,Feasible,12,20250622_210132,llm
phi4_normative2_12_20250622_210132,phi4_normative2,phi4,normative2,3,Feasible,12,20250622_210132,llm
phi4_subject_matter_12_20250622_210132,phi4_subject_matter,phi4,subject_matter,3,Feasible,12,20250622_210132,llm
phi4_subject_matter2_12_20250622_210132,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,12,20250622_210132,llm
phi4_generalist_13_20250622_211725,phi4_generalist,phi4,generalist,3,Feasible,13,20250622_211725,llm
phi4_generalist2_13_20250622_211725,phi4_generalist2,phi4,generalist2,3,Feasible,13,20250622_211725,llm
phi4_normative_13_20250622_211725,phi4_normative,phi4,normative,3,Feasible,13,20250622_211725,llm
phi4_normative2_13_20250622_211725,phi4_normative2,phi4,normative2,3,Feasible,13,20250622_211725,llm
phi4_subject_matter_13_20250622_211725,phi4_subject_matter,phi4,subject_matter,3,Feasible,13,20250622_211725,llm
phi4_subject_matter2_13_20250622_211725,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,13,20250622_211725,llm
phi4_generalist_14_20250622_211825,phi4_generalist,phi4,generalist,3,Feasible,14,20250622_211825,llm
phi4_generalist2_14_20250622_211825,phi4_generalist2,phi4,generalist2,3,Feasible,14,20250622_211825,llm
phi4_normative_14_20250622_211825,phi4_normative,phi4,normative,3,Feasible,14,20250622_211825,llm
phi4_normative2_14_20250622_211825,phi4_normative2,phi4,normative2,3,Feasible,14,20250622_211825,llm
phi4_subject_matter_14_20250622_211825,phi4_subject_matter,phi4,subject_matter,3,Feasible,14,20250622_211825,llm
phi4_subject_matter2_14_20250622_211825,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,14,20250622_211825,llm
phi4_generalist_15_20250622_211922,phi4_generalist,phi4,generalist,3,Feasible,15,20250622_211922,llm
phi4_generalist2_15_20250622_211922,phi4_generalist2,phi4,generalist2,3,Feasible,15,20250622_211922,llm
phi4_normative_15_20250622_211922,phi4_normative,phi4,normative,3,Feasible,15,20250622_211922,llm
phi4_normative2_15_20250622_211922,phi4_normative2,phi4,normative2,3,Feasible,15,20250622_211922,llm
phi4_subject_matter_15_20250622_211922,phi4_subject_matter,phi4,subject_matter,3,Feasible,15,20250622_211922,llm
phi4_subject_matter2_15_20250622_211922,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,15,20250622_211922,llm
phi4_generalist_16_20250622_212017,phi4_generalist,phi4,generalist,3,Feasible,16,20250622_212017,llm
phi4_generalist2_16_20250622_212017,phi4_generalist2,phi4,generalist2,3,Feasible,16,20250622_212017,llm
phi4_normative_16_20250622_212017,phi4_normative,phi4,normative,3,Feasible,16,20250622_212017,llm
phi4_normative2_16_20250622_212017,phi4_normative2,phi4,normative2,3,Feasible,16,20250622_212017,llm
phi4_subject_matter_16_20250622_212017,phi4_subject_matter,phi4,subject_matter,3,Feasible,16,20250622_212017,llm
phi4_subject_matter2_16_20250622_212017,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,16,20250622_212017,llm
phi4_generalist_17_20250622_212117,phi4_generalist,phi4,generalist,3,Feasible,17,20250622_212117,llm
phi4_generalist2_17_20250622_212117,phi4_generalist2,phi4,generalist2,3,Feasible,17,20250622_212117,llm
phi4_normative_17_20250622_212117,phi4_normative,phi4,normative,3,Feasible,17,20250622_212117,llm
phi4_normative2_17_20250622_212117,phi4_normative2,phi4,normative2,3,Feasible,17,20250622_212117,llm
phi4_subject_matter_17_20250622_212117,phi4_subject_matter,phi4,subject_matter,3,Feasible,17,20250622_212117,llm
phi4_subject_matter2_17_20250622_212117,phi4_subject_matter2,phi4,subject_matter2,4,Very feasible,17,20250622_212117,llm
phi4_generalist_18_20250622_212158,phi4_generalist,phi4,generalist,3,Feasible,18,20250622_212158,llm
phi4_generalist2_18_20250622_212158,phi4_generalist2,phi4,generalist2,3,Feasible,18,20250622_212158,llm
phi4_normative_18_20250622_212158,phi4_normative,phi4,normative,3,Feasible,18,20250622_212158,llm
phi4_normative2_18_20250622_212158,phi4_normative2,phi4,normative2,3,Feasible,18,20250622_212158,llm
phi4_subject_matter_18_20250622_212158,phi4_subject_matter,phi4,subject_matter,3,Feasible,18,20250622_212158,llm
phi4_subject_matter2_18_20250622_212158,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,18,20250622_212158,llm
phi4_generalist_19_20250622_212255,phi4_generalist,phi4,generalist,3,Feasible,19,20250622_212255,llm
phi4_generalist2_19_20250622_212255,phi4_generalist2,phi4,generalist2,3,Feasible,19,20250622_212255,llm
phi4_normative_19_20250622_212255,phi4_normative,phi4,normative,3,Feasible,19,20250622_212255,llm
phi4_normative2_19_20250622_212255,phi4_normative2,phi4,normative2,3,Feasible,19,20250622_212255,llm
phi4_subject_matter_19_20250622_212255,phi4_subject_matter,phi4,subject_matter,3,Feasible,19,20250622_212255,llm
phi4_subject_matter2_19_20250622_212255,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,19,20250622_212255,llm
phi4_generalist_20_20250622_212343,phi4_generalist,phi4,generalist,3,Feasible,20,20250622_212343,llm
phi4_generalist2_20_20250622_212343,phi4_generalist2,phi4,generalist2,3,Feasible,20,20250622_212343,llm
phi4_normative_20_20250622_212343,phi4_normative,phi4,normative,3,Feasible,20,20250622_212343,llm
phi4_normative2_20_20250622_212343,phi4_normative2,phi4,normative2,3,Feasible,20,20250622_212343,llm
phi4_subject_matter_20_20250622_212343,phi4_subject_matter,phi4,subject_matter,3,Feasible,20,20250622_212343,llm
phi4_subject_matter2_20_20250622_212343,phi4_subject_matter2,phi4,subject_matter2,4,Very feasible,20,20250622_212343,llm
phi4_generalist_21_20250622_212435,phi4_generalist,phi4,generalist,3,Feasible,21,20250622_212435,llm
phi4_generalist2_21_20250622_212435,phi4_generalist2,phi4,generalist2,3,Feasible,21,20250622_212435,llm
phi4_normative_21_20250622_212435,phi4_normative,phi4,normative,4,Very feasible,21,20250622_212435,llm
phi4_normative2_21_20250622_212435,phi4_normative2,phi4,normative2,3,Feasible,21,20250622_212435,llm
phi4_subject_matter_21_20250622_212435,phi4_subject_matter,phi4,subject_matter,3,Feasible,21,20250622_212435,llm
phi4_subject_matter2_21_20250622_212435,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,21,20250622_212435,llm
phi4_generalist_22_20250622_212534,phi4_generalist,phi4,generalist,3,Feasible,22,20250622_212534,llm
phi4_generalist2_22_20250622_212534,phi4_generalist2,phi4,generalist2,3,Feasible,22,20250622_212534,llm
phi4_normative_22_20250622_212534,phi4_normative,phi4,normative,3,Feasible,22,20250622_212534,llm
phi4_normative2_22_20250622_212534,phi4_normative2,phi4,normative2,3,Feasible,22,20250622_212534,llm
phi4_subject_matter_22_20250622_212534,phi4_subject_matter,phi4,subject_matter,3,Feasible,22,20250622_212534,llm
phi4_subject_matter2_22_20250622_212534,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,22,20250622_212534,llm
phi4_generalist_23_20250622_212906,phi4_generalist,phi4,generalist,3,Feasible,23,20250622_212906,llm
phi4_generalist2_23_20250622_212906,phi4_generalist2,phi4,generalist2,3,Feasible,23,20250622_212906,llm
phi4_normative_23_20250622_212906,phi4_normative,phi4,normative,3,Feasible,23,20250622_212906,llm
phi4_normative2_23_20250622_212906,phi4_normative2,phi4,normative2,3,Feasible,23,20250622_212906,llm
phi4_subject_matter_23_20250622_212906,phi4_subject_matter,phi4,subject_matter,3,Feasible,23,20250622_212906,llm
phi4_subject_matter2_23_20250622_212906,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,23,20250622_212906,llm
phi4_generalist_24_20250622_212957,phi4_generalist,phi4,generalist,3,Feasible,24,20250622_212957,llm
phi4_generalist2_24_20250622_212957,phi4_generalist2,phi4,generalist2,3,Feasible,24,20250622_212957,llm
phi4_normative_24_20250622_212957,phi4_normative,phi4,normative,3,Feasible,24,20250622_212957,llm
phi4_normative2_24_20250622_212957,phi4_normative2,phi4,normative2,3,Feasible,24,20250622_212957,llm
phi4_subject_matter_24_20250622_212957,phi4_subject_matter,phi4,subject_matter,3,Feasible,24,20250622_212957,llm
phi4_subject_matter2_24_20250622_212957,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,24,20250622_212957,llm
phi4_generalist_25_20250622_213054,phi4_generalist,phi4,generalist,3,Feasible,25,20250622_213054,llm
phi4_generalist2_25_20250622_213054,phi4_generalist2,phi4,generalist2,3,Feasible,25,20250622_213054,llm
phi4_normative_25_20250622_213054,phi4_normative,phi4,normative,4,Very feasible,25,20250622_213054,llm
phi4_normative2_25_20250622_213054,phi4_normative2,phi4,normative2,3,Feasible,25,20250622_213054,llm
phi4_subject_matter_25_20250622_213054,phi4_subject_matter,phi4,subject_matter,3,Feasible,25,20250622_213054,llm
phi4_subject_matter2_25_20250622_213054,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,25,20250622_213054,llm
phi4_generalist_26_20250622_213145,phi4_generalist,phi4,generalist,3,Feasible,26,20250622_213145,llm
phi4_generalist2_26_20250622_213145,phi4_generalist2,phi4,generalist2,3,Feasible,26,20250622_213145,llm
phi4_normative_26_20250622_213145,phi4_normative,phi4,normative,4,Very feasible,26,20250622_213145,llm
phi4_normative2_26_20250622_213145,phi4_normative2,phi4,normative2,3,Feasible,26,20250622_213145,llm
phi4_subject_matter_26_20250622_213145,phi4_subject_matter,phi4,subject_matter,3,Feasible,26,20250622_213145,llm
phi4_subject_matter2_26_20250622_213145,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,26,20250622_213145,llm
phi4_generalist_27_20250622_213245,phi4_generalist,phi4,generalist,3,Feasible,27,20250622_213245,llm
phi4_generalist2_27_20250622_213245,phi4_generalist2,phi4,generalist2,3,Feasible,27,20250622_213245,llm
phi4_normative_27_20250622_213245,phi4_normative,phi4,normative,3,Feasible,27,20250622_213245,llm
phi4_normative2_27_20250622_213245,phi4_normative2,phi4,normative2,3,Feasible,27,20250622_213245,llm
phi4_subject_matter_27_20250622_213245,phi4_subject_matter,phi4,subject_matter,3,Feasible,27,20250622_213245,llm
phi4_subject_matter2_27_20250622_213245,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,27,20250622_213245,llm
phi4_generalist_28_20250622_213336,phi4_generalist,phi4,generalist,4,Very feasible,28,20250622_213336,llm
phi4_generalist2_28_20250622_213336,phi4_generalist2,phi4,generalist2,3,Feasible,28,20250622_213336,llm
phi4_normative_28_20250622_213336,phi4_normative,phi4,normative,3,Feasible,28,20250622_213336,llm
phi4_normative2_28_20250622_213336,phi4_normative2,phi4,normative2,3,Feasible,28,20250622_213336,llm
phi4_subject_matter_28_20250622_213336,phi4_subject_matter,phi4,subject_matter,3,Feasible,28,20250622_213336,llm
