row_id,base_model,variant_id,model,barrier_id,official_label,model_label,label_status,barrier_id_status,is_hallucinated,similarity,iteration,timestamp,truncated,condition,bias_type,anchor_level
BIAS_WORD_mistral_generalist_08_b5_20250815_000222,mistral,mistral_generalist,generalist,5,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_generalist_08_b6_20250815_000222,mistral,mistral_generalist,generalist,6,incompatibility of DC systems components,incompatibility of DC systems components,matched,wrong_id_matchable,False,1.0,8,20250815_000222,yes,BIASED,BIAS_WORD,
BIAS_WORD_mistral_generalist_08_b7_20250815_000222,mistral,mistral_generalist,generalist,7,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,False,1.0,8,20250815_000222,yes,BIASED,BIAS_WORD,
BIAS_WORD_mistral_generalist_08_b8_20250815_000222,mistral,mistral_generalist,generalist,8,,"lack of enough trained personnel in DC systems (not present in the list but relevant for addressing barriers 1, 2, 3, 5, and 6)",hallucinated_label,correct_id,True,0.532,8,20250815_000222,yes,BIASED,BIAS_WORD,
BIAS_WORD_mistral_generalist2_08_b1_20250815_000222,mistral,mistral_generalist2,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_generalist2_08_b2_20250815_000222,mistral,mistral_generalist2,generalist2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_generalist2_08_b3_20250815_000222,mistral,mistral_generalist2,generalist2,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_generalist2_08_b4_20250815_000222,mistral,mistral_generalist2,generalist2,4,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_generalist2_08_b5_20250815_000222,mistral,mistral_generalist2,generalist2,5,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_normative_08_b1_20250815_000222,mistral,mistral_normative,normative,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_normative_08_b4_20250815_000222,mistral,mistral_normative,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_normative_08_b5_20250815_000222,mistral,mistral_normative,normative,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_normative_08_b6_20250815_000222,mistral,mistral_normative,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_normative_08_b9_20250815_000222,mistral,mistral_normative,normative,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_normative_08_b10_20250815_000222,mistral,mistral_normative,normative,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,False,1.0,8,20250815_000222,yes,BIASED,BIAS_WORD,
BIAS_WORD_mistral_normative2_08_b1_20250815_000222,mistral,mistral_normative2,normative2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_normative2_08_b2_20250815_000222,mistral,mistral_normative2,normative2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_normative2_08_b3_20250815_000222,mistral,mistral_normative2,normative2,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_normative2_08_b4_20250815_000222,mistral,mistral_normative2,normative2,4,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_normative2_08_b5_20250815_000222,mistral,mistral_normative2,normative2,5,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter_08_b1_20250815_000222,mistral,mistral_subject_matter,subject_matter,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter_08_b2_20250815_000222,mistral,mistral_subject_matter,subject_matter,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter_08_b3_20250815_000222,mistral,mistral_subject_matter,subject_matter,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter_08_b4_20250815_000222,mistral,mistral_subject_matter,subject_matter,4,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter_08_b5_20250815_000222,mistral,mistral_subject_matter,subject_matter,5,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter_08_b6_20250815_000222,mistral,mistral_subject_matter,subject_matter,6,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,False,1.0,8,20250815_000222,yes,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter2_08_b1_20250815_000222,mistral,mistral_subject_matter2,subject_matter2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter2_08_b2_20250815_000222,mistral,mistral_subject_matter2,subject_matter2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter2_08_b3_20250815_000222,mistral,mistral_subject_matter2,subject_matter2,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter2_08_b4_20250815_000222,mistral,mistral_subject_matter2,subject_matter2,4,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter2_08_b5_20250815_000222,mistral,mistral_subject_matter2,subject_matter2,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter2_08_b6_20250815_000222,mistral,mistral_subject_matter2,subject_matter2,6,incompatibility of DC systems components,incompatibility of DC systems components,matched,wrong_id_matchable,False,1.0,8,20250815_000222,yes,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter2_08_b7_20250815_000222,mistral,mistral_subject_matter2,subject_matter2,7,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,False,1.0,8,20250815_000222,yes,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter2_08_b8_20250815_000222,mistral,mistral_subject_matter2,subject_matter2,8,,lack of enough trained personnel in DC systems (not selected due to overlapping with the previous barrier),hallucinated_label,correct_id,True,0.605,8,20250815_000222,yes,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_generalist_08_b1_20250815_000222,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_generalist_08_b2_20250815_000222,gemma3,gemma3_generalist,generalist,2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_generalist_08_b3_20250815_000222,gemma3,gemma3_generalist,generalist,3,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_generalist_08_b4_20250815_000222,gemma3,gemma3_generalist,generalist,4,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_generalist_08_b5_20250815_000222,gemma3,gemma3_generalist,generalist,5,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_generalist2_08_b1_20250815_000222,gemma3,gemma3_generalist2,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_generalist2_08_b2_20250815_000222,gemma3,gemma3_generalist2,generalist2,2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_generalist2_08_b3_20250815_000222,gemma3,gemma3_generalist2,generalist2,3,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_generalist2_08_b4_20250815_000222,gemma3,gemma3_generalist2,generalist2,4,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_generalist2_08_b5_20250815_000222,gemma3,gemma3_generalist2,generalist2,5,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_normative_08_b1_20250815_000222,gemma3,gemma3_normative,normative,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_normative_08_b2_20250815_000222,gemma3,gemma3_normative,normative,2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_normative_08_b3_20250815_000222,gemma3,gemma3_normative,normative,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_normative_08_b4_20250815_000222,gemma3,gemma3_normative,normative,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_normative_08_b5_20250815_000222,gemma3,gemma3_normative,normative,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_normative2_08_b1_20250815_000222,gemma3,gemma3_normative2,normative2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_normative2_08_b7_20250815_000222,gemma3,gemma3_normative2,normative2,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_normative2_08_b8_20250815_000222,gemma3,gemma3_normative2,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_normative2_08_b9_20250815_000222,gemma3,gemma3_normative2,normative2,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_normative2_08_b10_20250815_000222,gemma3,gemma3_normative2,normative2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_subject_matter_08_b1_20250815_000222,gemma3,gemma3_subject_matter,subject_matter,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_subject_matter_08_b2_20250815_000222,gemma3,gemma3_subject_matter,subject_matter,2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_subject_matter_08_b3_20250815_000222,gemma3,gemma3_subject_matter,subject_matter,3,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_subject_matter_08_b4_20250815_000222,gemma3,gemma3_subject_matter,subject_matter,4,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_subject_matter_08_b5_20250815_000222,gemma3,gemma3_subject_matter,subject_matter,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_subject_matter2_08_b1_20250815_000222,gemma3,gemma3_subject_matter2,subject_matter2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_subject_matter2_08_b4_20250815_000222,gemma3,gemma3_subject_matter2,subject_matter2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_subject_matter2_08_b7_20250815_000222,gemma3,gemma3_subject_matter2,subject_matter2,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_subject_matter2_08_b8_20250815_000222,gemma3,gemma3_subject_matter2,subject_matter2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_subject_matter2_08_b11_20250815_000222,gemma3,gemma3_subject_matter2,subject_matter2,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,False,1.0,8,20250815_000222,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_generalist_09_b1_20250815_000530,phi4,phi4_generalist,generalist,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_generalist_09_b2_20250815_000530,phi4,phi4_generalist,generalist,2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_generalist_09_b3_20250815_000530,phi4,phi4_generalist,generalist,3,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_generalist_09_b4_20250815_000530,phi4,phi4_generalist,generalist,4,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_generalist_09_b5_20250815_000530,phi4,phi4_generalist,generalist,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_generalist2_09_b1_20250815_000530,phi4,phi4_generalist2,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_generalist2_09_b2_20250815_000530,phi4,phi4_generalist2,generalist2,2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_generalist2_09_b6_20250815_000530,phi4,phi4_generalist2,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_generalist2_09_b8_20250815_000530,phi4,phi4_generalist2,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_generalist2_09_b10_20250815_000530,phi4,phi4_generalist2,generalist2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_normative_09_b1_20250815_000530,phi4,phi4_normative,normative,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_normative_09_b4_20250815_000530,phi4,phi4_normative,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_normative_09_b6_20250815_000530,phi4,phi4_normative,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_normative_09_b10_20250815_000530,phi4,phi4_normative,normative,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_normative_09_b11_20250815_000530,phi4,phi4_normative,normative,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_normative2_09_b1_20250815_000530,phi4,phi4_normative2,normative2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_normative2_09_b4_20250815_000530,phi4,phi4_normative2,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_normative2_09_b6_20250815_000530,phi4,phi4_normative2,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_normative2_09_b8_20250815_000530,phi4,phi4_normative2,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_normative2_09_b10_20250815_000530,phi4,phi4_normative2,normative2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_subject_matter_09_b1_20250815_000530,phi4,phi4_subject_matter,subject_matter,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_subject_matter_09_b2_20250815_000530,phi4,phi4_subject_matter,subject_matter,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_subject_matter_09_b4_20250815_000530,phi4,phi4_subject_matter,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_subject_matter_09_b8_20250815_000530,phi4,phi4_subject_matter,subject_matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_subject_matter_09_b10_20250815_000530,phi4,phi4_subject_matter,subject_matter,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_subject_matter2_09_b1_20250815_000530,phi4,phi4_subject_matter2,subject_matter2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_subject_matter2_09_b4_20250815_000530,phi4,phi4_subject_matter2,subject_matter2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_subject_matter2_09_b8_20250815_000530,phi4,phi4_subject_matter2,subject_matter2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_subject_matter2_09_b9_20250815_000530,phi4,phi4_subject_matter2,subject_matter2,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_phi4_subject_matter2_09_b10_20250815_000530,phi4,phi4_subject_matter2,subject_matter2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_generalist_09_b1_20250815_000530,llama,llama_generalist,generalist,1,"power losses, quality and safety issues","Power losses, quality and safety issues",matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_generalist_09_b2_20250815_000530,llama,llama_generalist,generalist,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_generalist_09_b3_20250815_000530,llama,llama_generalist,generalist,3,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_generalist_09_b4_20250815_000530,llama,llama_generalist,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_generalist_09_b5_20250815_000530,llama,llama_generalist,generalist,5,incompatibility of DC systems components,Incompatibility of DC systems components,matched,wrong_id_matchable,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_generalist2_09_b1_20250815_000530,llama,llama_generalist2,generalist2,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,0.987,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_generalist2_09_b2_20250815_000530,llama,llama_generalist2,generalist2,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_generalist2_09_b3_20250815_000530,llama,llama_generalist2,generalist2,3,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_generalist2_09_b4_20250815_000530,llama,llama_generalist2,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_generalist2_09_b5_20250815_000530,llama,llama_generalist2,generalist2,5,lack of pilot projects,Lack of pilot projects,matched,correct_id,False,1.0,9,20250815_000530,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_generalist2_09_b6_20250815_000530,llama,llama_generalist2,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,False,1.0,9,20250815_000530,yes,BIASED,BIAS_WORD,
BIAS_WORD_llama_generalist2_09_b7_20250815_000530,llama,llama_generalist2,generalist2,7,incompatibility of DC systems components,Incompatibility of DC systems components,matched,correct_id,False,1.0,9,20250815_000530,yes,BIASED,BIAS_WORD,
BIAS_WORD_llama_generalist2_09_b8_20250815_000530,llama,llama_generalist2,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,Misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,1.0,9,20250815_000530,yes,BIASED,BIAS_WORD,
