row_id,base_model,variant_id,model,barrier_id,model_barrier_id,official_label,model_label,label_status,barrier_id_status,is_hallucinated,iteration,timestamp,truncated
generalist_mistral_05_b5,mistral,generalist_mistral,generalist,5,5,lack of pilot projects,Lack of pilot projects,matched,correct_id,False,5,20260701_004225,no
normative_mistral_05_b1,mistral,normative_mistral,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,5,20260701_004225,no
normative_mistral_05_b2,mistral,normative_mistral,normative,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,5,20260701_004225,no
normative_mistral_05_b4,mistral,normative_mistral,normative,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,5,20260701_004225,no
normative_mistral_05_b5,mistral,normative_mistral,normative,5,4,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,5,20260701_004225,no
normative_mistral_05_b11,mistral,normative_mistral,normative,11,5,high costs of DC solutions,high costs of DC solutions,matched,corrected_from_label,False,5,20260701_004225,no
subject-matter_mistral_05_b1,mistral,subject-matter_mistral,subject-matter,1,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,5,20260701_004225,no
subject-matter_mistral_05_b2,mistral,subject-matter_mistral,subject-matter,2,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,5,20260701_004225,no
subject-matter_mistral_05_b3,mistral,subject-matter_mistral,subject-matter,3,3,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,correct_id,False,5,20260701_004225,no
subject-matter_mistral_05_b4,mistral,subject-matter_mistral,subject-matter,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,5,20260701_004225,no
subject-matter_mistral_05_b5,mistral,subject-matter_mistral,subject-matter,5,5,lack of pilot projects,Lack of pilot projects,matched,correct_id,False,5,20260701_004225,no
generalist_gemma3_05_b1,gemma3,generalist_gemma3,generalist,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,5,20260701_004225,no
generalist_gemma3_05_b3,gemma3,generalist_gemma3,generalist,3,2,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,corrected_from_label,False,5,20260701_004225,no
generalist_gemma3_05_b4,gemma3,generalist_gemma3,generalist,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,5,20260701_004225,no
generalist_gemma3_05_b8,gemma3,generalist_gemma3,generalist,8,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,corrected_from_label,False,5,20260701_004225,no
generalist_gemma3_05_b10,gemma3,generalist_gemma3,generalist,10,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,corrected_from_label,False,5,20260701_004225,no
normative_gemma3_05_b1,gemma3,normative_gemma3,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,5,20260701_004225,no
normative_gemma3_05_b4,gemma3,normative_gemma3,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,5,20260701_004225,no
normative_gemma3_05_b7,gemma3,normative_gemma3,normative,7,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,False,5,20260701_004225,no
normative_gemma3_05_b8,gemma3,normative_gemma3,normative,8,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,5,20260701_004225,no
normative_gemma3_05_b11,gemma3,normative_gemma3,normative,11,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,False,5,20260701_004225,no
subject-matter_gemma3_05_b1,gemma3,subject-matter_gemma3,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,5,20260701_004225,no
subject-matter_gemma3_05_b3,gemma3,subject-matter_gemma3,subject-matter,3,2,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,corrected_from_label,False,5,20260701_004225,no
subject-matter_gemma3_05_b4,gemma3,subject-matter_gemma3,subject-matter,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,5,20260701_004225,no
subject-matter_gemma3_05_b8,gemma3,subject-matter_gemma3,subject-matter,8,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,corrected_from_label,False,5,20260701_004225,no
subject-matter_gemma3_05_b10,gemma3,subject-matter_gemma3,subject-matter,10,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,corrected_from_label,False,5,20260701_004225,no
generalist_phi4_05_b1,phi4,generalist_phi4,generalist,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,5,20260701_004225,no
generalist_phi4_05_b2,phi4,generalist_phi4,generalist,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,5,20260701_004225,no
generalist_phi4_05_b3,phi4,generalist_phi4,generalist,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,5,20260701_004225,no
generalist_phi4_05_b4,phi4,generalist_phi4,generalist,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,5,20260701_004225,no
generalist_phi4_05_b11,phi4,generalist_phi4,generalist,11,5,high costs of DC solutions,high costs of DC solutions,matched,corrected_from_label,False,5,20260701_004225,no
normative_phi4_05_b1,phi4,normative_phi4,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,5,20260701_004225,no
normative_phi4_05_b3,phi4,normative_phi4,normative,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,5,20260701_004225,no
normative_phi4_05_b4,phi4,normative_phi4,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,5,20260701_004225,no
normative_phi4_05_b5,phi4,normative_phi4,normative,5,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,5,20260701_004225,no
normative_phi4_05_b10,phi4,normative_phi4,normative,10,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,False,5,20260701_004225,no
subject-matter_phi4_05_b1,phi4,subject-matter_phi4,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,5,20260701_004225,no
subject-matter_phi4_05_b2,phi4,subject-matter_phi4,subject-matter,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,5,20260701_004225,no
subject-matter_phi4_05_b3,phi4,subject-matter_phi4,subject-matter,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,5,20260701_004225,no
subject-matter_phi4_05_b4,phi4,subject-matter_phi4,subject-matter,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,5,20260701_004225,no
subject-matter_phi4_05_b5,phi4,subject-matter_phi4,subject-matter,5,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,5,20260701_004225,no
generalist_llama_06_b1,llama,generalist_llama,generalist,1,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,6,20260701_004632,no
generalist_llama_06_b2,llama,generalist_llama,generalist,2,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,6,20260701_004632,no
generalist_llama_06_b3,llama,generalist_llama,generalist,3,3,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,correct_id,False,6,20260701_004632,no
generalist_llama_06_b4,llama,generalist_llama,generalist,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,6,20260701_004632,no
generalist_llama_06_b5,llama,generalist_llama,generalist,5,5,lack of pilot projects,Lack of pilot projects,matched,correct_id,False,6,20260701_004632,no
normative_llama_06_b1,llama,normative_llama,normative,1,1,"power losses, quality and safety issues","Power losses, quality and safety issues",matched,correct_id,False,6,20260701_004632,no
normative_llama_06_b2,llama,normative_llama,normative,2,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,6,20260701_004632,no
normative_llama_06_b3,llama,normative_llama,normative,3,3,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,correct_id,False,6,20260701_004632,no
normative_llama_06_b4,llama,normative_llama,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,6,20260701_004632,no
normative_llama_06_b5,llama,normative_llama,normative,5,5,lack of pilot projects,Lack of pilot projects,matched,correct_id,False,6,20260701_004632,no
subject-matter_llama_06_b1,llama,subject-matter_llama,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,6,20260701_004632,no
subject-matter_llama_06_b4,llama,subject-matter_llama,subject-matter,4,2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,6,20260701_004632,no
subject-matter_llama_06_b3,llama,subject-matter_llama,subject-matter,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,6,20260701_004632,no
subject-matter_llama_06_b7,llama,subject-matter_llama,subject-matter,7,4,incompatibility of DC systems components,incompatibility of DC systems components,matched,corrected_from_label,False,6,20260701_004632,no
subject-matter_llama_06_b11,llama,subject-matter_llama,subject-matter,11,5,high costs of DC solutions,high costs of DC solutions,matched,corrected_from_label,False,6,20260701_004632,no
generalist_mistral_06_b1,mistral,generalist_mistral,generalist,1,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,6,20260701_004632,no
generalist_mistral_06_b2,mistral,generalist_mistral,generalist,2,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,6,20260701_004632,no
generalist_mistral_06_b3,mistral,generalist_mistral,generalist,3,3,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,correct_id,False,6,20260701_004632,no
generalist_mistral_06_b4,mistral,generalist_mistral,generalist,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,6,20260701_004632,no
generalist_mistral_06_b5,mistral,generalist_mistral,generalist,5,5,lack of pilot projects,Lack of pilot projects,matched,correct_id,False,6,20260701_004632,no
normative_mistral_06_b1,mistral,normative_mistral,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,6,20260701_004632,no
normative_mistral_06_b2,mistral,normative_mistral,normative,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,6,20260701_004632,no
normative_mistral_06_b4,mistral,normative_mistral,normative,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,6,20260701_004632,no
normative_mistral_06_b5,mistral,normative_mistral,normative,5,4,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,6,20260701_004632,no
normative_mistral_06_b6,mistral,normative_mistral,normative,6,5,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,corrected_from_label,False,6,20260701_004632,no
subject-matter_mistral_06_b1,mistral,subject-matter_mistral,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,6,20260701_004632,no
subject-matter_mistral_06_b2,mistral,subject-matter_mistral,subject-matter,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,6,20260701_004632,no
subject-matter_mistral_06_b4,mistral,subject-matter_mistral,subject-matter,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,6,20260701_004632,no
subject-matter_mistral_06_b5,mistral,subject-matter_mistral,subject-matter,5,4,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,6,20260701_004632,no
subject-matter_mistral_06_b7,mistral,subject-matter_mistral,subject-matter,7,5,incompatibility of DC systems components,incompatibility of DC systems components,matched,corrected_from_label,False,6,20260701_004632,no
generalist_gemma3_06_b1,gemma3,generalist_gemma3,generalist,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,6,20260701_004632,no
generalist_gemma3_06_b5,gemma3,generalist_gemma3,generalist,5,2,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,6,20260701_004632,no
generalist_gemma3_06_b6,gemma3,generalist_gemma3,generalist,6,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,corrected_from_label,False,6,20260701_004632,no
generalist_gemma3_06_b8,gemma3,generalist_gemma3,generalist,8,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,corrected_from_label,False,6,20260701_004632,no
generalist_gemma3_06_b10,gemma3,generalist_gemma3,generalist,10,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,corrected_from_label,False,6,20260701_004632,no
normative_gemma3_06_b1,gemma3,normative_gemma3,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,6,20260701_004632,no
normative_gemma3_06_b4,gemma3,normative_gemma3,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,6,20260701_004632,no
normative_gemma3_06_b7,gemma3,normative_gemma3,normative,7,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,False,6,20260701_004632,no
normative_gemma3_06_b8,gemma3,normative_gemma3,normative,8,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,6,20260701_004632,no
normative_gemma3_06_b11,gemma3,normative_gemma3,normative,11,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,False,6,20260701_004632,no
subject-matter_gemma3_06_b1,gemma3,subject-matter_gemma3,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,6,20260701_004632,no
subject-matter_gemma3_06_b5,gemma3,subject-matter_gemma3,subject-matter,5,2,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,6,20260701_004632,no
subject-matter_gemma3_06_b4,gemma3,subject-matter_gemma3,subject-matter,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,6,20260701_004632,no
subject-matter_gemma3_06_b8,gemma3,subject-matter_gemma3,subject-matter,8,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,corrected_from_label,False,6,20260701_004632,no
subject-matter_gemma3_06_b10,gemma3,subject-matter_gemma3,subject-matter,10,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,corrected_from_label,False,6,20260701_004632,no
generalist_phi4_06_b1,phi4,generalist_phi4,generalist,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,6,20260701_004632,no
generalist_phi4_06_b2,phi4,generalist_phi4,generalist,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,6,20260701_004632,no
generalist_phi4_06_b3,phi4,generalist_phi4,generalist,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,6,20260701_004632,no
generalist_phi4_06_b4,phi4,generalist_phi4,generalist,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,6,20260701_004632,no
generalist_phi4_06_b5,phi4,generalist_phi4,generalist,5,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,6,20260701_004632,no
normative_phi4_06_b1,phi4,normative_phi4,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,6,20260701_004632,no
normative_phi4_06_b2,phi4,normative_phi4,normative,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,6,20260701_004632,no
normative_phi4_06_b3,phi4,normative_phi4,normative,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,6,20260701_004632,no
normative_phi4_06_b4,phi4,normative_phi4,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,6,20260701_004632,no
normative_phi4_06_b5,phi4,normative_phi4,normative,5,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,6,20260701_004632,no
subject-matter_phi4_06_b1,phi4,subject-matter_phi4,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,6,20260701_004632,no
subject-matter_phi4_06_b2,phi4,subject-matter_phi4,subject-matter,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,6,20260701_004632,no
subject-matter_phi4_06_b3,phi4,subject-matter_phi4,subject-matter,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,6,20260701_004632,no
subject-matter_phi4_06_b4,phi4,subject-matter_phi4,subject-matter,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,6,20260701_004632,no
subject-matter_phi4_06_b10,phi4,subject-matter_phi4,subject-matter,10,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,corrected_from_label,False,6,20260701_004632,no
generalist_llama_07_b1,llama,generalist_llama,generalist,1,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,7,20260701_005225,no
generalist_llama_07_b2,llama,generalist_llama,generalist,2,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,7,20260701_005225,no
generalist_llama_07_b3,llama,generalist_llama,generalist,3,3,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,correct_id,False,7,20260701_005225,no
generalist_llama_07_b4,llama,generalist_llama,generalist,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,7,20260701_005225,no
generalist_llama_07_b5,llama,generalist_llama,generalist,5,5,lack of pilot projects,Lack of pilot projects,matched,correct_id,False,7,20260701_005225,no
normative_llama_07_b1,llama,normative_llama,normative,1,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,7,20260701_005225,no
normative_llama_07_b3,llama,normative_llama,normative,3,2,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,corrected_from_label,False,7,20260701_005225,no
normative_llama_07_b4,llama,normative_llama,normative,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,7,20260701_005225,no
normative_llama_07_b5,llama,normative_llama,normative,5,4,lack of pilot projects,Lack of pilot projects,matched,corrected_from_label,False,7,20260701_005225,no
normative_llama_07_b6,llama,normative_llama,normative,6,5,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects,matched,corrected_from_label,False,7,20260701_005225,no
subject-matter_llama_07_b1,llama,subject-matter_llama,subject-matter,1,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,7,20260701_005225,no
subject-matter_llama_07_b2,llama,subject-matter_llama,subject-matter,2,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,7,20260701_005225,no
subject-matter_llama_07_b3,llama,subject-matter_llama,subject-matter,3,3,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,correct_id,False,7,20260701_005225,no
subject-matter_llama_07_b4,llama,subject-matter_llama,subject-matter,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,7,20260701_005225,no
subject-matter_llama_07_b5,llama,subject-matter_llama,subject-matter,5,5,lack of pilot projects,Lack of pilot projects,matched,correct_id,False,7,20260701_005225,no
generalist_mistral_07_b1,mistral,generalist_mistral,generalist,1,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,7,20260701_005225,no
generalist_mistral_07_b2,mistral,generalist_mistral,generalist,2,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,7,20260701_005225,no
generalist_mistral_07_b3,mistral,generalist_mistral,generalist,3,3,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,correct_id,False,7,20260701_005225,no
generalist_mistral_07_b4,mistral,generalist_mistral,generalist,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,7,20260701_005225,no
generalist_mistral_07_b5,mistral,generalist_mistral,generalist,5,5,lack of pilot projects,Lack of pilot projects,matched,correct_id,False,7,20260701_005225,no
normative_mistral_07_b1,mistral,normative_mistral,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,7,20260701_005225,no
normative_mistral_07_b2,mistral,normative_mistral,normative,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,7,20260701_005225,no
normative_mistral_07_b3,mistral,normative_mistral,normative,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,7,20260701_005225,no
normative_mistral_07_b4,mistral,normative_mistral,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,7,20260701_005225,no
normative_mistral_07_b10,mistral,normative_mistral,normative,10,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,corrected_from_label,False,7,20260701_005225,no
subject-matter_mistral_07_b1,mistral,subject-matter_mistral,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality, and safety issues",matched,correct_id,False,7,20260701_005225,no
subject-matter_mistral_07_b2,mistral,subject-matter_mistral,subject-matter,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,7,20260701_005225,no
subject-matter_mistral_07_b3,mistral,subject-matter_mistral,subject-matter,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,7,20260701_005225,no
subject-matter_mistral_07_b4,mistral,subject-matter_mistral,subject-matter,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,7,20260701_005225,no
subject-matter_mistral_07_b5,mistral,subject-matter_mistral,subject-matter,5,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,7,20260701_005225,no
generalist_gemma3_07_b1,gemma3,generalist_gemma3,generalist,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,7,20260701_005225,no
generalist_gemma3_07_b5,gemma3,generalist_gemma3,generalist,5,2,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,7,20260701_005225,no
generalist_gemma3_07_b6,gemma3,generalist_gemma3,generalist,6,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,corrected_from_label,False,7,20260701_005225,no
generalist_gemma3_07_b8,gemma3,generalist_gemma3,generalist,8,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,corrected_from_label,False,7,20260701_005225,no
generalist_gemma3_07_b10,gemma3,generalist_gemma3,generalist,10,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,corrected_from_label,False,7,20260701_005225,no
normative_gemma3_07_b1,gemma3,normative_gemma3,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,7,20260701_005225,no
normative_gemma3_07_b4,gemma3,normative_gemma3,normative,4,2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,7,20260701_005225,no
normative_gemma3_07_b5,gemma3,normative_gemma3,normative,5,3,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,7,20260701_005225,no
normative_gemma3_07_b8,gemma3,normative_gemma3,normative,8,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,corrected_from_label,False,7,20260701_005225,no
normative_gemma3_07_b10,gemma3,normative_gemma3,normative,10,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,corrected_from_label,False,7,20260701_005225,no
subject-matter_gemma3_07_b1,gemma3,subject-matter_gemma3,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,7,20260701_005225,no
subject-matter_gemma3_07_b5,gemma3,subject-matter_gemma3,subject-matter,5,2,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,7,20260701_005225,no
subject-matter_gemma3_07_b6,gemma3,subject-matter_gemma3,subject-matter,6,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,corrected_from_label,False,7,20260701_005225,no
subject-matter_gemma3_07_b8,gemma3,subject-matter_gemma3,subject-matter,8,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,corrected_from_label,False,7,20260701_005225,no
subject-matter_gemma3_07_b10,gemma3,subject-matter_gemma3,subject-matter,10,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,corrected_from_label,False,7,20260701_005225,no
generalist_phi4_07_b1,phi4,generalist_phi4,generalist,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,7,20260701_005225,no
generalist_phi4_07_b3,phi4,generalist_phi4,generalist,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,7,20260701_005225,no
generalist_phi4_07_b4,phi4,generalist_phi4,generalist,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,7,20260701_005225,no
generalist_phi4_07_b5,phi4,generalist_phi4,generalist,5,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,7,20260701_005225,no
generalist_phi4_07_b10,phi4,generalist_phi4,generalist,10,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,False,7,20260701_005225,no
normative_phi4_07_b1,phi4,normative_phi4,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,7,20260701_005225,no
normative_phi4_07_b3,phi4,normative_phi4,normative,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,7,20260701_005225,no
normative_phi4_07_b4,phi4,normative_phi4,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,7,20260701_005225,no
