row_id,variant_id,base_model,model,barrier_id,official_label,condition,anchor_type,anchor_level,iteration
generalist_mistral_24_b1,generalist_mistral,mistral,generalist,1,"power losses, quality and safety issues",context,,,24
generalist_mistral_24_b2,generalist_mistral,mistral,generalist,2,reduced reliability in DC devices,context,,,24
generalist_mistral_24_b3,generalist_mistral,mistral,generalist,3,lack of use-cases in which DC is advantageous,context,,,24
generalist_mistral_24_b4,generalist_mistral,mistral,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,24
generalist_mistral_24_b5,generalist_mistral,mistral,generalist,5,lack of pilot projects,context,,,24
normative_mistral_24_b1,normative_mistral,mistral,normative,1,"power losses, quality and safety issues",context,,,24
normative_mistral_24_b2,normative_mistral,mistral,normative,2,reduced reliability in DC devices,context,,,24
normative_mistral_24_b3,normative_mistral,mistral,normative,3,lack of use-cases in which DC is advantageous,context,,,24
normative_mistral_24_b4,normative_mistral,mistral,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,24
normative_mistral_24_b11,normative_mistral,mistral,normative,11,high costs of DC solutions,context,,,24
subject-matter_mistral_24_b1,subject-matter_mistral,mistral,subject-matter,1,"power losses, quality and safety issues",context,,,24
subject-matter_mistral_24_b2,subject-matter_mistral,mistral,subject-matter,2,reduced reliability in DC devices,context,,,24
subject-matter_mistral_24_b3,subject-matter_mistral,mistral,subject-matter,3,lack of use-cases in which DC is advantageous,context,,,24
subject-matter_mistral_24_b4,subject-matter_mistral,mistral,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,24
subject-matter_mistral_24_b11,subject-matter_mistral,mistral,subject-matter,11,high costs of DC solutions,context,,,24
generalist_gemma3_24_b1,generalist_gemma3,gemma3,generalist,1,"power losses, quality and safety issues",context,,,24
generalist_gemma3_24_b3,generalist_gemma3,gemma3,generalist,3,lack of use-cases in which DC is advantageous,context,,,24
generalist_gemma3_24_b4,generalist_gemma3,gemma3,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,24
generalist_gemma3_24_b8,generalist_gemma3,gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,,,24
generalist_gemma3_24_b11,generalist_gemma3,gemma3,generalist,11,high costs of DC solutions,context,,,24
normative_gemma3_24_b1,normative_gemma3,gemma3,normative,1,"power losses, quality and safety issues",context,,,24
normative_gemma3_24_b4,normative_gemma3,gemma3,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,24
normative_gemma3_24_b7,normative_gemma3,gemma3,normative,7,incompatibility of DC systems components,context,,,24
normative_gemma3_24_b8,normative_gemma3,gemma3,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,,,24
normative_gemma3_24_b11,normative_gemma3,gemma3,normative,11,high costs of DC solutions,context,,,24
subject-matter_gemma3_24_b1,subject-matter_gemma3,gemma3,subject-matter,1,"power losses, quality and safety issues",context,,,24
subject-matter_gemma3_24_b4,subject-matter_gemma3,gemma3,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,24
subject-matter_gemma3_24_b8,subject-matter_gemma3,gemma3,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,,,24
subject-matter_gemma3_24_b10,subject-matter_gemma3,gemma3,subject-matter,10,uncertain regulatory roadmap,context,,,24
subject-matter_gemma3_24_b11,subject-matter_gemma3,gemma3,subject-matter,11,high costs of DC solutions,context,,,24
generalist_phi4_24_b1,generalist_phi4,phi4,generalist,1,"power losses, quality and safety issues",context,,,24
generalist_phi4_24_b2,generalist_phi4,phi4,generalist,2,reduced reliability in DC devices,context,,,24
generalist_phi4_24_b3,generalist_phi4,phi4,generalist,3,lack of use-cases in which DC is advantageous,context,,,24
generalist_phi4_24_b4,generalist_phi4,phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,24
generalist_phi4_24_b5,generalist_phi4,phi4,generalist,5,lack of pilot projects,context,,,24
normative_phi4_24_b1,normative_phi4,phi4,normative,1,"power losses, quality and safety issues",context,,,24
normative_phi4_24_b3,normative_phi4,phi4,normative,3,lack of use-cases in which DC is advantageous,context,,,24
normative_phi4_24_b4,normative_phi4,phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,24
normative_phi4_24_b5,normative_phi4,phi4,normative,5,lack of pilot projects,context,,,24
normative_phi4_24_b10,normative_phi4,phi4,normative,10,uncertain regulatory roadmap,context,,,24
subject-matter_phi4_24_b1,subject-matter_phi4,phi4,subject-matter,1,"power losses, quality and safety issues",context,,,24
subject-matter_phi4_24_b4,subject-matter_phi4,phi4,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,24
subject-matter_phi4_24_b5,subject-matter_phi4,phi4,subject-matter,5,lack of pilot projects,context,,,24
subject-matter_phi4_24_b8,subject-matter_phi4,phi4,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,,,24
subject-matter_phi4_24_b11,subject-matter_phi4,phi4,subject-matter,11,high costs of DC solutions,context,,,24
generalist_llama_25_b1,generalist_llama,llama,generalist,1,"power losses, quality and safety issues",context,,,25
generalist_llama_25_b2,generalist_llama,llama,generalist,2,reduced reliability in DC devices,context,,,25
generalist_llama_25_b3,generalist_llama,llama,generalist,3,lack of use-cases in which DC is advantageous,context,,,25
generalist_llama_25_b4,generalist_llama,llama,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,25
generalist_llama_25_b5,generalist_llama,llama,generalist,5,lack of pilot projects,context,,,25
normative_llama_25_b1,normative_llama,llama,normative,1,"power losses, quality and safety issues",context,,,25
normative_llama_25_b2,normative_llama,llama,normative,2,reduced reliability in DC devices,context,,,25
normative_llama_25_b3,normative_llama,llama,normative,3,lack of use-cases in which DC is advantageous,context,,,25
normative_llama_25_b4,normative_llama,llama,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,25
normative_llama_25_b5,normative_llama,llama,normative,5,lack of pilot projects,context,,,25
subject-matter_llama_25_b1,subject-matter_llama,llama,subject-matter,1,"power losses, quality and safety issues",context,,,25
subject-matter_llama_25_b2,subject-matter_llama,llama,subject-matter,2,reduced reliability in DC devices,context,,,25
subject-matter_llama_25_b4,subject-matter_llama,llama,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,25
subject-matter_llama_25_b3,subject-matter_llama,llama,subject-matter,3,lack of use-cases in which DC is advantageous,context,,,25
subject-matter_llama_25_b7,subject-matter_llama,llama,subject-matter,7,incompatibility of DC systems components,context,,,25
generalist_mistral_25_b1,generalist_mistral,mistral,generalist,1,"power losses, quality and safety issues",context,,,25
generalist_mistral_25_b2,generalist_mistral,mistral,generalist,2,reduced reliability in DC devices,context,,,25
generalist_mistral_25_b3,generalist_mistral,mistral,generalist,3,lack of use-cases in which DC is advantageous,context,,,25
generalist_mistral_25_b4,generalist_mistral,mistral,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,25
generalist_mistral_25_b5,generalist_mistral,mistral,generalist,5,lack of pilot projects,context,,,25
normative_mistral_25_b1,normative_mistral,mistral,normative,1,"power losses, quality and safety issues",context,,,25
normative_mistral_25_b2,normative_mistral,mistral,normative,2,reduced reliability in DC devices,context,,,25
normative_mistral_25_b3,normative_mistral,mistral,normative,3,lack of use-cases in which DC is advantageous,context,,,25
normative_mistral_25_b4,normative_mistral,mistral,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,25
normative_mistral_25_b5,normative_mistral,mistral,normative,5,lack of pilot projects,context,,,25
subject-matter_mistral_25_b1,subject-matter_mistral,mistral,subject-matter,1,"power losses, quality and safety issues",context,,,25
subject-matter_mistral_25_b2,subject-matter_mistral,mistral,subject-matter,2,reduced reliability in DC devices,context,,,25
subject-matter_mistral_25_b4,subject-matter_mistral,mistral,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,25
subject-matter_mistral_25_b5,subject-matter_mistral,mistral,subject-matter,5,lack of pilot projects,context,,,25
subject-matter_mistral_25_b9,subject-matter_mistral,mistral,subject-matter,9,lack of enough trained personnel in DC systems,context,,,25
generalist_gemma3_25_b1,generalist_gemma3,gemma3,generalist,1,"power losses, quality and safety issues",context,,,25
generalist_gemma3_25_b3,generalist_gemma3,gemma3,generalist,3,lack of use-cases in which DC is advantageous,context,,,25
generalist_gemma3_25_b4,generalist_gemma3,gemma3,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,25
generalist_gemma3_25_b8,generalist_gemma3,gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,,,25
generalist_gemma3_25_b11,generalist_gemma3,gemma3,generalist,11,high costs of DC solutions,context,,,25
normative_gemma3_25_b1,normative_gemma3,gemma3,normative,1,"power losses, quality and safety issues",context,,,25
normative_gemma3_25_b4,normative_gemma3,gemma3,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,25
normative_gemma3_25_b7,normative_gemma3,gemma3,normative,7,incompatibility of DC systems components,context,,,25
normative_gemma3_25_b8,normative_gemma3,gemma3,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,,,25
normative_gemma3_25_b11,normative_gemma3,gemma3,normative,11,high costs of DC solutions,context,,,25
subject-matter_gemma3_25_b1,subject-matter_gemma3,gemma3,subject-matter,1,"power losses, quality and safety issues",context,,,25
subject-matter_gemma3_25_b5,subject-matter_gemma3,gemma3,subject-matter,5,lack of pilot projects,context,,,25
subject-matter_gemma3_25_b4,subject-matter_gemma3,gemma3,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,25
subject-matter_gemma3_25_b8,subject-matter_gemma3,gemma3,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,,,25
subject-matter_gemma3_25_b10,subject-matter_gemma3,gemma3,subject-matter,10,uncertain regulatory roadmap,context,,,25
generalist_phi4_25_b1,generalist_phi4,phi4,generalist,1,"power losses, quality and safety issues",context,,,25
generalist_phi4_25_b3,generalist_phi4,phi4,generalist,3,lack of use-cases in which DC is advantageous,context,,,25
generalist_phi4_25_b4,generalist_phi4,phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,25
generalist_phi4_25_b5,generalist_phi4,phi4,generalist,5,lack of pilot projects,context,,,25
generalist_phi4_25_b10,generalist_phi4,phi4,generalist,10,uncertain regulatory roadmap,context,,,25
normative_phi4_25_b1,normative_phi4,phi4,normative,1,"power losses, quality and safety issues",context,,,25
normative_phi4_25_b3,normative_phi4,phi4,normative,3,lack of use-cases in which DC is advantageous,context,,,25
normative_phi4_25_b4,normative_phi4,phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,25
normative_phi4_25_b9,normative_phi4,phi4,normative,9,lack of enough trained personnel in DC systems,context,,,25
normative_phi4_25_b10,normative_phi4,phi4,normative,10,uncertain regulatory roadmap,context,,,25
subject-matter_phi4_25_b1,subject-matter_phi4,phi4,subject-matter,1,"power losses, quality and safety issues",context,,,25
subject-matter_phi4_25_b2,subject-matter_phi4,phi4,subject-matter,2,reduced reliability in DC devices,context,,,25
subject-matter_phi4_25_b3,subject-matter_phi4,phi4,subject-matter,3,lack of use-cases in which DC is advantageous,context,,,25
subject-matter_phi4_25_b4,subject-matter_phi4,phi4,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,25
subject-matter_phi4_25_b10,subject-matter_phi4,phi4,subject-matter,10,uncertain regulatory roadmap,context,,,25
generalist_llama_26_b1,generalist_llama,llama,generalist,1,"power losses, quality and safety issues",context,,,26
generalist_llama_26_b2,generalist_llama,llama,generalist,2,reduced reliability in DC devices,context,,,26
generalist_llama_26_b3,generalist_llama,llama,generalist,3,lack of use-cases in which DC is advantageous,context,,,26
generalist_llama_26_b4,generalist_llama,llama,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,26
generalist_llama_26_b5,generalist_llama,llama,generalist,5,lack of pilot projects,context,,,26
normative_llama_26_b1,normative_llama,llama,normative,1,"power losses, quality and safety issues",context,,,26
normative_llama_26_b2,normative_llama,llama,normative,2,reduced reliability in DC devices,context,,,26
normative_llama_26_b3,normative_llama,llama,normative,3,lack of use-cases in which DC is advantageous,context,,,26
normative_llama_26_b4,normative_llama,llama,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,26
normative_llama_26_b5,normative_llama,llama,normative,5,lack of pilot projects,context,,,26
subject-matter_llama_26_b1,subject-matter_llama,llama,subject-matter,1,"power losses, quality and safety issues",context,,,26
subject-matter_llama_26_b2,subject-matter_llama,llama,subject-matter,2,reduced reliability in DC devices,context,,,26
subject-matter_llama_26_b3,subject-matter_llama,llama,subject-matter,3,lack of use-cases in which DC is advantageous,context,,,26
subject-matter_llama_26_b4,subject-matter_llama,llama,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,26
subject-matter_llama_26_b5,subject-matter_llama,llama,subject-matter,5,lack of pilot projects,context,,,26
generalist_mistral_26_b1,generalist_mistral,mistral,generalist,1,"power losses, quality and safety issues",context,,,26
generalist_mistral_26_b2,generalist_mistral,mistral,generalist,2,reduced reliability in DC devices,context,,,26
generalist_mistral_26_b3,generalist_mistral,mistral,generalist,3,lack of use-cases in which DC is advantageous,context,,,26
generalist_mistral_26_b4,generalist_mistral,mistral,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,26
generalist_mistral_26_b5,generalist_mistral,mistral,generalist,5,lack of pilot projects,context,,,26
normative_mistral_26_b1,normative_mistral,mistral,normative,1,"power losses, quality and safety issues",context,,,26
normative_mistral_26_b2,normative_mistral,mistral,normative,2,reduced reliability in DC devices,context,,,26
normative_mistral_26_b3,normative_mistral,mistral,normative,3,lack of use-cases in which DC is advantageous,context,,,26
normative_mistral_26_b4,normative_mistral,mistral,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,26
normative_mistral_26_b5,normative_mistral,mistral,normative,5,lack of pilot projects,context,,,26
subject-matter_mistral_26_b1,subject-matter_mistral,mistral,subject-matter,1,"power losses, quality and safety issues",context,,,26
subject-matter_mistral_26_b2,subject-matter_mistral,mistral,subject-matter,2,reduced reliability in DC devices,context,,,26
subject-matter_mistral_26_b3,subject-matter_mistral,mistral,subject-matter,3,lack of use-cases in which DC is advantageous,context,,,26
subject-matter_mistral_26_b4,subject-matter_mistral,mistral,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,26
subject-matter_mistral_26_b5,subject-matter_mistral,mistral,subject-matter,5,lack of pilot projects,context,,,26
generalist_gemma3_26_b1,generalist_gemma3,gemma3,generalist,1,"power losses, quality and safety issues",context,,,26
generalist_gemma3_26_b5,generalist_gemma3,gemma3,generalist,5,lack of pilot projects,context,,,26
generalist_gemma3_26_b6,generalist_gemma3,gemma3,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,context,,,26
generalist_gemma3_26_b8,generalist_gemma3,gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,,,26
generalist_gemma3_26_b10,generalist_gemma3,gemma3,generalist,10,uncertain regulatory roadmap,context,,,26
normative_gemma3_26_b1,normative_gemma3,gemma3,normative,1,"power losses, quality and safety issues",context,,,26
normative_gemma3_26_b4,normative_gemma3,gemma3,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,26
normative_gemma3_26_b7,normative_gemma3,gemma3,normative,7,incompatibility of DC systems components,context,,,26
normative_gemma3_26_b8,normative_gemma3,gemma3,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,,,26
normative_gemma3_26_b11,normative_gemma3,gemma3,normative,11,high costs of DC solutions,context,,,26
subject-matter_gemma3_26_b1,subject-matter_gemma3,gemma3,subject-matter,1,"power losses, quality and safety issues",context,,,26
subject-matter_gemma3_26_b3,subject-matter_gemma3,gemma3,subject-matter,3,lack of use-cases in which DC is advantageous,context,,,26
subject-matter_gemma3_26_b4,subject-matter_gemma3,gemma3,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,26
subject-matter_gemma3_26_b8,subject-matter_gemma3,gemma3,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,,,26
subject-matter_gemma3_26_b10,subject-matter_gemma3,gemma3,subject-matter,10,uncertain regulatory roadmap,context,,,26
generalist_phi4_26_b1,generalist_phi4,phi4,generalist,1,"power losses, quality and safety issues",context,,,26
generalist_phi4_26_b4,generalist_phi4,phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,26
generalist_phi4_26_b5,generalist_phi4,phi4,generalist,5,lack of pilot projects,context,,,26
generalist_phi4_26_b10,generalist_phi4,phi4,generalist,10,uncertain regulatory roadmap,context,,,26
generalist_phi4_26_b11,generalist_phi4,phi4,generalist,11,high costs of DC solutions,context,,,26
normative_phi4_26_b1,normative_phi4,phi4,normative,1,"power losses, quality and safety issues",context,,,26
normative_phi4_26_b4,normative_phi4,phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,26
normative_phi4_26_b6,normative_phi4,phi4,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,context,,,26
normative_phi4_26_b8,normative_phi4,phi4,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,,,26
normative_phi4_26_b10,normative_phi4,phi4,normative,10,uncertain regulatory roadmap,context,,,26
subject-matter_phi4_26_b1,subject-matter_phi4,phi4,subject-matter,1,"power losses, quality and safety issues",context,,,26
subject-matter_phi4_26_b3,subject-matter_phi4,phi4,subject-matter,3,lack of use-cases in which DC is advantageous,context,,,26
subject-matter_phi4_26_b4,subject-matter_phi4,phi4,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,26
subject-matter_phi4_26_b5,subject-matter_phi4,phi4,subject-matter,5,lack of pilot projects,context,,,26
subject-matter_phi4_26_b10,subject-matter_phi4,phi4,subject-matter,10,uncertain regulatory roadmap,context,,,26
generalist_llama_27_b1,generalist_llama,llama,generalist,1,"power losses, quality and safety issues",context,,,27
generalist_llama_27_b2,generalist_llama,llama,generalist,2,reduced reliability in DC devices,context,,,27
generalist_llama_27_b3,generalist_llama,llama,generalist,3,lack of use-cases in which DC is advantageous,context,,,27
generalist_llama_27_b4,generalist_llama,llama,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,27
generalist_llama_27_b5,generalist_llama,llama,generalist,5,lack of pilot projects,context,,,27
normative_llama_27_b1,normative_llama,llama,normative,1,"power losses, quality and safety issues",context,,,27
normative_llama_27_b2,normative_llama,llama,normative,2,reduced reliability in DC devices,context,,,27
normative_llama_27_b3,normative_llama,llama,normative,3,lack of use-cases in which DC is advantageous,context,,,27
normative_llama_27_b4,normative_llama,llama,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,27
normative_llama_27_b5,normative_llama,llama,normative,5,lack of pilot projects,context,,,27
subject-matter_llama_27_b1,subject-matter_llama,llama,subject-matter,1,"power losses, quality and safety issues",context,,,27
subject-matter_llama_27_b2,subject-matter_llama,llama,subject-matter,2,reduced reliability in DC devices,context,,,27
subject-matter_llama_27_b3,subject-matter_llama,llama,subject-matter,3,lack of use-cases in which DC is advantageous,context,,,27
subject-matter_llama_27_b4,subject-matter_llama,llama,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,27
subject-matter_llama_27_b5,subject-matter_llama,llama,subject-matter,5,lack of pilot projects,context,,,27
generalist_mistral_27_b1,generalist_mistral,mistral,generalist,1,"power losses, quality and safety issues",context,,,27
generalist_mistral_27_b2,generalist_mistral,mistral,generalist,2,reduced reliability in DC devices,context,,,27
generalist_mistral_27_b3,generalist_mistral,mistral,generalist,3,lack of use-cases in which DC is advantageous,context,,,27
generalist_mistral_27_b4,generalist_mistral,mistral,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,27
generalist_mistral_27_b5,generalist_mistral,mistral,generalist,5,lack of pilot projects,context,,,27
normative_mistral_27_b1,normative_mistral,mistral,normative,1,"power losses, quality and safety issues",context,,,27
normative_mistral_27_b2,normative_mistral,mistral,normative,2,reduced reliability in DC devices,context,,,27
normative_mistral_27_b4,normative_mistral,mistral,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,27
normative_mistral_27_b5,normative_mistral,mistral,normative,5,lack of pilot projects,context,,,27
normative_mistral_27_b6,normative_mistral,mistral,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,context,,,27
subject-matter_mistral_27_b1,subject-matter_mistral,mistral,subject-matter,1,"power losses, quality and safety issues",context,,,27
subject-matter_mistral_27_b2,subject-matter_mistral,mistral,subject-matter,2,reduced reliability in DC devices,context,,,27
subject-matter_mistral_27_b4,subject-matter_mistral,mistral,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,27
subject-matter_mistral_27_b5,subject-matter_mistral,mistral,subject-matter,5,lack of pilot projects,context,,,27
subject-matter_mistral_27_b11,subject-matter_mistral,mistral,subject-matter,11,high costs of DC solutions,context,,,27
generalist_gemma3_27_b1,generalist_gemma3,gemma3,generalist,1,"power losses, quality and safety issues",context,,,27
generalist_gemma3_27_b5,generalist_gemma3,gemma3,generalist,5,lack of pilot projects,context,,,27
generalist_gemma3_27_b6,generalist_gemma3,gemma3,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,context,,,27
generalist_gemma3_27_b8,generalist_gemma3,gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,,,27
generalist_gemma3_27_b10,generalist_gemma3,gemma3,generalist,10,uncertain regulatory roadmap,context,,,27
normative_gemma3_27_b1,normative_gemma3,gemma3,normative,1,"power losses, quality and safety issues",context,,,27
normative_gemma3_27_b4,normative_gemma3,gemma3,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,27
normative_gemma3_27_b7,normative_gemma3,gemma3,normative,7,incompatibility of DC systems components,context,,,27
normative_gemma3_27_b8,normative_gemma3,gemma3,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,,,27
normative_gemma3_27_b11,normative_gemma3,gemma3,normative,11,high costs of DC solutions,context,,,27
subject-matter_gemma3_27_b1,subject-matter_gemma3,gemma3,subject-matter,1,"power losses, quality and safety issues",context,,,27
subject-matter_gemma3_27_b3,subject-matter_gemma3,gemma3,subject-matter,3,lack of use-cases in which DC is advantageous,context,,,27
subject-matter_gemma3_27_b4,subject-matter_gemma3,gemma3,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,27
subject-matter_gemma3_27_b8,subject-matter_gemma3,gemma3,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,,,27
subject-matter_gemma3_27_b10,subject-matter_gemma3,gemma3,subject-matter,10,uncertain regulatory roadmap,context,,,27
generalist_phi4_27_b1,generalist_phi4,phi4,generalist,1,"power losses, quality and safety issues",context,,,27
generalist_phi4_27_b3,generalist_phi4,phi4,generalist,3,lack of use-cases in which DC is advantageous,context,,,27
generalist_phi4_27_b4,generalist_phi4,phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,27
generalist_phi4_27_b5,generalist_phi4,phi4,generalist,5,lack of pilot projects,context,,,27
generalist_phi4_27_b10,generalist_phi4,phi4,generalist,10,uncertain regulatory roadmap,context,,,27
normative_phi4_27_b1,normative_phi4,phi4,normative,1,"power losses, quality and safety issues",context,,,27
normative_phi4_27_b2,normative_phi4,phi4,normative,2,reduced reliability in DC devices,context,,,27
normative_phi4_27_b3,normative_phi4,phi4,normative,3,lack of use-cases in which DC is advantageous,context,,,27
normative_phi4_27_b4,normative_phi4,phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,27
normative_phi4_27_b5,normative_phi4,phi4,normative,5,lack of pilot projects,context,,,27
subject-matter_phi4_27_b1,subject-matter_phi4,phi4,subject-matter,1,"power losses, quality and safety issues",context,,,27
subject-matter_phi4_27_b3,subject-matter_phi4,phi4,subject-matter,3,lack of use-cases in which DC is advantageous,context,,,27
subject-matter_phi4_27_b4,subject-matter_phi4,phi4,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,27
subject-matter_phi4_27_b5,subject-matter_phi4,phi4,subject-matter,5,lack of pilot projects,context,,,27
subject-matter_phi4_27_b10,subject-matter_phi4,phi4,subject-matter,10,uncertain regulatory roadmap,context,,,27
generalist_llama_28_b1,generalist_llama,llama,generalist,1,"power losses, quality and safety issues",context,,,28
generalist_llama_28_b3,generalist_llama,llama,generalist,3,lack of use-cases in which DC is advantageous,context,,,28
generalist_llama_28_b4,generalist_llama,llama,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,28
generalist_llama_28_b7,generalist_llama,llama,generalist,7,incompatibility of DC systems components,context,,,28
generalist_llama_28_b11,generalist_llama,llama,generalist,11,high costs of DC solutions,context,,,28
normative_llama_28_b1,normative_llama,llama,normative,1,"power losses, quality and safety issues",context,,,28
normative_llama_28_b2,normative_llama,llama,normative,2,reduced reliability in DC devices,context,,,28
normative_llama_28_b3,normative_llama,llama,normative,3,lack of use-cases in which DC is advantageous,context,,,28
normative_llama_28_b4,normative_llama,llama,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,28
normative_llama_28_b5,normative_llama,llama,normative,5,lack of pilot projects,context,,,28
subject-matter_llama_28_b1,subject-matter_llama,llama,subject-matter,1,"power losses, quality and safety issues",context,,,28
subject-matter_llama_28_b2,subject-matter_llama,llama,subject-matter,2,reduced reliability in DC devices,context,,,28
subject-matter_llama_28_b3,subject-matter_llama,llama,subject-matter,3,lack of use-cases in which DC is advantageous,context,,,28
subject-matter_llama_28_b4,subject-matter_llama,llama,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,28
subject-matter_llama_28_b5,subject-matter_llama,llama,subject-matter,5,lack of pilot projects,context,,,28
generalist_mistral_28_b1,generalist_mistral,mistral,generalist,1,"power losses, quality and safety issues",context,,,28
generalist_mistral_28_b2,generalist_mistral,mistral,generalist,2,reduced reliability in DC devices,context,,,28
generalist_mistral_28_b3,generalist_mistral,mistral,generalist,3,lack of use-cases in which DC is advantageous,context,,,28
generalist_mistral_28_b4,generalist_mistral,mistral,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,28
generalist_mistral_28_b5,generalist_mistral,mistral,generalist,5,lack of pilot projects,context,,,28
normative_mistral_28_b1,normative_mistral,mistral,normative,1,"power losses, quality and safety issues",context,,,28
normative_mistral_28_b2,normative_mistral,mistral,normative,2,reduced reliability in DC devices,context,,,28
normative_mistral_28_b3,normative_mistral,mistral,normative,3,lack of use-cases in which DC is advantageous,context,,,28
normative_mistral_28_b4,normative_mistral,mistral,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,28
normative_mistral_28_b5,normative_mistral,mistral,normative,5,lack of pilot projects,context,,,28
subject-matter_mistral_28_b1,subject-matter_mistral,mistral,subject-matter,1,"power losses, quality and safety issues",context,,,28
subject-matter_mistral_28_b2,subject-matter_mistral,mistral,subject-matter,2,reduced reliability in DC devices,context,,,28
subject-matter_mistral_28_b4,subject-matter_mistral,mistral,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,,,28
subject-matter_mistral_28_b5,subject-matter_mistral,mistral,subject-matter,5,lack of pilot projects,context,,,28
