row_id,base_model,variant_id,model,barrier_id,model_barrier_id,official_label,model_label,label_status,barrier_id_status,is_hallucinated,similarity,iteration,timestamp,truncated,condition,anchor_type,anchor_level
ANCHOR_WORD_gemma3_generalist_04_b1_20260703_082010,gemma3,gemma3_generalist,generalist,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,4,20260703_082010,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_generalist_04_b3_20260703_082010,gemma3,gemma3_generalist,generalist,3,2,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,corrected_from_label,False,1.0,4,20260703_082010,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_generalist_04_b4_20260703_082010,gemma3,gemma3_generalist,generalist,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,1.0,4,20260703_082010,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_generalist_04_b8_20260703_082010,gemma3,gemma3_generalist,generalist,8,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,corrected_from_label,False,1.0,4,20260703_082010,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_generalist_04_b11_20260703_082010,gemma3,gemma3_generalist,generalist,11,5,high costs of DC solutions,high costs of DC solutions,matched,corrected_from_label,False,1.0,4,20260703_082010,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_normative_04_b1_20260703_082010,gemma3,gemma3_normative,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,4,20260703_082010,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_normative_04_b5_20260703_082010,gemma3,gemma3_normative,normative,5,2,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,1.0,4,20260703_082010,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_normative_04_b6_20260703_082010,gemma3,gemma3_normative,normative,6,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,corrected_from_label,False,1.0,4,20260703_082010,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_normative_04_b8_20260703_082010,gemma3,gemma3_normative,normative,8,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,corrected_from_label,False,1.0,4,20260703_082010,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_normative_04_b10_20260703_082010,gemma3,gemma3_normative,normative,10,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,corrected_from_label,False,1.0,4,20260703_082010,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_subject-matter_04_b1_20260703_082010,gemma3,gemma3_subject-matter,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,4,20260703_082010,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_subject-matter_04_b5_20260703_082010,gemma3,gemma3_subject-matter,subject-matter,5,2,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,1.0,4,20260703_082010,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_subject-matter_04_b6_20260703_082010,gemma3,gemma3_subject-matter,subject-matter,6,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,corrected_from_label,False,1.0,4,20260703_082010,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_subject-matter_04_b8_20260703_082010,gemma3,gemma3_subject-matter,subject-matter,8,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,corrected_from_label,False,1.0,4,20260703_082010,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_subject-matter_04_b10_20260703_082010,gemma3,gemma3_subject-matter,subject-matter,10,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,corrected_from_label,False,1.0,4,20260703_082010,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_generalist_05_b1_20260703_082209,phi4,phi4_generalist,generalist,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_generalist_05_b2_20260703_082209,phi4,phi4_generalist,generalist,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_generalist_05_b4_20260703_082209,phi4,phi4_generalist,generalist,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_generalist_05_b8_20260703_082209,phi4,phi4_generalist,generalist,8,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_generalist_05_b10_20260703_082209,phi4,phi4_generalist,generalist,10,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_normative_05_b1_20260703_082209,phi4,phi4_normative,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_normative_05_b2_20260703_082209,phi4,phi4_normative,normative,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_normative_05_b4_20260703_082209,phi4,phi4_normative,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_normative_05_b9_20260703_082209,phi4,phi4_normative,normative,9,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_normative_05_b10_20260703_082209,phi4,phi4_normative,normative,10,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_subject-matter_05_b1_20260703_082209,phi4,phi4_subject-matter,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_subject-matter_05_b4_20260703_082209,phi4,phi4_subject-matter,subject-matter,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_subject-matter_05_b6_20260703_082209,phi4,phi4_subject-matter,subject-matter,6,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_subject-matter_05_b8_20260703_082209,phi4,phi4_subject-matter,subject-matter,8,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_subject-matter_05_b10_20260703_082209,phi4,phi4_subject-matter,subject-matter,10,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_generalist_05_b1_20260703_082209,llama,llama_generalist,generalist,1,1,"power losses, quality and safety issues","Power losses, quality and safety issues",matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_generalist_05_b2_20260703_082209,llama,llama_generalist,generalist,2,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_generalist_05_b3_20260703_082209,llama,llama_generalist,generalist,3,3,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_generalist_05_b4_20260703_082209,llama,llama_generalist,generalist,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_generalist_05_b5_20260703_082209,llama,llama_generalist,generalist,5,5,lack of pilot projects,Lack of pilot projects,matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_normative_05_b1_20260703_082209,llama,llama_normative,normative,1,5,"power losses, quality and safety issues","power losses, quality and safety issues",matched,corrected_from_label,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_normative_05_b6_20260703_082209,llama,llama_normative,normative,6,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_normative_05_b7_20260703_082209,llama,llama_normative,normative,7,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_normative_05_b8_20260703_082209,llama,llama_normative,normative,8,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_normative_05_b9_20260703_082209,llama,llama_normative,normative,9,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_subject-matter_05_b1_20260703_082209,llama,llama_subject-matter,subject-matter,1,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_subject-matter_05_b2_20260703_082209,llama,llama_subject-matter,subject-matter,2,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_subject-matter_05_b3_20260703_082209,llama,llama_subject-matter,subject-matter,3,3,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_subject-matter_05_b4_20260703_082209,llama,llama_subject-matter,subject-matter,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_subject-matter_05_b5_20260703_082209,llama,llama_subject-matter,subject-matter,5,5,lack of pilot projects,Lack of pilot projects,matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_mistral_generalist_05_b1_20260703_082209,mistral,mistral_generalist,generalist,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_mistral_generalist_05_b2_20260703_082209,mistral,mistral_generalist,generalist,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_mistral_generalist_05_b4_20260703_082209,mistral,mistral_generalist,generalist,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_mistral_generalist_05_b5_20260703_082209,mistral,mistral_generalist,generalist,5,4,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_mistral_generalist_05_b9_20260703_082209,mistral,mistral_generalist,generalist,9,5,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,corrected_from_label,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_mistral_normative_05_b1_20260703_082209,mistral,mistral_normative,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_mistral_normative_05_b2_20260703_082209,mistral,mistral_normative,normative,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_mistral_normative_05_b4_20260703_082209,mistral,mistral_normative,normative,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_mistral_normative_05_b5_20260703_082209,mistral,mistral_normative,normative,5,4,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_mistral_normative_05_b9_20260703_082209,mistral,mistral_normative,normative,9,5,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,corrected_from_label,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_mistral_subject-matter_05_b1_20260703_082209,mistral,mistral_subject-matter,subject-matter,1,1,"power losses, quality and safety issues","Power losses, quality, and safety issues: As DC systems become more prevalent, ensuring they operate safely and efficiently is crucial. Addressing power loss concerns can help optimize energy utilization and improve overall system reliability.",matched_by_fuzzy_prefix,correct_id_fuzzy_prefix,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_mistral_subject-matter_05_b3_20260703_082209,mistral,mistral_subject-matter,subject-matter,3,2,lack of use-cases in which DC is advantageous,"Lack of use-cases in which DC is advantageous: Establishing clear and compelling examples where DC technologies offer significant benefits over AC systems will drive adoption among various sectors, such as data centers, buildings, industry, and ports.",matched_by_fuzzy_prefix,corrected_from_fuzzy_prefix,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_mistral_subject-matter_05_b4_20260703_082209,mistral,mistral_subject-matter,subject-matter,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards): The role of utilities in the transition to DC grids must be defined and standardized. Net metering policies, utility ownership, and established standards will impact the economic viability and widespread adoption of medium- and low-voltage DC technologies.",matched_by_fuzzy_prefix,corrected_from_fuzzy_prefix,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_mistral_subject-matter_05_b5_20260703_082209,mistral,mistral_subject-matter,subject-matter,5,4,lack of pilot projects,"Lack of pilot projects: Real-world demonstrations can help validate the feasibility and potential benefits of DC solutions, providing tangible evidence to support wider deployment across various sectors.",matched_by_fuzzy_prefix,corrected_from_fuzzy_prefix,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_mistral_subject-matter_05_b10_20260703_082209,mistral,mistral_subject-matter,subject-matter,10,5,uncertain regulatory roadmap,Uncertain regulatory roadmap: Clear regulations and guidelines are essential for ensuring a smooth transition to DC systems. A predictable regulatory environment will provide investors with confidence and promote innovation in the field.,matched_by_fuzzy_prefix,corrected_from_fuzzy_prefix,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_generalist_05_b1_20260703_082209,gemma3,gemma3_generalist,generalist,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_generalist_05_b3_20260703_082209,gemma3,gemma3_generalist,generalist,3,2,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,corrected_from_label,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_generalist_05_b4_20260703_082209,gemma3,gemma3_generalist,generalist,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_generalist_05_b8_20260703_082209,gemma3,gemma3_generalist,generalist,8,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,corrected_from_label,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_generalist_05_b10_20260703_082209,gemma3,gemma3_generalist,generalist,10,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,corrected_from_label,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_normative_05_b1_20260703_082209,gemma3,gemma3_normative,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_normative_05_b4_20260703_082209,gemma3,gemma3_normative,normative,4,2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_normative_05_b8_20260703_082209,gemma3,gemma3_normative,normative,8,3,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,corrected_from_label,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_normative_05_b10_20260703_082209,gemma3,gemma3_normative,normative,10,4,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,corrected_from_label,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_normative_05_b11_20260703_082209,gemma3,gemma3_normative,normative,11,5,high costs of DC solutions,high costs of DC solutions,matched,corrected_from_label,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_subject-matter_05_b1_20260703_082209,gemma3,gemma3_subject-matter,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_subject-matter_05_b3_20260703_082209,gemma3,gemma3_subject-matter,subject-matter,3,2,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,corrected_from_label,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_subject-matter_05_b4_20260703_082209,gemma3,gemma3_subject-matter,subject-matter,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_subject-matter_05_b8_20260703_082209,gemma3,gemma3_subject-matter,subject-matter,8,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,corrected_from_label,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_gemma3_subject-matter_05_b10_20260703_082209,gemma3,gemma3_subject-matter,subject-matter,10,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,corrected_from_label,False,1.0,5,20260703_082209,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_generalist_06_b1_20260703_082830,phi4,phi4_generalist,generalist,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_generalist_06_b4_20260703_082830,phi4,phi4_generalist,generalist,4,2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_generalist_06_b5_20260703_082830,phi4,phi4_generalist,generalist,5,3,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_generalist_06_b6_20260703_082830,phi4,phi4_generalist,generalist,6,4,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,corrected_from_label,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_generalist_06_b10_20260703_082830,phi4,phi4_generalist,generalist,10,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,corrected_from_label,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_normative_06_b1_20260703_082830,phi4,phi4_normative,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_normative_06_b2_20260703_082830,phi4,phi4_normative,normative,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_normative_06_b3_20260703_082830,phi4,phi4_normative,normative,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_normative_06_b4_20260703_082830,phi4,phi4_normative,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_normative_06_b8_20260703_082830,phi4,phi4_normative,normative,8,5,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,corrected_from_label,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_subject-matter_06_b1_20260703_082830,phi4,phi4_subject-matter,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_subject-matter_06_b2_20260703_082830,phi4,phi4_subject-matter,subject-matter,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_subject-matter_06_b4_20260703_082830,phi4,phi4_subject-matter,subject-matter,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_subject-matter_06_b8_20260703_082830,phi4,phi4_subject-matter,subject-matter,8,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_phi4_subject-matter_06_b10_20260703_082830,phi4,phi4_subject-matter,subject-matter,10,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_generalist_06_b1_20260703_082830,llama,llama_generalist,generalist,1,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_generalist_06_b2_20260703_082830,llama,llama_generalist,generalist,2,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_generalist_06_b3_20260703_082830,llama,llama_generalist,generalist,3,3,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,correct_id,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_generalist_06_b4_20260703_082830,llama,llama_generalist,generalist,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_generalist_06_b5_20260703_082830,llama,llama_generalist,generalist,5,5,lack of pilot projects,Lack of pilot projects,matched,correct_id,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_normative_06_b1_20260703_082830,llama,llama_normative,normative,1,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_normative_06_b2_20260703_082830,llama,llama_normative,normative,2,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_normative_06_b3_20260703_082830,llama,llama_normative,normative,3,3,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,correct_id,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_normative_06_b4_20260703_082830,llama,llama_normative,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_normative_06_b5_20260703_082830,llama,llama_normative,normative,5,5,lack of pilot projects,Lack of pilot projects,matched,correct_id,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
ANCHOR_WORD_llama_subject-matter_06_b1_20260703_082830,llama,llama_subject-matter,subject-matter,1,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,1.0,6,20260703_082830,no,ANCHORED,ANCHOR_WORD,
