row_id,variant_id,base_model,source,model,rating,label,iteration,condition
phi4_subject-matter_21_20260628_230353,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,21,zeroshot
gemma3_generalist_21_20260628_230353,gemma3_generalist,gemma3,llm,generalist,3,Feasible,21,zeroshot
gemma3_normative_21_20260628_230353,gemma3_normative,gemma3,llm,normative,3,Feasible,21,zeroshot
gemma3_subject-matter_21_20260628_230353,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,21,zeroshot
llama_generalist_21_20260628_230353,llama_generalist,llama,llm,generalist,2,Somewhat feasible,21,zeroshot
llama_normative_21_20260628_230353,llama_normative,llama,llm,normative,4,Very feasible,21,zeroshot
llama_subject-matter_21_20260628_230353,llama_subject-matter,llama,llm,subject-matter,3,Feasible,21,zeroshot
mistral_generalist_21_20260628_230353,mistral_generalist,mistral,llm,generalist,3,Feasible,21,zeroshot
mistral_normative_21_20260628_230353,mistral_normative,mistral,llm,normative,3,Feasible,21,zeroshot
mistral_subject-matter_21_20260628_230353,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,21,zeroshot
phi4_generalist_22_20260628_230503,phi4_generalist,phi4,llm,generalist,3,Feasible,22,zeroshot
phi4_normative_22_20260628_230503,phi4_normative,phi4,llm,normative,4,Very feasible,22,zeroshot
phi4_subject-matter_22_20260628_230503,phi4_subject-matter,phi4,llm,subject-matter,4,Very feasible,22,zeroshot
gemma3_generalist_22_20260628_230503,gemma3_generalist,gemma3,llm,generalist,3,Feasible,22,zeroshot
gemma3_normative_22_20260628_230503,gemma3_normative,gemma3,llm,normative,3,Feasible,22,zeroshot
gemma3_subject-matter_22_20260628_230503,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,22,zeroshot
llama_generalist_22_20260628_230503,llama_generalist,llama,llm,generalist,3,Feasible,22,zeroshot
llama_normative_22_20260628_230503,llama_normative,llama,llm,normative,3,Feasible,22,zeroshot
llama_subject-matter_22_20260628_230503,llama_subject-matter,llama,llm,subject-matter,3,Feasible,22,zeroshot
mistral_generalist_22_20260628_230503,mistral_generalist,mistral,llm,generalist,3,Feasible,22,zeroshot
mistral_normative_22_20260628_230503,mistral_normative,mistral,llm,normative,3,Feasible,22,zeroshot
mistral_subject-matter_22_20260628_230503,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,22,zeroshot
phi4_generalist_23_20260628_230607,phi4_generalist,phi4,llm,generalist,3,Feasible,23,zeroshot
phi4_normative_23_20260628_230607,phi4_normative,phi4,llm,normative,3,Feasible,23,zeroshot
phi4_subject-matter_23_20260628_230607,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,23,zeroshot
gemma3_generalist_23_20260628_230607,gemma3_generalist,gemma3,llm,generalist,3,Feasible,23,zeroshot
gemma3_normative_23_20260628_230607,gemma3_normative,gemma3,llm,normative,3,Feasible,23,zeroshot
gemma3_subject-matter_23_20260628_230607,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,23,zeroshot
llama_generalist_23_20260628_230607,llama_generalist,llama,llm,generalist,4,Very feasible,23,zeroshot
llama_normative_23_20260628_230607,llama_normative,llama,llm,normative,3,Feasible,23,zeroshot
llama_subject-matter_23_20260628_230607,llama_subject-matter,llama,llm,subject-matter,1,Not feasible,23,zeroshot
mistral_generalist_23_20260628_230607,mistral_generalist,mistral,llm,generalist,3,Feasible,23,zeroshot
mistral_normative_23_20260628_230607,mistral_normative,mistral,llm,normative,3,Feasible,23,zeroshot
mistral_subject-matter_23_20260628_230607,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,23,zeroshot
phi4_generalist_24_20260628_230718,phi4_generalist,phi4,llm,generalist,3,Feasible,24,zeroshot
phi4_normative_24_20260628_230718,phi4_normative,phi4,llm,normative,4,Very feasible,24,zeroshot
phi4_subject-matter_24_20260628_230718,phi4_subject-matter,phi4,llm,subject-matter,4,Very feasible,24,zeroshot
gemma3_generalist_24_20260628_230718,gemma3_generalist,gemma3,llm,generalist,3,Feasible,24,zeroshot
gemma3_normative_24_20260628_230718,gemma3_normative,gemma3,llm,normative,3,Feasible,24,zeroshot
gemma3_subject-matter_24_20260628_230718,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,24,zeroshot
llama_generalist_24_20260628_230718,llama_generalist,llama,llm,generalist,3,Feasible,24,zeroshot
llama_normative_24_20260628_230718,llama_normative,llama,llm,normative,3,Feasible,24,zeroshot
llama_subject-matter_24_20260628_230718,llama_subject-matter,llama,llm,subject-matter,4,Very feasible,24,zeroshot
mistral_generalist_24_20260628_230718,mistral_generalist,mistral,llm,generalist,3,Feasible,24,zeroshot
mistral_normative_24_20260628_230718,mistral_normative,mistral,llm,normative,3,Feasible,24,zeroshot
mistral_subject-matter_24_20260628_230718,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,24,zeroshot
phi4_generalist_25_20260628_230822,phi4_generalist,phi4,llm,generalist,3,Feasible,25,zeroshot
phi4_normative_25_20260628_230822,phi4_normative,phi4,llm,normative,3,Feasible,25,zeroshot
phi4_subject-matter_25_20260628_230822,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,25,zeroshot
gemma3_generalist_25_20260628_230822,gemma3_generalist,gemma3,llm,generalist,3,Feasible,25,zeroshot
gemma3_normative_25_20260628_230822,gemma3_normative,gemma3,llm,normative,3,Feasible,25,zeroshot
gemma3_subject-matter_25_20260628_230822,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,25,zeroshot
llama_generalist_25_20260628_230822,llama_generalist,llama,llm,generalist,3,Feasible,25,zeroshot
llama_normative_25_20260628_230822,llama_normative,llama,llm,normative,3,Feasible,25,zeroshot
llama_subject-matter_25_20260628_230822,llama_subject-matter,llama,llm,subject-matter,3,Feasible,25,zeroshot
mistral_generalist_25_20260628_230822,mistral_generalist,mistral,llm,generalist,3,Feasible,25,zeroshot
mistral_normative_25_20260628_230822,mistral_normative,mistral,llm,normative,3,Feasible,25,zeroshot
mistral_subject-matter_25_20260628_230822,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,25,zeroshot
phi4_generalist_26_20260628_230934,phi4_generalist,phi4,llm,generalist,3,Feasible,26,zeroshot
phi4_normative_26_20260628_230934,phi4_normative,phi4,llm,normative,4,Very feasible,26,zeroshot
phi4_subject-matter_26_20260628_230934,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,26,zeroshot
gemma3_generalist_26_20260628_230934,gemma3_generalist,gemma3,llm,generalist,3,Feasible,26,zeroshot
gemma3_normative_26_20260628_230934,gemma3_normative,gemma3,llm,normative,3,Feasible,26,zeroshot
gemma3_subject-matter_26_20260628_230934,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,26,zeroshot
llama_generalist_26_20260628_230934,llama_generalist,llama,llm,generalist,3,Feasible,26,zeroshot
llama_normative_26_20260628_230934,llama_normative,llama,llm,normative,3,Feasible,26,zeroshot
llama_subject-matter_26_20260628_230934,llama_subject-matter,llama,llm,subject-matter,2,Somewhat feasible,26,zeroshot
mistral_generalist_26_20260628_230934,mistral_generalist,mistral,llm,generalist,3,Feasible,26,zeroshot
mistral_normative_26_20260628_230934,mistral_normative,mistral,llm,normative,3,Feasible,26,zeroshot
mistral_subject-matter_26_20260628_230934,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,26,zeroshot
phi4_generalist_27_20260628_231122,phi4_generalist,phi4,llm,generalist,3,Feasible,27,zeroshot
phi4_normative_27_20260628_231122,phi4_normative,phi4,llm,normative,3,Feasible,27,zeroshot
phi4_subject-matter_27_20260628_231122,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,27,zeroshot
gemma3_generalist_27_20260628_231122,gemma3_generalist,gemma3,llm,generalist,3,Feasible,27,zeroshot
gemma3_normative_27_20260628_231122,gemma3_normative,gemma3,llm,normative,3,Feasible,27,zeroshot
gemma3_subject-matter_27_20260628_231122,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,27,zeroshot
llama_generalist_27_20260628_231122,llama_generalist,llama,llm,generalist,2,Somewhat feasible,27,zeroshot
llama_normative_27_20260628_231122,llama_normative,llama,llm,normative,2,Somewhat feasible,27,zeroshot
llama_subject-matter_27_20260628_231122,llama_subject-matter,llama,llm,subject-matter,3,Feasible,27,zeroshot
mistral_generalist_27_20260628_231122,mistral_generalist,mistral,llm,generalist,3,Feasible,27,zeroshot
mistral_normative_27_20260628_231122,mistral_normative,mistral,llm,normative,3,Feasible,27,zeroshot
mistral_subject-matter_27_20260628_231122,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,27,zeroshot
phi4_generalist_28_20260628_231307,phi4_generalist,phi4,llm,generalist,3,Feasible,28,zeroshot
phi4_normative_28_20260628_231307,phi4_normative,phi4,llm,normative,3,Feasible,28,zeroshot
phi4_subject-matter_28_20260628_231307,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,28,zeroshot
gemma3_generalist_28_20260628_231307,gemma3_generalist,gemma3,llm,generalist,3,Feasible,28,zeroshot
gemma3_normative_28_20260628_231307,gemma3_normative,gemma3,llm,normative,3,Feasible,28,zeroshot
gemma3_subject-matter_28_20260628_231307,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,28,zeroshot
llama_generalist_28_20260628_231307,llama_generalist,llama,llm,generalist,3,Feasible,28,zeroshot
llama_normative_28_20260628_231307,llama_normative,llama,llm,normative,1,Not feasible,28,zeroshot
llama_subject-matter_28_20260628_231307,llama_subject-matter,llama,llm,subject-matter,3,Feasible,28,zeroshot
mistral_generalist_28_20260628_231307,mistral_generalist,mistral,llm,generalist,3,Feasible,28,zeroshot
mistral_normative_28_20260628_231307,mistral_normative,mistral,llm,normative,3,Feasible,28,zeroshot
mistral_subject-matter_28_20260628_231307,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,28,zeroshot
phi4_generalist_29_20260628_231446,phi4_generalist,phi4,llm,generalist,3,Feasible,29,zeroshot
phi4_normative_29_20260628_231446,phi4_normative,phi4,llm,normative,3,Feasible,29,zeroshot
phi4_subject-matter_29_20260628_231446,phi4_subject-matter,phi4,llm,subject-matter,4,Very feasible,29,zeroshot
gemma3_generalist_29_20260628_231446,gemma3_generalist,gemma3,llm,generalist,3,Feasible,29,zeroshot
gemma3_normative_29_20260628_231446,gemma3_normative,gemma3,llm,normative,3,Feasible,29,zeroshot
gemma3_subject-matter_29_20260628_231446,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,29,zeroshot
llama_generalist_29_20260628_231446,llama_generalist,llama,llm,generalist,3,Feasible,29,zeroshot
llama_normative_29_20260628_231446,llama_normative,llama,llm,normative,3,Feasible,29,zeroshot
llama_subject-matter_29_20260628_231446,llama_subject-matter,llama,llm,subject-matter,3,Feasible,29,zeroshot
mistral_generalist_29_20260628_231446,mistral_generalist,mistral,llm,generalist,3,Feasible,29,zeroshot
mistral_normative_29_20260628_231446,mistral_normative,mistral,llm,normative,3,Feasible,29,zeroshot
mistral_subject-matter_29_20260628_231446,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,29,zeroshot
phi4_generalist_30_20260628_231640,phi4_generalist,phi4,llm,generalist,3,Feasible,30,zeroshot
phi4_normative_30_20260628_231640,phi4_normative,phi4,llm,normative,3,Feasible,30,zeroshot
phi4_subject-matter_30_20260628_231640,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,30,zeroshot
gemma3_generalist_30_20260628_231640,gemma3_generalist,gemma3,llm,generalist,3,Feasible,30,zeroshot
gemma3_normative_30_20260628_231640,gemma3_normative,gemma3,llm,normative,3,Feasible,30,zeroshot
gemma3_subject-matter_30_20260628_231640,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,30,zeroshot
llama_generalist_30_20260628_231640,llama_generalist,llama,llm,generalist,3,Feasible,30,zeroshot
llama_normative_30_20260628_231640,llama_normative,llama,llm,normative,4,Very feasible,30,zeroshot
llama_subject-matter_30_20260628_231640,llama_subject-matter,llama,llm,subject-matter,3,Feasible,30,zeroshot
mistral_generalist_30_20260628_231640,mistral_generalist,mistral,llm,generalist,3,Feasible,30,zeroshot
mistral_normative_30_20260628_231640,mistral_normative,mistral,llm,normative,3,Feasible,30,zeroshot
mistral_subject-matter_30_20260628_231640,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,30,zeroshot
phi4_generalist_31_20260628_231745,phi4_generalist,phi4,llm,generalist,3,Feasible,31,zeroshot
phi4_normative_31_20260628_231745,phi4_normative,phi4,llm,normative,3,Feasible,31,zeroshot
phi4_subject-matter_31_20260628_231745,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,31,zeroshot
gemma3_generalist_31_20260628_231745,gemma3_generalist,gemma3,llm,generalist,3,Feasible,31,zeroshot
gemma3_normative_31_20260628_231745,gemma3_normative,gemma3,llm,normative,3,Feasible,31,zeroshot
gemma3_subject-matter_31_20260628_231745,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,31,zeroshot
llama_generalist_31_20260628_231745,llama_generalist,llama,llm,generalist,3,Feasible,31,zeroshot
llama_normative_31_20260628_231745,llama_normative,llama,llm,normative,3,Feasible,31,zeroshot
llama_subject-matter_31_20260628_231745,llama_subject-matter,llama,llm,subject-matter,4,Very feasible,31,zeroshot
mistral_generalist_31_20260628_231745,mistral_generalist,mistral,llm,generalist,3,Feasible,31,zeroshot
mistral_normative_31_20260628_231745,mistral_normative,mistral,llm,normative,3,Feasible,31,zeroshot
mistral_subject-matter_31_20260628_231745,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,31,zeroshot
phi4_generalist_32_20260628_231850,phi4_generalist,phi4,llm,generalist,3,Feasible,32,zeroshot
phi4_normative_32_20260628_231850,phi4_normative,phi4,llm,normative,3,Feasible,32,zeroshot
phi4_subject-matter_32_20260628_231850,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,32,zeroshot
gemma3_generalist_32_20260628_231850,gemma3_generalist,gemma3,llm,generalist,3,Feasible,32,zeroshot
gemma3_normative_32_20260628_231850,gemma3_normative,gemma3,llm,normative,3,Feasible,32,zeroshot
gemma3_subject-matter_32_20260628_231850,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,32,zeroshot
llama_generalist_32_20260628_231850,llama_generalist,llama,llm,generalist,3,Feasible,32,zeroshot
llama_normative_32_20260628_231850,llama_normative,llama,llm,normative,2,Somewhat feasible,32,zeroshot
llama_subject-matter_32_20260628_231850,llama_subject-matter,llama,llm,subject-matter,3,Feasible,32,zeroshot
mistral_generalist_32_20260628_231850,mistral_generalist,mistral,llm,generalist,3,Feasible,32,zeroshot
mistral_normative_32_20260628_231850,mistral_normative,mistral,llm,normative,3,Feasible,32,zeroshot
mistral_subject-matter_32_20260628_231850,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,32,zeroshot
phi4_generalist_33_20260628_231957,phi4_generalist,phi4,llm,generalist,3,Feasible,33,zeroshot
phi4_normative_33_20260628_231957,phi4_normative,phi4,llm,normative,3,Feasible,33,zeroshot
phi4_subject-matter_33_20260628_231957,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,33,zeroshot
gemma3_generalist_33_20260628_231957,gemma3_generalist,gemma3,llm,generalist,3,Feasible,33,zeroshot
gemma3_normative_33_20260628_231957,gemma3_normative,gemma3,llm,normative,3,Feasible,33,zeroshot
gemma3_subject-matter_33_20260628_231957,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,33,zeroshot
llama_generalist_33_20260628_231957,llama_generalist,llama,llm,generalist,3,Feasible,33,zeroshot
llama_normative_33_20260628_231957,llama_normative,llama,llm,normative,3,Feasible,33,zeroshot
llama_subject-matter_33_20260628_231957,llama_subject-matter,llama,llm,subject-matter,2,Somewhat feasible,33,zeroshot
mistral_generalist_33_20260628_231957,mistral_generalist,mistral,llm,generalist,3,Feasible,33,zeroshot
mistral_normative_33_20260628_231957,mistral_normative,mistral,llm,normative,3,Feasible,33,zeroshot
mistral_subject-matter_33_20260628_231957,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,33,zeroshot
phi4_generalist_34_20260628_232105,phi4_generalist,phi4,llm,generalist,3,Feasible,34,zeroshot
phi4_normative_34_20260628_232105,phi4_normative,phi4,llm,normative,3,Feasible,34,zeroshot
phi4_subject-matter_34_20260628_232105,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,34,zeroshot
gemma3_generalist_34_20260628_232105,gemma3_generalist,gemma3,llm,generalist,3,Feasible,34,zeroshot
gemma3_normative_34_20260628_232105,gemma3_normative,gemma3,llm,normative,3,Feasible,34,zeroshot
gemma3_subject-matter_34_20260628_232105,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,34,zeroshot
llama_generalist_34_20260628_232105,llama_generalist,llama,llm,generalist,2,Somewhat feasible,34,zeroshot
llama_normative_34_20260628_232105,llama_normative,llama,llm,normative,2,Somewhat feasible,34,zeroshot
llama_subject-matter_34_20260628_232105,llama_subject-matter,llama,llm,subject-matter,3,Feasible,34,zeroshot
mistral_generalist_34_20260628_232105,mistral_generalist,mistral,llm,generalist,3,Feasible,34,zeroshot
mistral_normative_34_20260628_232105,mistral_normative,mistral,llm,normative,3,Feasible,34,zeroshot
mistral_subject-matter_34_20260628_232105,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,34,zeroshot
phi4_generalist_35_20260628_232207,phi4_generalist,phi4,llm,generalist,3,Feasible,35,zeroshot
phi4_normative_35_20260628_232207,phi4_normative,phi4,llm,normative,4,Very feasible,35,zeroshot
phi4_subject-matter_35_20260628_232207,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,35,zeroshot
gemma3_generalist_35_20260628_232207,gemma3_generalist,gemma3,llm,generalist,3,Feasible,35,zeroshot
gemma3_normative_35_20260628_232207,gemma3_normative,gemma3,llm,normative,3,Feasible,35,zeroshot
gemma3_subject-matter_35_20260628_232207,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,35,zeroshot
llama_generalist_35_20260628_232207,llama_generalist,llama,llm,generalist,1,Not feasible,35,zeroshot
llama_normative_35_20260628_232207,llama_normative,llama,llm,normative,3,Feasible,35,zeroshot
llama_subject-matter_35_20260628_232207,llama_subject-matter,llama,llm,subject-matter,3,Feasible,35,zeroshot
mistral_generalist_35_20260628_232207,mistral_generalist,mistral,llm,generalist,3,Feasible,35,zeroshot
mistral_normative_35_20260628_232207,mistral_normative,mistral,llm,normative,3,Feasible,35,zeroshot
mistral_subject-matter_35_20260628_232207,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,35,zeroshot
phi4_generalist_36_20260628_232315,phi4_generalist,phi4,llm,generalist,3,Feasible,36,zeroshot
phi4_normative_36_20260628_232315,phi4_normative,phi4,llm,normative,3,Feasible,36,zeroshot
phi4_subject-matter_36_20260628_232315,phi4_subject-matter,phi4,llm,subject-matter,4,Very feasible,36,zeroshot
gemma3_generalist_36_20260628_232315,gemma3_generalist,gemma3,llm,generalist,3,Feasible,36,zeroshot
gemma3_normative_36_20260628_232315,gemma3_normative,gemma3,llm,normative,3,Feasible,36,zeroshot
gemma3_subject-matter_36_20260628_232315,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,36,zeroshot
llama_generalist_36_20260628_232315,llama_generalist,llama,llm,generalist,3,Feasible,36,zeroshot
llama_normative_36_20260628_232315,llama_normative,llama,llm,normative,3,Feasible,36,zeroshot
llama_subject-matter_36_20260628_232315,llama_subject-matter,llama,llm,subject-matter,3,Feasible,36,zeroshot
mistral_generalist_36_20260628_232315,mistral_generalist,mistral,llm,generalist,3,Feasible,36,zeroshot
mistral_normative_36_20260628_232315,mistral_normative,mistral,llm,normative,3,Feasible,36,zeroshot
mistral_subject-matter_36_20260628_232315,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,36,zeroshot
phi4_generalist_37_20260628_232419,phi4_generalist,phi4,llm,generalist,3,Feasible,37,zeroshot
phi4_normative_37_20260628_232419,phi4_normative,phi4,llm,normative,3,Feasible,37,zeroshot
phi4_subject-matter_37_20260628_232419,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,37,zeroshot
gemma3_generalist_37_20260628_232419,gemma3_generalist,gemma3,llm,generalist,3,Feasible,37,zeroshot
gemma3_normative_37_20260628_232419,gemma3_normative,gemma3,llm,normative,3,Feasible,37,zeroshot
gemma3_subject-matter_37_20260628_232419,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,37,zeroshot
llama_generalist_37_20260628_232419,llama_generalist,llama,llm,generalist,3,Feasible,37,zeroshot
llama_normative_37_20260628_232419,llama_normative,llama,llm,normative,3,Feasible,37,zeroshot
llama_subject-matter_37_20260628_232419,llama_subject-matter,llama,llm,subject-matter,3,Feasible,37,zeroshot
mistral_generalist_37_20260628_232419,mistral_generalist,mistral,llm,generalist,3,Feasible,37,zeroshot
mistral_normative_37_20260628_232419,mistral_normative,mistral,llm,normative,3,Feasible,37,zeroshot
mistral_subject-matter_37_20260628_232419,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,37,zeroshot
phi4_generalist_38_20260628_232524,phi4_generalist,phi4,llm,generalist,3,Feasible,38,zeroshot
phi4_normative_38_20260628_232524,phi4_normative,phi4,llm,normative,3,Feasible,38,zeroshot
phi4_subject-matter_38_20260628_232524,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,38,zeroshot
gemma3_generalist_38_20260628_232524,gemma3_generalist,gemma3,llm,generalist,3,Feasible,38,zeroshot
gemma3_normative_38_20260628_232524,gemma3_normative,gemma3,llm,normative,3,Feasible,38,zeroshot
gemma3_subject-matter_38_20260628_232524,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,38,zeroshot
llama_generalist_38_20260628_232524,llama_generalist,llama,llm,generalist,2,Somewhat feasible,38,zeroshot
llama_normative_38_20260628_232524,llama_normative,llama,llm,normative,3,Feasible,38,zeroshot
llama_subject-matter_38_20260628_232524,llama_subject-matter,llama,llm,subject-matter,4,Very feasible,38,zeroshot
mistral_generalist_38_20260628_232524,mistral_generalist,mistral,llm,generalist,3,Feasible,38,zeroshot
mistral_normative_38_20260628_232524,mistral_normative,mistral,llm,normative,3,Feasible,38,zeroshot
mistral_subject-matter_38_20260628_232524,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,38,zeroshot
phi4_generalist_39_20260628_232630,phi4_generalist,phi4,llm,generalist,3,Feasible,39,zeroshot
phi4_normative_39_20260628_232630,phi4_normative,phi4,llm,normative,3,Feasible,39,zeroshot
phi4_subject-matter_39_20260628_232630,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,39,zeroshot
gemma3_generalist_39_20260628_232630,gemma3_generalist,gemma3,llm,generalist,3,Feasible,39,zeroshot
gemma3_normative_39_20260628_232630,gemma3_normative,gemma3,llm,normative,3,Feasible,39,zeroshot
gemma3_subject-matter_39_20260628_232630,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,39,zeroshot
llama_generalist_39_20260628_232630,llama_generalist,llama,llm,generalist,3,Feasible,39,zeroshot
llama_normative_39_20260628_232630,llama_normative,llama,llm,normative,3,Feasible,39,zeroshot
llama_subject-matter_39_20260628_232630,llama_subject-matter,llama,llm,subject-matter,3,Feasible,39,zeroshot
mistral_generalist_39_20260628_232630,mistral_generalist,mistral,llm,generalist,3,Feasible,39,zeroshot
mistral_normative_39_20260628_232630,mistral_normative,mistral,llm,normative,3,Feasible,39,zeroshot
mistral_subject-matter_39_20260628_232630,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,39,zeroshot
phi4_generalist_40_20260628_232737,phi4_generalist,phi4,llm,generalist,3,Feasible,40,zeroshot
phi4_normative_40_20260628_232737,phi4_normative,phi4,llm,normative,3,Feasible,40,zeroshot
phi4_subject-matter_40_20260628_232737,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,40,zeroshot
gemma3_generalist_40_20260628_232737,gemma3_generalist,gemma3,llm,generalist,3,Feasible,40,zeroshot
gemma3_normative_40_20260628_232737,gemma3_normative,gemma3,llm,normative,3,Feasible,40,zeroshot
gemma3_subject-matter_40_20260628_232737,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,40,zeroshot
llama_generalist_40_20260628_232737,llama_generalist,llama,llm,generalist,2,Somewhat feasible,40,zeroshot
llama_normative_40_20260628_232737,llama_normative,llama,llm,normative,3,Feasible,40,zeroshot
llama_subject-matter_40_20260628_232737,llama_subject-matter,llama,llm,subject-matter,3,Feasible,40,zeroshot
mistral_generalist_40_20260628_232737,mistral_generalist,mistral,llm,generalist,3,Feasible,40,zeroshot
mistral_normative_40_20260628_232737,mistral_normative,mistral,llm,normative,3,Feasible,40,zeroshot
mistral_subject-matter_40_20260628_232737,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,40,zeroshot
phi4_generalist_41_20260628_232842,phi4_generalist,phi4,llm,generalist,3,Feasible,41,zeroshot
phi4_normative_41_20260628_232842,phi4_normative,phi4,llm,normative,3,Feasible,41,zeroshot
phi4_subject-matter_41_20260628_232842,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,41,zeroshot
gemma3_generalist_41_20260628_232842,gemma3_generalist,gemma3,llm,generalist,3,Feasible,41,zeroshot
gemma3_normative_41_20260628_232842,gemma3_normative,gemma3,llm,normative,3,Feasible,41,zeroshot
gemma3_subject-matter_41_20260628_232842,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,41,zeroshot
llama_generalist_41_20260628_232842,llama_generalist,llama,llm,generalist,3,Feasible,41,zeroshot
llama_normative_41_20260628_232842,llama_normative,llama,llm,normative,3,Feasible,41,zeroshot
llama_subject-matter_41_20260628_232842,llama_subject-matter,llama,llm,subject-matter,3,Feasible,41,zeroshot
mistral_generalist_41_20260628_232842,mistral_generalist,mistral,llm,generalist,3,Feasible,41,zeroshot
mistral_normative_41_20260628_232842,mistral_normative,mistral,llm,normative,3,Feasible,41,zeroshot
mistral_subject-matter_41_20260628_232842,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,41,zeroshot
phi4_generalist_42_20260628_232950,phi4_generalist,phi4,llm,generalist,3,Feasible,42,zeroshot
phi4_normative_42_20260628_232950,phi4_normative,phi4,llm,normative,4,Very feasible,42,zeroshot
phi4_subject-matter_42_20260628_232950,phi4_subject-matter,phi4,llm,subject-matter,4,Very feasible,42,zeroshot
gemma3_generalist_42_20260628_232950,gemma3_generalist,gemma3,llm,generalist,3,Feasible,42,zeroshot
gemma3_normative_42_20260628_232950,gemma3_normative,gemma3,llm,normative,3,Feasible,42,zeroshot
gemma3_subject-matter_42_20260628_232950,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,42,zeroshot
llama_generalist_42_20260628_232950,llama_generalist,llama,llm,generalist,2,Somewhat feasible,42,zeroshot
llama_normative_42_20260628_232950,llama_normative,llama,llm,normative,2,Somewhat feasible,42,zeroshot
llama_subject-matter_42_20260628_232950,llama_subject-matter,llama,llm,subject-matter,3,Feasible,42,zeroshot
mistral_generalist_42_20260628_232950,mistral_generalist,mistral,llm,generalist,3,Feasible,42,zeroshot
mistral_normative_42_20260628_232950,mistral_normative,mistral,llm,normative,3,Feasible,42,zeroshot
mistral_subject-matter_42_20260628_232950,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,42,zeroshot
phi4_generalist_43_20260628_233053,phi4_generalist,phi4,llm,generalist,3,Feasible,43,zeroshot
phi4_normative_43_20260628_233053,phi4_normative,phi4,llm,normative,4,Very feasible,43,zeroshot
phi4_subject-matter_43_20260628_233053,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,43,zeroshot
gemma3_generalist_43_20260628_233053,gemma3_generalist,gemma3,llm,generalist,3,Feasible,43,zeroshot
gemma3_normative_43_20260628_233053,gemma3_normative,gemma3,llm,normative,3,Feasible,43,zeroshot
