row_id,base_model,variant_id,model,dc_solution,rating,label,iteration,timestamp,condition,bias_type,anchor_level,source
BIAS_EXAMPLE_static_protection_system_phi4_normative_04_20250817_183632,phi4,phi4_normative,normative,Static protection system,4,Very important,4,20250817_183632,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_subject_matter2_04_20250817_183632,phi4,phi4_subject_matter2,subject_matter2,Static protection system,4,Very important,4,20250817_183632,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_subject_matter_04_20250817_183632,phi4,phi4_subject_matter,subject_matter,Static protection system,4,Very important,4,20250817_183632,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_generalist2_05_20250817_184223,gemma3,gemma3_generalist2,generalist2,Static protection system,4,Very important,5,20250817_184223,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_generalist_05_20250817_184223,gemma3,gemma3_generalist,generalist,Static protection system,4,Very important,5,20250817_184223,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_normative2_05_20250817_184223,gemma3,gemma3_normative2,normative2,Static protection system,4,Very important,5,20250817_184223,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_normative_05_20250817_184223,gemma3,gemma3_normative,normative,Static protection system,4,Very important,5,20250817_184223,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_subject_matter2_05_20250817_184223,gemma3,gemma3_subject_matter2,subject_matter2,Static protection system,4,Very important,5,20250817_184223,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_subject_matter_05_20250817_184223,gemma3,gemma3_subject_matter,subject_matter,Static protection system,4,Very important,5,20250817_184223,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_generalist2_05_20250817_184223,llama,llama_generalist2,generalist2,Static protection system,3,Important,5,20250817_184223,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_generalist_05_20250817_184223,llama,llama_generalist,generalist,Static protection system,4,Very important,5,20250817_184223,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_normative2_05_20250817_184223,llama,llama_normative2,normative2,Static protection system,3,Important,5,20250817_184223,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_normative_05_20250817_184223,llama,llama_normative,normative,Static protection system,3,Important,5,20250817_184223,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_subject_matter2_05_20250817_184223,llama,llama_subject_matter2,subject_matter2,Static protection system,3,Important,5,20250817_184223,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_subject_matter_05_20250817_184223,llama,llama_subject_matter,subject_matter,Static protection system,4,Very important,5,20250817_184223,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_generalist2_05_20250817_184223,mistral,mistral_generalist2,generalist2,Static protection system,4,Very important,5,20250817_184223,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_generalist_05_20250817_184223,mistral,mistral_generalist,generalist,Static protection system,4,Very important,5,20250817_184223,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_normative2_05_20250817_184223,mistral,mistral_normative2,normative2,Static protection system,4,Very important,5,20250817_184223,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_normative_05_20250817_184223,mistral,mistral_normative,normative,Static protection system,4,Very important,5,20250817_184223,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_subject_matter2_05_20250817_184223,mistral,mistral_subject_matter2,subject_matter2,Static protection system,4,Very important,5,20250817_184223,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_subject_matter_05_20250817_184223,mistral,mistral_subject_matter,subject_matter,Static protection system,4,Very important,5,20250817_184223,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_generalist2_05_20250817_184223,phi4,phi4_generalist2,generalist2,Static protection system,4,Very important,5,20250817_184223,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_generalist_05_20250817_184223,phi4,phi4_generalist,generalist,Static protection system,4,Very important,5,20250817_184223,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_normative2_05_20250817_184223,phi4,phi4_normative2,normative2,Static protection system,4,Very important,5,20250817_184223,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_normative_05_20250817_184223,phi4,phi4_normative,normative,Static protection system,4,Very important,5,20250817_184223,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_subject_matter2_05_20250817_184223,phi4,phi4_subject_matter2,subject_matter2,Static protection system,4,Very important,5,20250817_184223,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_subject_matter_05_20250817_184223,phi4,phi4_subject_matter,subject_matter,Static protection system,4,Very important,5,20250817_184223,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_generalist2_06_20250817_185650,gemma3,gemma3_generalist2,generalist2,Static protection system,4,Very important,6,20250817_185650,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_generalist_06_20250817_185650,gemma3,gemma3_generalist,generalist,Static protection system,4,Very important,6,20250817_185650,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_normative2_06_20250817_185650,gemma3,gemma3_normative2,normative2,Static protection system,4,Very important,6,20250817_185650,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_normative_06_20250817_185650,gemma3,gemma3_normative,normative,Static protection system,4,Very important,6,20250817_185650,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_subject_matter2_06_20250817_185650,gemma3,gemma3_subject_matter2,subject_matter2,Static protection system,4,Very important,6,20250817_185650,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_subject_matter_06_20250817_185650,gemma3,gemma3_subject_matter,subject_matter,Static protection system,4,Very important,6,20250817_185650,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_generalist2_06_20250817_185650,llama,llama_generalist2,generalist2,Static protection system,4,Very important,6,20250817_185650,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_generalist_06_20250817_185650,llama,llama_generalist,generalist,Static protection system,3,Important,6,20250817_185650,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_normative2_06_20250817_185650,llama,llama_normative2,normative2,Static protection system,4,Very important,6,20250817_185650,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_normative_06_20250817_185650,llama,llama_normative,normative,Static protection system,4,Very important,6,20250817_185650,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_subject_matter2_06_20250817_185650,llama,llama_subject_matter2,subject_matter2,Static protection system,4,Very important,6,20250817_185650,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_subject_matter_06_20250817_185650,llama,llama_subject_matter,subject_matter,Static protection system,4,Very important,6,20250817_185650,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_generalist2_06_20250817_185650,mistral,mistral_generalist2,generalist2,Static protection system,4,Very important,6,20250817_185650,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_generalist_06_20250817_185650,mistral,mistral_generalist,generalist,Static protection system,4,Very important,6,20250817_185650,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_normative2_06_20250817_185650,mistral,mistral_normative2,normative2,Static protection system,4,Very important,6,20250817_185650,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_normative_06_20250817_185650,mistral,mistral_normative,normative,Static protection system,4,Very important,6,20250817_185650,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_subject_matter2_06_20250817_185650,mistral,mistral_subject_matter2,subject_matter2,Static protection system,4,Very important,6,20250817_185650,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_subject_matter_06_20250817_185650,mistral,mistral_subject_matter,subject_matter,Static protection system,4,Very important,6,20250817_185650,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_generalist2_06_20250817_185650,phi4,phi4_generalist2,generalist2,Static protection system,4,Very important,6,20250817_185650,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_generalist_06_20250817_185650,phi4,phi4_generalist,generalist,Static protection system,4,Very important,6,20250817_185650,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_normative2_06_20250817_185650,phi4,phi4_normative2,normative2,Static protection system,4,Very important,6,20250817_185650,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_normative_06_20250817_185650,phi4,phi4_normative,normative,Static protection system,4,Very important,6,20250817_185650,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_subject_matter2_06_20250817_185650,phi4,phi4_subject_matter2,subject_matter2,Static protection system,4,Very important,6,20250817_185650,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_subject_matter_06_20250817_185650,phi4,phi4_subject_matter,subject_matter,Static protection system,4,Very important,6,20250817_185650,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_generalist2_07_20250817_190219,gemma3,gemma3_generalist2,generalist2,Static protection system,4,Very important,7,20250817_190219,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_generalist_07_20250817_190219,gemma3,gemma3_generalist,generalist,Static protection system,4,Very important,7,20250817_190219,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_normative2_07_20250817_190219,gemma3,gemma3_normative2,normative2,Static protection system,4,Very important,7,20250817_190219,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_normative_07_20250817_190219,gemma3,gemma3_normative,normative,Static protection system,4,Very important,7,20250817_190219,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_subject_matter2_07_20250817_190219,gemma3,gemma3_subject_matter2,subject_matter2,Static protection system,4,Very important,7,20250817_190219,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_subject_matter_07_20250817_190219,gemma3,gemma3_subject_matter,subject_matter,Static protection system,4,Very important,7,20250817_190219,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_generalist2_07_20250817_190219,llama,llama_generalist2,generalist2,Static protection system,3,Important,7,20250817_190219,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_generalist_07_20250817_190219,llama,llama_generalist,generalist,Static protection system,4,Very important,7,20250817_190219,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_normative2_07_20250817_190219,llama,llama_normative2,normative2,Static protection system,4,Very important,7,20250817_190219,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_normative_07_20250817_190219,llama,llama_normative,normative,Static protection system,4,Very important,7,20250817_190219,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_subject_matter2_07_20250817_190219,llama,llama_subject_matter2,subject_matter2,Static protection system,4,Very important,7,20250817_190219,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_subject_matter_07_20250817_190219,llama,llama_subject_matter,subject_matter,Static protection system,4,Very important,7,20250817_190219,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_generalist2_07_20250817_190219,mistral,mistral_generalist2,generalist2,Static protection system,4,Very important,7,20250817_190219,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_generalist_07_20250817_190219,mistral,mistral_generalist,generalist,Static protection system,4,Very important,7,20250817_190219,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_normative2_07_20250817_190219,mistral,mistral_normative2,normative2,Static protection system,4,Very important,7,20250817_190219,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_normative_07_20250817_190219,mistral,mistral_normative,normative,Static protection system,4,Very important,7,20250817_190219,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_subject_matter2_07_20250817_190219,mistral,mistral_subject_matter2,subject_matter2,Static protection system,4,Very important,7,20250817_190219,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_subject_matter_07_20250817_190219,mistral,mistral_subject_matter,subject_matter,Static protection system,4,Very important,7,20250817_190219,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_generalist2_07_20250817_190219,phi4,phi4_generalist2,generalist2,Static protection system,4,Very important,7,20250817_190219,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_generalist_07_20250817_190219,phi4,phi4_generalist,generalist,Static protection system,4,Very important,7,20250817_190219,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_normative2_07_20250817_190219,phi4,phi4_normative2,normative2,Static protection system,4,Very important,7,20250817_190219,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_normative_07_20250817_190219,phi4,phi4_normative,normative,Static protection system,4,Very important,7,20250817_190219,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_subject_matter2_07_20250817_190219,phi4,phi4_subject_matter2,subject_matter2,Static protection system,4,Very important,7,20250817_190219,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_subject_matter_07_20250817_190219,phi4,phi4_subject_matter,subject_matter,Static protection system,4,Very important,7,20250817_190219,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_generalist2_08_20250817_191910,gemma3,gemma3_generalist2,generalist2,Static protection system,4,Very important,8,20250817_191910,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_generalist_08_20250817_191910,gemma3,gemma3_generalist,generalist,Static protection system,4,Very important,8,20250817_191910,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_normative2_08_20250817_191910,gemma3,gemma3_normative2,normative2,Static protection system,4,Very important,8,20250817_191910,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_normative_08_20250817_191910,gemma3,gemma3_normative,normative,Static protection system,4,Very important,8,20250817_191910,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_subject_matter2_08_20250817_191910,gemma3,gemma3_subject_matter2,subject_matter2,Static protection system,4,Very important,8,20250817_191910,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_subject_matter_08_20250817_191910,gemma3,gemma3_subject_matter,subject_matter,Static protection system,4,Very important,8,20250817_191910,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_generalist2_08_20250817_191910,llama,llama_generalist2,generalist2,Static protection system,4,Very important,8,20250817_191910,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_generalist_08_20250817_191910,llama,llama_generalist,generalist,Static protection system,4,Very important,8,20250817_191910,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_normative2_08_20250817_191910,llama,llama_normative2,normative2,Static protection system,4,Very important,8,20250817_191910,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_normative_08_20250817_191910,llama,llama_normative,normative,Static protection system,4,Very important,8,20250817_191910,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_subject_matter2_08_20250817_191910,llama,llama_subject_matter2,subject_matter2,Static protection system,4,Very important,8,20250817_191910,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_subject_matter_08_20250817_191910,llama,llama_subject_matter,subject_matter,Static protection system,3,Important,8,20250817_191910,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_generalist2_08_20250817_191910,mistral,mistral_generalist2,generalist2,Static protection system,4,Very important,8,20250817_191910,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_generalist_08_20250817_191910,mistral,mistral_generalist,generalist,Static protection system,4,Very important,8,20250817_191910,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_normative2_08_20250817_191910,mistral,mistral_normative2,normative2,Static protection system,4,Very important,8,20250817_191910,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_normative_08_20250817_191910,mistral,mistral_normative,normative,Static protection system,4,Very important,8,20250817_191910,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_subject_matter2_08_20250817_191910,mistral,mistral_subject_matter2,subject_matter2,Static protection system,4,Very important,8,20250817_191910,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_subject_matter_08_20250817_191910,mistral,mistral_subject_matter,subject_matter,Static protection system,4,Very important,8,20250817_191910,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_generalist2_08_20250817_191910,phi4,phi4_generalist2,generalist2,Static protection system,4,Very important,8,20250817_191910,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_generalist_08_20250817_191910,phi4,phi4_generalist,generalist,Static protection system,4,Very important,8,20250817_191910,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_normative2_08_20250817_191910,phi4,phi4_normative2,normative2,Static protection system,4,Very important,8,20250817_191910,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_normative_08_20250817_191910,phi4,phi4_normative,normative,Static protection system,4,Very important,8,20250817_191910,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_subject_matter2_08_20250817_191910,phi4,phi4_subject_matter2,subject_matter2,Static protection system,4,Very important,8,20250817_191910,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_subject_matter_08_20250817_191910,phi4,phi4_subject_matter,subject_matter,Static protection system,4,Very important,8,20250817_191910,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_generalist2_09_20250817_192735,gemma3,gemma3_generalist2,generalist2,Static protection system,4,Very important,9,20250817_192735,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_generalist_09_20250817_192735,gemma3,gemma3_generalist,generalist,Static protection system,4,Very important,9,20250817_192735,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_normative2_09_20250817_192735,gemma3,gemma3_normative2,normative2,Static protection system,4,Very important,9,20250817_192735,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_normative_09_20250817_192735,gemma3,gemma3_normative,normative,Static protection system,4,Very important,9,20250817_192735,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_subject_matter2_09_20250817_192735,gemma3,gemma3_subject_matter2,subject_matter2,Static protection system,4,Very important,9,20250817_192735,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_gemma3_subject_matter_09_20250817_192735,gemma3,gemma3_subject_matter,subject_matter,Static protection system,4,Very important,9,20250817_192735,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_generalist2_09_20250817_192735,llama,llama_generalist2,generalist2,Static protection system,3,Important,9,20250817_192735,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_generalist_09_20250817_192735,llama,llama_generalist,generalist,Static protection system,4,Very important,9,20250817_192735,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_normative2_09_20250817_192735,llama,llama_normative2,normative2,Static protection system,3,Important,9,20250817_192735,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_normative_09_20250817_192735,llama,llama_normative,normative,Static protection system,4,Very important,9,20250817_192735,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_subject_matter2_09_20250817_192735,llama,llama_subject_matter2,subject_matter2,Static protection system,4,Very important,9,20250817_192735,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_llama_subject_matter_09_20250817_192735,llama,llama_subject_matter,subject_matter,Static protection system,4,Very important,9,20250817_192735,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_generalist2_09_20250817_192735,mistral,mistral_generalist2,generalist2,Static protection system,4,Very important,9,20250817_192735,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_generalist_09_20250817_192735,mistral,mistral_generalist,generalist,Static protection system,4,Very important,9,20250817_192735,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_normative2_09_20250817_192735,mistral,mistral_normative2,normative2,Static protection system,4,Very important,9,20250817_192735,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_normative_09_20250817_192735,mistral,mistral_normative,normative,Static protection system,4,Very important,9,20250817_192735,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_subject_matter2_09_20250817_192735,mistral,mistral_subject_matter2,subject_matter2,Static protection system,4,Very important,9,20250817_192735,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_mistral_subject_matter_09_20250817_192735,mistral,mistral_subject_matter,subject_matter,Static protection system,4,Very important,9,20250817_192735,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_generalist2_09_20250817_192735,phi4,phi4_generalist2,generalist2,Static protection system,4,Very important,9,20250817_192735,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_generalist_09_20250817_192735,phi4,phi4_generalist,generalist,Static protection system,4,Very important,9,20250817_192735,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_normative2_09_20250817_192735,phi4,phi4_normative2,normative2,Static protection system,4,Very important,9,20250817_192735,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_normative_09_20250817_192735,phi4,phi4_normative,normative,Static protection system,4,Very important,9,20250817_192735,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_subject_matter2_09_20250817_192735,phi4,phi4_subject_matter2,subject_matter2,Static protection system,4,Very important,9,20250817_192735,BIASED,BIAS_EXAMPLE,,llm
BIAS_EXAMPLE_static_protection_system_phi4_subject_matter_09_20250817_192735,phi4,phi4_subject_matter,subject_matter,Static protection system,4,Very important,9,20250817_192735,BIASED,BIAS_EXAMPLE,,llm
BIAS_NUM_LOW_static_protection_system_gemma3_generalist2_00_20250817_193127,gemma3,gemma3_generalist2,generalist2,Static protection system,4,Very important,0,20250817_193127,BIASED,BIAS_NUM_LOW,low,llm
BIAS_NUM_LOW_static_protection_system_gemma3_generalist_00_20250817_193127,gemma3,gemma3_generalist,generalist,Static protection system,4,Very important,0,20250817_193127,BIASED,BIAS_NUM_LOW,low,llm
BIAS_NUM_LOW_static_protection_system_gemma3_normative2_00_20250817_193127,gemma3,gemma3_normative2,normative2,Static protection system,4,Very important,0,20250817_193127,BIASED,BIAS_NUM_LOW,low,llm
BIAS_NUM_LOW_static_protection_system_gemma3_normative_00_20250817_193127,gemma3,gemma3_normative,normative,Static protection system,4,Very important,0,20250817_193127,BIASED,BIAS_NUM_LOW,low,llm
BIAS_NUM_LOW_static_protection_system_gemma3_subject_matter2_00_20250817_193127,gemma3,gemma3_subject_matter2,subject_matter2,Static protection system,4,Very important,0,20250817_193127,BIASED,BIAS_NUM_LOW,low,llm
BIAS_NUM_LOW_static_protection_system_gemma3_subject_matter_00_20250817_193127,gemma3,gemma3_subject_matter,subject_matter,Static protection system,4,Very important,0,20250817_193127,BIASED,BIAS_NUM_LOW,low,llm
BIAS_NUM_LOW_static_protection_system_llama_generalist2_00_20250817_193127,llama,llama_generalist2,generalist2,Static protection system,3,Important,0,20250817_193127,BIASED,BIAS_NUM_LOW,low,llm
BIAS_NUM_LOW_static_protection_system_llama_generalist_00_20250817_193127,llama,llama_generalist,generalist,Static protection system,4,Very important,0,20250817_193127,BIASED,BIAS_NUM_LOW,low,llm
BIAS_NUM_LOW_static_protection_system_llama_normative2_00_20250817_193127,llama,llama_normative2,normative2,Static protection system,4,Very important,0,20250817_193127,BIASED,BIAS_NUM_LOW,low,llm
BIAS_NUM_LOW_static_protection_system_llama_normative_00_20250817_193127,llama,llama_normative,normative,Static protection system,3,Important,0,20250817_193127,BIASED,BIAS_NUM_LOW,low,llm
BIAS_NUM_LOW_static_protection_system_llama_subject_matter2_00_20250817_193127,llama,llama_subject_matter2,subject_matter2,Static protection system,4,Very important,0,20250817_193127,BIASED,BIAS_NUM_LOW,low,llm
BIAS_NUM_LOW_static_protection_system_llama_subject_matter_00_20250817_193127,llama,llama_subject_matter,subject_matter,Static protection system,4,Very important,0,20250817_193127,BIASED,BIAS_NUM_LOW,low,llm
BIAS_NUM_LOW_static_protection_system_mistral_generalist2_00_20250817_193127,mistral,mistral_generalist2,generalist2,Static protection system,4,Very important,0,20250817_193127,BIASED,BIAS_NUM_LOW,low,llm
BIAS_NUM_LOW_static_protection_system_mistral_generalist_00_20250817_193127,mistral,mistral_generalist,generalist,Static protection system,4,Very important,0,20250817_193127,BIASED,BIAS_NUM_LOW,low,llm
BIAS_NUM_LOW_static_protection_system_mistral_normative2_00_20250817_193127,mistral,mistral_normative2,normative2,Static protection system,4,Very important,0,20250817_193127,BIASED,BIAS_NUM_LOW,low,llm
BIAS_NUM_LOW_static_protection_system_mistral_normative_00_20250817_193127,mistral,mistral_normative,normative,Static protection system,3,Important,0,20250817_193127,BIASED,BIAS_NUM_LOW,low,llm
BIAS_NUM_LOW_static_protection_system_mistral_subject_matter2_00_20250817_193127,mistral,mistral_subject_matter2,subject_matter2,Static protection system,4,Very important,0,20250817_193127,BIASED,BIAS_NUM_LOW,low,llm
BIAS_NUM_LOW_static_protection_system_mistral_subject_matter_00_20250817_193127,mistral,mistral_subject_matter,subject_matter,Static protection system,4,Very important,0,20250817_193127,BIASED,BIAS_NUM_LOW,low,llm
