row_id,variant_id,base_model,model,rating,label,condition,anchor_type,anchor_level,iteration
gemma3_normative_24_20260630_170843,gemma3_normative,gemma3,normative,3,Feasible,context,,,24
gemma3_subject-matter_24_20260630_170843,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,24
phi4_generalist_24_20260630_170843,phi4_generalist,phi4,generalist,3,Feasible,context,,,24
phi4_normative_24_20260630_170843,phi4_normative,phi4,normative,3,Feasible,context,,,24
phi4_subject-matter_24_20260630_170843,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,24
llama_generalist_25_20260630_171042,llama_generalist,llama,generalist,2,Somewhat feasible,context,,,25
llama_normative_25_20260630_171042,llama_normative,llama,normative,3,Feasible,context,,,25
llama_subject-matter_25_20260630_171042,llama_subject-matter,llama,subject-matter,3,Feasible,context,,,25
mistral_generalist_25_20260630_171042,mistral_generalist,mistral,generalist,3,Feasible,context,,,25
mistral_normative_25_20260630_171042,mistral_normative,mistral,normative,3,Feasible,context,,,25
mistral_subject-matter_25_20260630_171042,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,25
gemma3_generalist_25_20260630_171042,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,25
gemma3_normative_25_20260630_171042,gemma3_normative,gemma3,normative,3,Feasible,context,,,25
gemma3_subject-matter_25_20260630_171042,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,25
phi4_generalist_25_20260630_171042,phi4_generalist,phi4,generalist,3,Feasible,context,,,25
phi4_normative_25_20260630_171042,phi4_normative,phi4,normative,3,Feasible,context,,,25
phi4_subject-matter_25_20260630_171042,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,25
llama_generalist_26_20260630_171229,llama_generalist,llama,generalist,4,Very feasible,context,,,26
llama_normative_26_20260630_171229,llama_normative,llama,normative,3,Feasible,context,,,26
llama_subject-matter_26_20260630_171229,llama_subject-matter,llama,subject-matter,3,Feasible,context,,,26
mistral_generalist_26_20260630_171229,mistral_generalist,mistral,generalist,3,Feasible,context,,,26
mistral_normative_26_20260630_171229,mistral_normative,mistral,normative,3,Feasible,context,,,26
mistral_subject-matter_26_20260630_171229,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,26
gemma3_generalist_26_20260630_171229,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,26
gemma3_normative_26_20260630_171229,gemma3_normative,gemma3,normative,3,Feasible,context,,,26
gemma3_subject-matter_26_20260630_171229,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,26
phi4_generalist_26_20260630_171229,phi4_generalist,phi4,generalist,3,Feasible,context,,,26
phi4_normative_26_20260630_171229,phi4_normative,phi4,normative,3,Feasible,context,,,26
phi4_subject-matter_26_20260630_171229,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,26
llama_generalist_27_20260630_171430,llama_generalist,llama,generalist,1,Not feasible,context,,,27
llama_normative_27_20260630_171430,llama_normative,llama,normative,3,Feasible,context,,,27
llama_subject-matter_27_20260630_171430,llama_subject-matter,llama,subject-matter,4,Very feasible,context,,,27
mistral_generalist_27_20260630_171430,mistral_generalist,mistral,generalist,3,Feasible,context,,,27
mistral_normative_27_20260630_171430,mistral_normative,mistral,normative,3,Feasible,context,,,27
mistral_subject-matter_27_20260630_171430,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,27
gemma3_generalist_27_20260630_171430,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,27
gemma3_normative_27_20260630_171430,gemma3_normative,gemma3,normative,3,Feasible,context,,,27
gemma3_subject-matter_27_20260630_171430,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,27
phi4_generalist_27_20260630_171430,phi4_generalist,phi4,generalist,3,Feasible,context,,,27
phi4_normative_27_20260630_171430,phi4_normative,phi4,normative,3,Feasible,context,,,27
phi4_subject-matter_27_20260630_171430,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,27
llama_generalist_28_20260630_171613,llama_generalist,llama,generalist,3,Feasible,context,,,28
llama_normative_28_20260630_171613,llama_normative,llama,normative,4,Very feasible,context,,,28
llama_subject-matter_28_20260630_171613,llama_subject-matter,llama,subject-matter,4,Very feasible,context,,,28
mistral_generalist_28_20260630_171613,mistral_generalist,mistral,generalist,3,Feasible,context,,,28
mistral_normative_28_20260630_171613,mistral_normative,mistral,normative,3,Feasible,context,,,28
mistral_subject-matter_28_20260630_171613,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,28
gemma3_generalist_28_20260630_171613,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,28
gemma3_normative_28_20260630_171613,gemma3_normative,gemma3,normative,3,Feasible,context,,,28
gemma3_subject-matter_28_20260630_171613,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,28
phi4_generalist_28_20260630_171613,phi4_generalist,phi4,generalist,3,Feasible,context,,,28
phi4_normative_28_20260630_171613,phi4_normative,phi4,normative,3,Feasible,context,,,28
phi4_subject-matter_28_20260630_171613,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,28
llama_generalist_29_20260630_171752,llama_generalist,llama,generalist,3,Feasible,context,,,29
llama_normative_29_20260630_171752,llama_normative,llama,normative,4,Very feasible,context,,,29
llama_subject-matter_29_20260630_171752,llama_subject-matter,llama,subject-matter,3,Feasible,context,,,29
mistral_generalist_29_20260630_171752,mistral_generalist,mistral,generalist,3,Feasible,context,,,29
mistral_normative_29_20260630_171752,mistral_normative,mistral,normative,3,Feasible,context,,,29
mistral_subject-matter_29_20260630_171752,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,29
gemma3_generalist_29_20260630_171752,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,29
gemma3_normative_29_20260630_171752,gemma3_normative,gemma3,normative,3,Feasible,context,,,29
gemma3_subject-matter_29_20260630_171752,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,29
phi4_generalist_29_20260630_171752,phi4_generalist,phi4,generalist,3,Feasible,context,,,29
phi4_normative_29_20260630_171752,phi4_normative,phi4,normative,3,Feasible,context,,,29
phi4_subject-matter_29_20260630_171752,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,29
llama_generalist_30_20260630_171939,llama_generalist,llama,generalist,3,Feasible,context,,,30
llama_normative_30_20260630_171939,llama_normative,llama,normative,3,Feasible,context,,,30
llama_subject-matter_30_20260630_171939,llama_subject-matter,llama,subject-matter,3,Feasible,context,,,30
mistral_generalist_30_20260630_171939,mistral_generalist,mistral,generalist,3,Feasible,context,,,30
mistral_normative_30_20260630_171939,mistral_normative,mistral,normative,3,Feasible,context,,,30
mistral_subject-matter_30_20260630_171939,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,30
gemma3_generalist_30_20260630_171939,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,30
gemma3_normative_30_20260630_171939,gemma3_normative,gemma3,normative,3,Feasible,context,,,30
gemma3_subject-matter_30_20260630_171939,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,30
phi4_generalist_30_20260630_171939,phi4_generalist,phi4,generalist,3,Feasible,context,,,30
phi4_normative_30_20260630_171939,phi4_normative,phi4,normative,3,Feasible,context,,,30
phi4_subject-matter_30_20260630_171939,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,30
llama_generalist_31_20260630_172130,llama_generalist,llama,generalist,4,Very feasible,context,,,31
llama_normative_31_20260630_172130,llama_normative,llama,normative,3,Feasible,context,,,31
llama_subject-matter_31_20260630_172130,llama_subject-matter,llama,subject-matter,3,Feasible,context,,,31
mistral_generalist_31_20260630_172130,mistral_generalist,mistral,generalist,3,Feasible,context,,,31
mistral_normative_31_20260630_172130,mistral_normative,mistral,normative,3,Feasible,context,,,31
mistral_subject-matter_31_20260630_172130,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,31
gemma3_generalist_31_20260630_172130,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,31
gemma3_normative_31_20260630_172130,gemma3_normative,gemma3,normative,3,Feasible,context,,,31
gemma3_subject-matter_31_20260630_172130,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,31
phi4_generalist_31_20260630_172130,phi4_generalist,phi4,generalist,3,Feasible,context,,,31
phi4_normative_31_20260630_172130,phi4_normative,phi4,normative,3,Feasible,context,,,31
phi4_subject-matter_31_20260630_172130,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,31
llama_generalist_32_20260630_172323,llama_generalist,llama,generalist,3,Feasible,context,,,32
llama_normative_32_20260630_172323,llama_normative,llama,normative,3,Feasible,context,,,32
llama_subject-matter_32_20260630_172323,llama_subject-matter,llama,subject-matter,3,Feasible,context,,,32
mistral_generalist_32_20260630_172323,mistral_generalist,mistral,generalist,3,Feasible,context,,,32
mistral_normative_32_20260630_172323,mistral_normative,mistral,normative,3,Feasible,context,,,32
mistral_subject-matter_32_20260630_172323,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,32
gemma3_generalist_32_20260630_172323,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,32
gemma3_normative_32_20260630_172323,gemma3_normative,gemma3,normative,3,Feasible,context,,,32
gemma3_subject-matter_32_20260630_172323,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,32
phi4_generalist_32_20260630_172323,phi4_generalist,phi4,generalist,3,Feasible,context,,,32
phi4_normative_32_20260630_172323,phi4_normative,phi4,normative,3,Feasible,context,,,32
phi4_subject-matter_32_20260630_172323,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,32
llama_generalist_33_20260630_172516,llama_generalist,llama,generalist,3,Feasible,context,,,33
llama_normative_33_20260630_172516,llama_normative,llama,normative,3,Feasible,context,,,33
llama_subject-matter_33_20260630_172516,llama_subject-matter,llama,subject-matter,3,Feasible,context,,,33
mistral_generalist_33_20260630_172516,mistral_generalist,mistral,generalist,3,Feasible,context,,,33
mistral_normative_33_20260630_172516,mistral_normative,mistral,normative,3,Feasible,context,,,33
mistral_subject-matter_33_20260630_172516,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,33
gemma3_generalist_33_20260630_172516,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,33
gemma3_normative_33_20260630_172516,gemma3_normative,gemma3,normative,3,Feasible,context,,,33
gemma3_subject-matter_33_20260630_172516,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,33
phi4_generalist_33_20260630_172516,phi4_generalist,phi4,generalist,3,Feasible,context,,,33
phi4_normative_33_20260630_172516,phi4_normative,phi4,normative,3,Feasible,context,,,33
phi4_subject-matter_33_20260630_172516,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,33
llama_generalist_34_20260630_172704,llama_generalist,llama,generalist,4,Very feasible,context,,,34
llama_normative_34_20260630_172704,llama_normative,llama,normative,4,Very feasible,context,,,34
llama_subject-matter_34_20260630_172704,llama_subject-matter,llama,subject-matter,3,Feasible,context,,,34
mistral_generalist_34_20260630_172704,mistral_generalist,mistral,generalist,3,Feasible,context,,,34
mistral_normative_34_20260630_172704,mistral_normative,mistral,normative,3,Feasible,context,,,34
mistral_subject-matter_34_20260630_172704,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,34
gemma3_generalist_34_20260630_172704,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,34
gemma3_normative_34_20260630_172704,gemma3_normative,gemma3,normative,3,Feasible,context,,,34
gemma3_subject-matter_34_20260630_172704,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,34
phi4_generalist_34_20260630_172704,phi4_generalist,phi4,generalist,3,Feasible,context,,,34
phi4_normative_34_20260630_172704,phi4_normative,phi4,normative,3,Feasible,context,,,34
phi4_subject-matter_34_20260630_172704,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,34
llama_generalist_35_20260630_172845,llama_generalist,llama,generalist,3,Feasible,context,,,35
llama_normative_35_20260630_172845,llama_normative,llama,normative,4,Very feasible,context,,,35
llama_subject-matter_35_20260630_172845,llama_subject-matter,llama,subject-matter,4,Very feasible,context,,,35
mistral_generalist_35_20260630_172845,mistral_generalist,mistral,generalist,3,Feasible,context,,,35
mistral_normative_35_20260630_172845,mistral_normative,mistral,normative,3,Feasible,context,,,35
mistral_subject-matter_35_20260630_172845,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,35
gemma3_generalist_35_20260630_172845,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,35
gemma3_normative_35_20260630_172845,gemma3_normative,gemma3,normative,3,Feasible,context,,,35
gemma3_subject-matter_35_20260630_172845,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,35
phi4_generalist_35_20260630_172845,phi4_generalist,phi4,generalist,3,Feasible,context,,,35
phi4_normative_35_20260630_172845,phi4_normative,phi4,normative,3,Feasible,context,,,35
phi4_subject-matter_35_20260630_172845,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,35
llama_generalist_36_20260630_173032,llama_generalist,llama,generalist,3,Feasible,context,,,36
llama_normative_36_20260630_173032,llama_normative,llama,normative,3,Feasible,context,,,36
llama_subject-matter_36_20260630_173032,llama_subject-matter,llama,subject-matter,4,Very feasible,context,,,36
mistral_generalist_36_20260630_173032,mistral_generalist,mistral,generalist,3,Feasible,context,,,36
mistral_normative_36_20260630_173032,mistral_normative,mistral,normative,3,Feasible,context,,,36
mistral_subject-matter_36_20260630_173032,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,36
gemma3_generalist_36_20260630_173032,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,36
gemma3_normative_36_20260630_173032,gemma3_normative,gemma3,normative,3,Feasible,context,,,36
gemma3_subject-matter_36_20260630_173032,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,36
phi4_generalist_36_20260630_173032,phi4_generalist,phi4,generalist,3,Feasible,context,,,36
phi4_normative_36_20260630_173032,phi4_normative,phi4,normative,3,Feasible,context,,,36
phi4_subject-matter_36_20260630_173032,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,36
llama_generalist_37_20260630_173233,llama_generalist,llama,generalist,3,Feasible,context,,,37
llama_normative_37_20260630_173233,llama_normative,llama,normative,4,Very feasible,context,,,37
llama_subject-matter_37_20260630_173233,llama_subject-matter,llama,subject-matter,4,Very feasible,context,,,37
mistral_generalist_37_20260630_173233,mistral_generalist,mistral,generalist,3,Feasible,context,,,37
mistral_normative_37_20260630_173233,mistral_normative,mistral,normative,3,Feasible,context,,,37
mistral_subject-matter_37_20260630_173233,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,37
gemma3_generalist_37_20260630_173233,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,37
gemma3_normative_37_20260630_173233,gemma3_normative,gemma3,normative,3,Feasible,context,,,37
gemma3_subject-matter_37_20260630_173233,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,37
phi4_generalist_37_20260630_173233,phi4_generalist,phi4,generalist,3,Feasible,context,,,37
phi4_normative_37_20260630_173233,phi4_normative,phi4,normative,3,Feasible,context,,,37
phi4_subject-matter_37_20260630_173233,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,37
llama_generalist_38_20260630_173416,llama_generalist,llama,generalist,3,Feasible,context,,,38
llama_normative_38_20260630_173416,llama_normative,llama,normative,3,Feasible,context,,,38
llama_subject-matter_38_20260630_173416,llama_subject-matter,llama,subject-matter,3,Feasible,context,,,38
mistral_generalist_38_20260630_173416,mistral_generalist,mistral,generalist,3,Feasible,context,,,38
mistral_normative_38_20260630_173416,mistral_normative,mistral,normative,3,Feasible,context,,,38
mistral_subject-matter_38_20260630_173416,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,38
gemma3_generalist_38_20260630_173416,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,38
gemma3_normative_38_20260630_173416,gemma3_normative,gemma3,normative,3,Feasible,context,,,38
gemma3_subject-matter_38_20260630_173416,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,38
phi4_generalist_38_20260630_173416,phi4_generalist,phi4,generalist,3,Feasible,context,,,38
phi4_normative_38_20260630_173416,phi4_normative,phi4,normative,3,Feasible,context,,,38
phi4_subject-matter_38_20260630_173416,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,38
llama_generalist_39_20260630_173622,llama_generalist,llama,generalist,3,Feasible,context,,,39
llama_normative_39_20260630_173622,llama_normative,llama,normative,3,Feasible,context,,,39
llama_subject-matter_39_20260630_173622,llama_subject-matter,llama,subject-matter,4,Very feasible,context,,,39
mistral_generalist_39_20260630_173622,mistral_generalist,mistral,generalist,3,Feasible,context,,,39
mistral_normative_39_20260630_173622,mistral_normative,mistral,normative,3,Feasible,context,,,39
mistral_subject-matter_39_20260630_173622,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,39
gemma3_generalist_39_20260630_173622,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,39
gemma3_normative_39_20260630_173622,gemma3_normative,gemma3,normative,3,Feasible,context,,,39
gemma3_subject-matter_39_20260630_173622,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,39
phi4_generalist_39_20260630_173622,phi4_generalist,phi4,generalist,3,Feasible,context,,,39
phi4_normative_39_20260630_173622,phi4_normative,phi4,normative,3,Feasible,context,,,39
phi4_subject-matter_39_20260630_173622,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,39
llama_generalist_40_20260630_173814,llama_generalist,llama,generalist,4,Very feasible,context,,,40
llama_normative_40_20260630_173814,llama_normative,llama,normative,4,Very feasible,context,,,40
llama_subject-matter_40_20260630_173814,llama_subject-matter,llama,subject-matter,3,Feasible,context,,,40
mistral_generalist_40_20260630_173814,mistral_generalist,mistral,generalist,3,Feasible,context,,,40
mistral_normative_40_20260630_173814,mistral_normative,mistral,normative,3,Feasible,context,,,40
mistral_subject-matter_40_20260630_173814,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,40
gemma3_generalist_40_20260630_173814,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,40
gemma3_normative_40_20260630_173814,gemma3_normative,gemma3,normative,3,Feasible,context,,,40
gemma3_subject-matter_40_20260630_173814,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,40
phi4_generalist_40_20260630_173814,phi4_generalist,phi4,generalist,3,Feasible,context,,,40
phi4_normative_40_20260630_173814,phi4_normative,phi4,normative,3,Feasible,context,,,40
phi4_subject-matter_40_20260630_173814,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,40
llama_generalist_41_20260630_174023,llama_generalist,llama,generalist,3,Feasible,context,,,41
llama_normative_41_20260630_174023,llama_normative,llama,normative,3,Feasible,context,,,41
llama_subject-matter_41_20260630_174023,llama_subject-matter,llama,subject-matter,3,Feasible,context,,,41
mistral_generalist_41_20260630_174023,mistral_generalist,mistral,generalist,3,Feasible,context,,,41
mistral_normative_41_20260630_174023,mistral_normative,mistral,normative,3,Feasible,context,,,41
mistral_subject-matter_41_20260630_174023,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,41
gemma3_generalist_41_20260630_174023,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,41
gemma3_normative_41_20260630_174023,gemma3_normative,gemma3,normative,3,Feasible,context,,,41
gemma3_subject-matter_41_20260630_174023,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,41
phi4_generalist_41_20260630_174023,phi4_generalist,phi4,generalist,3,Feasible,context,,,41
phi4_normative_41_20260630_174023,phi4_normative,phi4,normative,3,Feasible,context,,,41
phi4_subject-matter_41_20260630_174023,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,41
llama_generalist_42_20260630_174215,llama_generalist,llama,generalist,3,Feasible,context,,,42
llama_normative_42_20260630_174215,llama_normative,llama,normative,4,Very feasible,context,,,42
llama_subject-matter_42_20260630_174215,llama_subject-matter,llama,subject-matter,3,Feasible,context,,,42
mistral_generalist_42_20260630_174215,mistral_generalist,mistral,generalist,3,Feasible,context,,,42
mistral_normative_42_20260630_174215,mistral_normative,mistral,normative,3,Feasible,context,,,42
mistral_subject-matter_42_20260630_174215,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,42
gemma3_generalist_42_20260630_174215,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,42
gemma3_normative_42_20260630_174215,gemma3_normative,gemma3,normative,3,Feasible,context,,,42
gemma3_subject-matter_42_20260630_174215,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,42
phi4_generalist_42_20260630_174215,phi4_generalist,phi4,generalist,3,Feasible,context,,,42
phi4_normative_42_20260630_174215,phi4_normative,phi4,normative,3,Feasible,context,,,42
phi4_subject-matter_42_20260630_174215,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,42
llama_generalist_43_20260630_174405,llama_generalist,llama,generalist,3,Feasible,context,,,43
llama_normative_43_20260630_174405,llama_normative,llama,normative,3,Feasible,context,,,43
llama_subject-matter_43_20260630_174405,llama_subject-matter,llama,subject-matter,2,Somewhat feasible,context,,,43
mistral_generalist_43_20260630_174405,mistral_generalist,mistral,generalist,3,Feasible,context,,,43
mistral_normative_43_20260630_174405,mistral_normative,mistral,normative,3,Feasible,context,,,43
mistral_subject-matter_43_20260630_174405,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,43
gemma3_generalist_43_20260630_174405,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,43
gemma3_normative_43_20260630_174405,gemma3_normative,gemma3,normative,3,Feasible,context,,,43
gemma3_subject-matter_43_20260630_174405,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,43
phi4_generalist_43_20260630_174405,phi4_generalist,phi4,generalist,3,Feasible,context,,,43
phi4_normative_43_20260630_174405,phi4_normative,phi4,normative,3,Feasible,context,,,43
phi4_subject-matter_43_20260630_174405,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,43
llama_generalist_44_20260630_174617,llama_generalist,llama,generalist,3,Feasible,context,,,44
llama_normative_44_20260630_174617,llama_normative,llama,normative,3,Feasible,context,,,44
llama_subject-matter_44_20260630_174617,llama_subject-matter,llama,subject-matter,3,Feasible,context,,,44
mistral_generalist_44_20260630_174617,mistral_generalist,mistral,generalist,3,Feasible,context,,,44
mistral_normative_44_20260630_174617,mistral_normative,mistral,normative,3,Feasible,context,,,44
mistral_subject-matter_44_20260630_174617,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,44
gemma3_generalist_44_20260630_174617,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,44
gemma3_normative_44_20260630_174617,gemma3_normative,gemma3,normative,3,Feasible,context,,,44
gemma3_subject-matter_44_20260630_174617,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,44
phi4_generalist_44_20260630_174617,phi4_generalist,phi4,generalist,3,Feasible,context,,,44
phi4_normative_44_20260630_174617,phi4_normative,phi4,normative,3,Feasible,context,,,44
phi4_subject-matter_44_20260630_174617,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,44
llama_generalist_45_20260630_174803,llama_generalist,llama,generalist,3,Feasible,context,,,45
llama_normative_45_20260630_174803,llama_normative,llama,normative,3,Feasible,context,,,45
llama_subject-matter_45_20260630_174803,llama_subject-matter,llama,subject-matter,3,Feasible,context,,,45
mistral_generalist_45_20260630_174803,mistral_generalist,mistral,generalist,3,Feasible,context,,,45
mistral_normative_45_20260630_174803,mistral_normative,mistral,normative,3,Feasible,context,,,45
mistral_subject-matter_45_20260630_174803,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,45
gemma3_generalist_45_20260630_174803,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,45
gemma3_normative_45_20260630_174803,gemma3_normative,gemma3,normative,3,Feasible,context,,,45
gemma3_subject-matter_45_20260630_174803,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,45
phi4_generalist_45_20260630_174803,phi4_generalist,phi4,generalist,3,Feasible,context,,,45
phi4_normative_45_20260630_174803,phi4_normative,phi4,normative,3,Feasible,context,,,45
phi4_subject-matter_45_20260630_174803,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,45
llama_generalist_46_20260630_175030,llama_generalist,llama,generalist,3,Feasible,context,,,46
llama_normative_46_20260630_175030,llama_normative,llama,normative,3,Feasible,context,,,46
llama_subject-matter_46_20260630_175030,llama_subject-matter,llama,subject-matter,3,Feasible,context,,,46
mistral_generalist_46_20260630_175030,mistral_generalist,mistral,generalist,3,Feasible,context,,,46
mistral_normative_46_20260630_175030,mistral_normative,mistral,normative,3,Feasible,context,,,46
mistral_subject-matter_46_20260630_175030,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,46
gemma3_generalist_46_20260630_175030,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,46
gemma3_normative_46_20260630_175030,gemma3_normative,gemma3,normative,3,Feasible,context,,,46
gemma3_subject-matter_46_20260630_175030,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,46
phi4_generalist_46_20260630_175030,phi4_generalist,phi4,generalist,3,Feasible,context,,,46
phi4_normative_46_20260630_175030,phi4_normative,phi4,normative,3,Feasible,context,,,46
phi4_subject-matter_46_20260630_175030,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,46
llama_generalist_47_20260630_175224,llama_generalist,llama,generalist,2,Somewhat feasible,context,,,47
llama_normative_47_20260630_175224,llama_normative,llama,normative,3,Feasible,context,,,47
llama_subject-matter_47_20260630_175224,llama_subject-matter,llama,subject-matter,4,Very feasible,context,,,47
mistral_generalist_47_20260630_175224,mistral_generalist,mistral,generalist,3,Feasible,context,,,47
mistral_normative_47_20260630_175224,mistral_normative,mistral,normative,3,Feasible,context,,,47
mistral_subject-matter_47_20260630_175224,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,47
gemma3_generalist_47_20260630_175224,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,47
gemma3_normative_47_20260630_175224,gemma3_normative,gemma3,normative,3,Feasible,context,,,47
gemma3_subject-matter_47_20260630_175224,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,47
phi4_generalist_47_20260630_175224,phi4_generalist,phi4,generalist,3,Feasible,context,,,47
phi4_normative_47_20260630_175224,phi4_normative,phi4,normative,3,Feasible,context,,,47
phi4_subject-matter_47_20260630_175224,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,47
llama_generalist_48_20260630_175413,llama_generalist,llama,generalist,4,Very feasible,context,,,48
llama_normative_48_20260630_175413,llama_normative,llama,normative,3,Feasible,context,,,48
llama_subject-matter_48_20260630_175413,llama_subject-matter,llama,subject-matter,4,Very feasible,context,,,48
mistral_generalist_48_20260630_175413,mistral_generalist,mistral,generalist,3,Feasible,context,,,48
mistral_normative_48_20260630_175413,mistral_normative,mistral,normative,3,Feasible,context,,,48
mistral_subject-matter_48_20260630_175413,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,48
gemma3_generalist_48_20260630_175413,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,48
gemma3_normative_48_20260630_175413,gemma3_normative,gemma3,normative,3,Feasible,context,,,48
gemma3_subject-matter_48_20260630_175413,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,48
phi4_generalist_48_20260630_175413,phi4_generalist,phi4,generalist,3,Feasible,context,,,48
phi4_normative_48_20260630_175413,phi4_normative,phi4,normative,3,Feasible,context,,,48
phi4_subject-matter_48_20260630_175413,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,48
llama_generalist_49_20260630_175624,llama_generalist,llama,generalist,4,Very feasible,context,,,49
llama_normative_49_20260630_175624,llama_normative,llama,normative,2,Somewhat feasible,context,,,49
llama_subject-matter_49_20260630_175624,llama_subject-matter,llama,subject-matter,1,Not feasible,context,,,49
