row_id,variant_id,base_model,model,rating,label,iteration,timestamp
phi4_generalist_45_20250801_121031,phi4_generalist,phi4,generalist,3,Feasible,45,20250801_121031
phi4_generalist2_45_20250801_121031,phi4_generalist2,phi4,generalist2,3,Feasible,45,20250801_121031
phi4_normative_45_20250801_121031,phi4_normative,phi4,normative,3,Feasible,45,20250801_121031
phi4_normative2_45_20250801_121031,phi4_normative2,phi4,normative2,3,Feasible,45,20250801_121031
phi4_subject_matter_45_20250801_121031,phi4_subject_matter,phi4,subject_matter,3,Feasible,45,20250801_121031
phi4_subject_matter2_45_20250801_121031,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,45,20250801_121031
phi4_generalist_46_20250801_121434,phi4_generalist,phi4,generalist,3,Feasible,46,20250801_121434
phi4_generalist2_46_20250801_121434,phi4_generalist2,phi4,generalist2,3,Feasible,46,20250801_121434
phi4_normative_46_20250801_121434,phi4_normative,phi4,normative,3,Feasible,46,20250801_121434
phi4_normative2_46_20250801_121434,phi4_normative2,phi4,normative2,3,Feasible,46,20250801_121434
phi4_subject_matter_46_20250801_121434,phi4_subject_matter,phi4,subject_matter,3,Feasible,46,20250801_121434
phi4_subject_matter2_46_20250801_121434,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,46,20250801_121434
phi4_generalist_47_20250801_121718,phi4_generalist,phi4,generalist,3,Feasible,47,20250801_121718
phi4_generalist2_47_20250801_121718,phi4_generalist2,phi4,generalist2,3,Feasible,47,20250801_121718
phi4_normative_47_20250801_121718,phi4_normative,phi4,normative,3,Feasible,47,20250801_121718
phi4_normative2_47_20250801_121718,phi4_normative2,phi4,normative2,3,Feasible,47,20250801_121718
phi4_subject_matter_47_20250801_121718,phi4_subject_matter,phi4,subject_matter,3,Feasible,47,20250801_121718
phi4_subject_matter2_47_20250801_121718,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,47,20250801_121718
phi4_generalist_48_20250801_122525,phi4_generalist,phi4,generalist,3,Feasible,48,20250801_122525
phi4_generalist2_48_20250801_122525,phi4_generalist2,phi4,generalist2,3,Feasible,48,20250801_122525
phi4_normative_48_20250801_122525,phi4_normative,phi4,normative,3,Feasible,48,20250801_122525
phi4_normative2_48_20250801_122525,phi4_normative2,phi4,normative2,3,Feasible,48,20250801_122525
phi4_subject_matter_48_20250801_122525,phi4_subject_matter,phi4,subject_matter,3,Feasible,48,20250801_122525
phi4_subject_matter2_48_20250801_122525,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,48,20250801_122525
phi4_generalist_49_20250801_122818,phi4_generalist,phi4,generalist,3,Feasible,49,20250801_122818
phi4_generalist2_49_20250801_122818,phi4_generalist2,phi4,generalist2,3,Feasible,49,20250801_122818
phi4_normative_49_20250801_122818,phi4_normative,phi4,normative,3,Feasible,49,20250801_122818
phi4_normative2_49_20250801_122818,phi4_normative2,phi4,normative2,3,Feasible,49,20250801_122818
phi4_subject_matter_49_20250801_122818,phi4_subject_matter,phi4,subject_matter,3,Feasible,49,20250801_122818
phi4_subject_matter2_49_20250801_122818,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,49,20250801_122818
llama_generalist_00_20250805_205427,llama_generalist,llama,generalist,3,Feasible,0,20250805_205427
llama_generalist2_00_20250805_205427,llama_generalist2,llama,generalist2,3,Feasible,0,20250805_205427
llama_normative_00_20250805_205427,llama_normative,llama,normative,3,Feasible,0,20250805_205427
llama_normative2_00_20250805_205427,llama_normative2,llama,normative2,3,Feasible,0,20250805_205427
llama_subject_matter_00_20250805_205427,llama_subject_matter,llama,subject_matter,4,Very feasible,0,20250805_205427
llama_subject_matter2_00_20250805_205427,llama_subject_matter2,llama,subject_matter2,3,Feasible,0,20250805_205427
mistral_generalist_00_20250805_205427,mistral_generalist,mistral,generalist,3,Feasible,0,20250805_205427
mistral_generalist2_00_20250805_205427,mistral_generalist2,mistral,generalist2,3,Feasible,0,20250805_205427
mistral_normative_00_20250805_205427,mistral_normative,mistral,normative,3,Feasible,0,20250805_205427
mistral_normative2_00_20250805_205427,mistral_normative2,mistral,normative2,3,Feasible,0,20250805_205427
mistral_subject_matter_00_20250805_205427,mistral_subject_matter,mistral,subject_matter,3,Feasible,0,20250805_205427
mistral_subject_matter2_00_20250805_205427,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,0,20250805_205427
gemma3_generalist_00_20250805_205427,gemma3_generalist,gemma3,generalist,3,Feasible,0,20250805_205427
gemma3_generalist2_00_20250805_205427,gemma3_generalist2,gemma3,generalist2,3,Feasible,0,20250805_205427
gemma3_normative_00_20250805_205427,gemma3_normative,gemma3,normative,3,Feasible,0,20250805_205427
gemma3_normative2_00_20250805_205427,gemma3_normative2,gemma3,normative2,3,Feasible,0,20250805_205427
gemma3_subject_matter_00_20250805_205427,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,0,20250805_205427
gemma3_subject_matter2_00_20250805_205427,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,0,20250805_205427
llama_generalist_01_20250805_223907,llama_generalist,llama,generalist,2,Somewhat feasible,1,20250805_223907
llama_generalist2_01_20250805_223907,llama_generalist2,llama,generalist2,3,Feasible,1,20250805_223907
llama_normative_01_20250805_223907,llama_normative,llama,normative,4,Very feasible,1,20250805_223907
llama_normative2_01_20250805_223907,llama_normative2,llama,normative2,4,Very feasible,1,20250805_223907
llama_subject_matter_01_20250805_223907,llama_subject_matter,llama,subject_matter,4,Very feasible,1,20250805_223907
llama_subject_matter2_01_20250805_223907,llama_subject_matter2,llama,subject_matter2,2,Somewhat feasible,1,20250805_223907
mistral_generalist_01_20250805_223907,mistral_generalist,mistral,generalist,3,Feasible,1,20250805_223907
mistral_generalist2_01_20250805_223907,mistral_generalist2,mistral,generalist2,3,Feasible,1,20250805_223907
mistral_normative_01_20250805_223907,mistral_normative,mistral,normative,3,Feasible,1,20250805_223907
mistral_normative2_01_20250805_223907,mistral_normative2,mistral,normative2,3,Feasible,1,20250805_223907
mistral_subject_matter_01_20250805_223907,mistral_subject_matter,mistral,subject_matter,3,Feasible,1,20250805_223907
mistral_subject_matter2_01_20250805_223907,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,1,20250805_223907
gemma3_generalist_01_20250805_223907,gemma3_generalist,gemma3,generalist,3,Feasible,1,20250805_223907
gemma3_generalist2_01_20250805_223907,gemma3_generalist2,gemma3,generalist2,3,Feasible,1,20250805_223907
gemma3_normative_01_20250805_223907,gemma3_normative,gemma3,normative,3,Feasible,1,20250805_223907
gemma3_normative2_01_20250805_223907,gemma3_normative2,gemma3,normative2,3,Feasible,1,20250805_223907
gemma3_subject_matter_01_20250805_223907,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,1,20250805_223907
gemma3_subject_matter2_01_20250805_223907,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,1,20250805_223907
llama_generalist_02_20250805_224048,llama_generalist,llama,generalist,2,Somewhat feasible,2,20250805_224048
llama_generalist2_02_20250805_224048,llama_generalist2,llama,generalist2,4,Very feasible,2,20250805_224048
llama_normative_02_20250805_224048,llama_normative,llama,normative,4,Very feasible,2,20250805_224048
llama_normative2_02_20250805_224048,llama_normative2,llama,normative2,3,Feasible,2,20250805_224048
llama_subject_matter_02_20250805_224048,llama_subject_matter,llama,subject_matter,3,Feasible,2,20250805_224048
llama_subject_matter2_02_20250805_224048,llama_subject_matter2,llama,subject_matter2,4,Very feasible,2,20250805_224048
mistral_generalist_02_20250805_224048,mistral_generalist,mistral,generalist,3,Feasible,2,20250805_224048
mistral_generalist2_02_20250805_224048,mistral_generalist2,mistral,generalist2,3,Feasible,2,20250805_224048
mistral_normative_02_20250805_224048,mistral_normative,mistral,normative,3,Feasible,2,20250805_224048
mistral_normative2_02_20250805_224048,mistral_normative2,mistral,normative2,3,Feasible,2,20250805_224048
mistral_subject_matter_02_20250805_224048,mistral_subject_matter,mistral,subject_matter,3,Feasible,2,20250805_224048
mistral_subject_matter2_02_20250805_224048,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,2,20250805_224048
gemma3_generalist_02_20250805_224048,gemma3_generalist,gemma3,generalist,3,Feasible,2,20250805_224048
gemma3_generalist2_02_20250805_224048,gemma3_generalist2,gemma3,generalist2,3,Feasible,2,20250805_224048
gemma3_normative_02_20250805_224048,gemma3_normative,gemma3,normative,3,Feasible,2,20250805_224048
gemma3_normative2_02_20250805_224048,gemma3_normative2,gemma3,normative2,3,Feasible,2,20250805_224048
gemma3_subject_matter_02_20250805_224048,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,2,20250805_224048
gemma3_subject_matter2_02_20250805_224048,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,2,20250805_224048
llama_generalist_03_20250805_224505,llama_generalist,llama,generalist,2,Somewhat feasible,3,20250805_224505
llama_generalist2_03_20250805_224505,llama_generalist2,llama,generalist2,3,Feasible,3,20250805_224505
llama_normative_03_20250805_224505,llama_normative,llama,normative,2,Somewhat feasible,3,20250805_224505
llama_normative2_03_20250805_224505,llama_normative2,llama,normative2,4,Very feasible,3,20250805_224505
llama_subject_matter_03_20250805_224505,llama_subject_matter,llama,subject_matter,3,Feasible,3,20250805_224505
llama_subject_matter2_03_20250805_224505,llama_subject_matter2,llama,subject_matter2,4,Very feasible,3,20250805_224505
mistral_generalist_03_20250805_224505,mistral_generalist,mistral,generalist,3,Feasible,3,20250805_224505
mistral_generalist2_03_20250805_224505,mistral_generalist2,mistral,generalist2,3,Feasible,3,20250805_224505
mistral_normative_03_20250805_224505,mistral_normative,mistral,normative,3,Feasible,3,20250805_224505
mistral_normative2_03_20250805_224505,mistral_normative2,mistral,normative2,3,Feasible,3,20250805_224505
mistral_subject_matter_03_20250805_224505,mistral_subject_matter,mistral,subject_matter,3,Feasible,3,20250805_224505
mistral_subject_matter2_03_20250805_224505,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,3,20250805_224505
gemma3_generalist_03_20250805_224505,gemma3_generalist,gemma3,generalist,3,Feasible,3,20250805_224505
gemma3_generalist2_03_20250805_224505,gemma3_generalist2,gemma3,generalist2,3,Feasible,3,20250805_224505
gemma3_normative_03_20250805_224505,gemma3_normative,gemma3,normative,3,Feasible,3,20250805_224505
gemma3_normative2_03_20250805_224505,gemma3_normative2,gemma3,normative2,3,Feasible,3,20250805_224505
gemma3_subject_matter_03_20250805_224505,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,3,20250805_224505
gemma3_subject_matter2_03_20250805_224505,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,3,20250805_224505
llama_generalist_04_20250805_224645,llama_generalist,llama,generalist,3,Feasible,4,20250805_224645
llama_generalist2_04_20250805_224645,llama_generalist2,llama,generalist2,3,Feasible,4,20250805_224645
llama_normative_04_20250805_224645,llama_normative,llama,normative,3,Feasible,4,20250805_224645
llama_normative2_04_20250805_224645,llama_normative2,llama,normative2,4,Very feasible,4,20250805_224645
llama_subject_matter_04_20250805_224645,llama_subject_matter,llama,subject_matter,3,Feasible,4,20250805_224645
llama_subject_matter2_04_20250805_224645,llama_subject_matter2,llama,subject_matter2,3,Feasible,4,20250805_224645
mistral_generalist_04_20250805_224645,mistral_generalist,mistral,generalist,3,Feasible,4,20250805_224645
mistral_generalist2_04_20250805_224645,mistral_generalist2,mistral,generalist2,3,Feasible,4,20250805_224645
mistral_normative_04_20250805_224645,mistral_normative,mistral,normative,3,Feasible,4,20250805_224645
mistral_normative2_04_20250805_224645,mistral_normative2,mistral,normative2,3,Feasible,4,20250805_224645
mistral_subject_matter_04_20250805_224645,mistral_subject_matter,mistral,subject_matter,3,Feasible,4,20250805_224645
mistral_subject_matter2_04_20250805_224645,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,4,20250805_224645
gemma3_generalist_04_20250805_224645,gemma3_generalist,gemma3,generalist,3,Feasible,4,20250805_224645
gemma3_generalist2_04_20250805_224645,gemma3_generalist2,gemma3,generalist2,3,Feasible,4,20250805_224645
gemma3_normative_04_20250805_224645,gemma3_normative,gemma3,normative,3,Feasible,4,20250805_224645
gemma3_normative2_04_20250805_224645,gemma3_normative2,gemma3,normative2,3,Feasible,4,20250805_224645
gemma3_subject_matter_04_20250805_224645,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,4,20250805_224645
gemma3_subject_matter2_04_20250805_224645,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,4,20250805_224645
llama_generalist_05_20250805_225517,llama_generalist,llama,generalist,3,Feasible,5,20250805_225517
llama_generalist2_05_20250805_225517,llama_generalist2,llama,generalist2,3,Feasible,5,20250805_225517
llama_normative_05_20250805_225517,llama_normative,llama,normative,3,Feasible,5,20250805_225517
llama_normative2_05_20250805_225517,llama_normative2,llama,normative2,3,Feasible,5,20250805_225517
llama_subject_matter_05_20250805_225517,llama_subject_matter,llama,subject_matter,4,Very feasible,5,20250805_225517
llama_subject_matter2_05_20250805_225517,llama_subject_matter2,llama,subject_matter2,3,Feasible,5,20250805_225517
mistral_generalist_05_20250805_225517,mistral_generalist,mistral,generalist,3,Feasible,5,20250805_225517
mistral_generalist2_05_20250805_225517,mistral_generalist2,mistral,generalist2,3,Feasible,5,20250805_225517
mistral_normative_05_20250805_225517,mistral_normative,mistral,normative,3,Feasible,5,20250805_225517
mistral_normative2_05_20250805_225517,mistral_normative2,mistral,normative2,3,Feasible,5,20250805_225517
mistral_subject_matter_05_20250805_225517,mistral_subject_matter,mistral,subject_matter,3,Feasible,5,20250805_225517
mistral_subject_matter2_05_20250805_225517,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,5,20250805_225517
gemma3_generalist_05_20250805_225517,gemma3_generalist,gemma3,generalist,3,Feasible,5,20250805_225517
gemma3_generalist2_05_20250805_225517,gemma3_generalist2,gemma3,generalist2,3,Feasible,5,20250805_225517
gemma3_normative_05_20250805_225517,gemma3_normative,gemma3,normative,3,Feasible,5,20250805_225517
gemma3_normative2_05_20250805_225517,gemma3_normative2,gemma3,normative2,3,Feasible,5,20250805_225517
gemma3_subject_matter_05_20250805_225517,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,5,20250805_225517
gemma3_subject_matter2_05_20250805_225517,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,5,20250805_225517
llama_generalist_06_20250805_230131,llama_generalist,llama,generalist,3,Feasible,6,20250805_230131
llama_generalist2_06_20250805_230131,llama_generalist2,llama,generalist2,3,Feasible,6,20250805_230131
llama_normative_06_20250805_230131,llama_normative,llama,normative,3,Feasible,6,20250805_230131
llama_normative2_06_20250805_230131,llama_normative2,llama,normative2,3,Feasible,6,20250805_230131
llama_subject_matter_06_20250805_230131,llama_subject_matter,llama,subject_matter,4,Very feasible,6,20250805_230131
llama_subject_matter2_06_20250805_230131,llama_subject_matter2,llama,subject_matter2,3,Feasible,6,20250805_230131
mistral_generalist_06_20250805_230131,mistral_generalist,mistral,generalist,3,Feasible,6,20250805_230131
mistral_generalist2_06_20250805_230131,mistral_generalist2,mistral,generalist2,3,Feasible,6,20250805_230131
mistral_normative_06_20250805_230131,mistral_normative,mistral,normative,3,Feasible,6,20250805_230131
mistral_normative2_06_20250805_230131,mistral_normative2,mistral,normative2,3,Feasible,6,20250805_230131
mistral_subject_matter_06_20250805_230131,mistral_subject_matter,mistral,subject_matter,3,Feasible,6,20250805_230131
mistral_subject_matter2_06_20250805_230131,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,6,20250805_230131
gemma3_generalist_06_20250805_230131,gemma3_generalist,gemma3,generalist,3,Feasible,6,20250805_230131
gemma3_generalist2_06_20250805_230131,gemma3_generalist2,gemma3,generalist2,3,Feasible,6,20250805_230131
gemma3_normative_06_20250805_230131,gemma3_normative,gemma3,normative,3,Feasible,6,20250805_230131
gemma3_normative2_06_20250805_230131,gemma3_normative2,gemma3,normative2,3,Feasible,6,20250805_230131
gemma3_subject_matter_06_20250805_230131,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,6,20250805_230131
gemma3_subject_matter2_06_20250805_230131,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,6,20250805_230131
llama_generalist_07_20250805_231530,llama_generalist,llama,generalist,3,Feasible,7,20250805_231530
llama_generalist2_07_20250805_231530,llama_generalist2,llama,generalist2,3,Feasible,7,20250805_231530
llama_normative_07_20250805_231530,llama_normative,llama,normative,3,Feasible,7,20250805_231530
llama_normative2_07_20250805_231530,llama_normative2,llama,normative2,3,Feasible,7,20250805_231530
llama_subject_matter_07_20250805_231530,llama_subject_matter,llama,subject_matter,3,Feasible,7,20250805_231530
llama_subject_matter2_07_20250805_231530,llama_subject_matter2,llama,subject_matter2,4,Very feasible,7,20250805_231530
mistral_generalist_07_20250805_231530,mistral_generalist,mistral,generalist,3,Feasible,7,20250805_231530
mistral_generalist2_07_20250805_231530,mistral_generalist2,mistral,generalist2,3,Feasible,7,20250805_231530
mistral_normative_07_20250805_231530,mistral_normative,mistral,normative,3,Feasible,7,20250805_231530
mistral_normative2_07_20250805_231530,mistral_normative2,mistral,normative2,3,Feasible,7,20250805_231530
mistral_subject_matter_07_20250805_231530,mistral_subject_matter,mistral,subject_matter,3,Feasible,7,20250805_231530
mistral_subject_matter2_07_20250805_231530,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,7,20250805_231530
gemma3_generalist_07_20250805_231530,gemma3_generalist,gemma3,generalist,3,Feasible,7,20250805_231530
gemma3_generalist2_07_20250805_231530,gemma3_generalist2,gemma3,generalist2,3,Feasible,7,20250805_231530
gemma3_normative_07_20250805_231530,gemma3_normative,gemma3,normative,3,Feasible,7,20250805_231530
gemma3_normative2_07_20250805_231530,gemma3_normative2,gemma3,normative2,3,Feasible,7,20250805_231530
gemma3_subject_matter_07_20250805_231530,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,7,20250805_231530
gemma3_subject_matter2_07_20250805_231530,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,7,20250805_231530
llama_generalist_08_20250805_232403,llama_generalist,llama,generalist,1,Not feasible,8,20250805_232403
llama_generalist2_08_20250805_232403,llama_generalist2,llama,generalist2,3,Feasible,8,20250805_232403
llama_normative_08_20250805_232403,llama_normative,llama,normative,4,Very feasible,8,20250805_232403
llama_normative2_08_20250805_232403,llama_normative2,llama,normative2,3,Feasible,8,20250805_232403
llama_subject_matter_08_20250805_232403,llama_subject_matter,llama,subject_matter,2,Somewhat feasible,8,20250805_232403
llama_subject_matter2_08_20250805_232403,llama_subject_matter2,llama,subject_matter2,4,Very feasible,8,20250805_232403
mistral_generalist_08_20250805_232403,mistral_generalist,mistral,generalist,3,Feasible,8,20250805_232403
mistral_generalist2_08_20250805_232403,mistral_generalist2,mistral,generalist2,3,Feasible,8,20250805_232403
mistral_normative_08_20250805_232403,mistral_normative,mistral,normative,3,Feasible,8,20250805_232403
mistral_normative2_08_20250805_232403,mistral_normative2,mistral,normative2,3,Feasible,8,20250805_232403
mistral_subject_matter_08_20250805_232403,mistral_subject_matter,mistral,subject_matter,3,Feasible,8,20250805_232403
mistral_subject_matter2_08_20250805_232403,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,8,20250805_232403
gemma3_generalist_08_20250805_232403,gemma3_generalist,gemma3,generalist,3,Feasible,8,20250805_232403
gemma3_generalist2_08_20250805_232403,gemma3_generalist2,gemma3,generalist2,3,Feasible,8,20250805_232403
gemma3_normative_08_20250805_232403,gemma3_normative,gemma3,normative,3,Feasible,8,20250805_232403
gemma3_normative2_08_20250805_232403,gemma3_normative2,gemma3,normative2,3,Feasible,8,20250805_232403
gemma3_subject_matter_08_20250805_232403,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,8,20250805_232403
gemma3_subject_matter2_08_20250805_232403,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,8,20250805_232403
llama_generalist_09_20250805_234236,llama_generalist,llama,generalist,3,Feasible,9,20250805_234236
llama_generalist2_09_20250805_234236,llama_generalist2,llama,generalist2,3,Feasible,9,20250805_234236
llama_normative_09_20250805_234236,llama_normative,llama,normative,3,Feasible,9,20250805_234236
llama_normative2_09_20250805_234236,llama_normative2,llama,normative2,3,Feasible,9,20250805_234236
llama_subject_matter_09_20250805_234236,llama_subject_matter,llama,subject_matter,3,Feasible,9,20250805_234236
llama_subject_matter2_09_20250805_234236,llama_subject_matter2,llama,subject_matter2,3,Feasible,9,20250805_234236
mistral_generalist_09_20250805_234236,mistral_generalist,mistral,generalist,3,Feasible,9,20250805_234236
mistral_generalist2_09_20250805_234236,mistral_generalist2,mistral,generalist2,3,Feasible,9,20250805_234236
mistral_normative_09_20250805_234236,mistral_normative,mistral,normative,3,Feasible,9,20250805_234236
mistral_normative2_09_20250805_234236,mistral_normative2,mistral,normative2,3,Feasible,9,20250805_234236
mistral_subject_matter_09_20250805_234236,mistral_subject_matter,mistral,subject_matter,3,Feasible,9,20250805_234236
mistral_subject_matter2_09_20250805_234236,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,9,20250805_234236
gemma3_generalist_09_20250805_234236,gemma3_generalist,gemma3,generalist,3,Feasible,9,20250805_234236
gemma3_generalist2_09_20250805_234236,gemma3_generalist2,gemma3,generalist2,3,Feasible,9,20250805_234236
gemma3_normative_09_20250805_234236,gemma3_normative,gemma3,normative,3,Feasible,9,20250805_234236
gemma3_normative2_09_20250805_234236,gemma3_normative2,gemma3,normative2,3,Feasible,9,20250805_234236
gemma3_subject_matter_09_20250805_234236,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,9,20250805_234236
gemma3_subject_matter2_09_20250805_234236,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,9,20250805_234236
llama_generalist_10_20250805_234427,llama_generalist,llama,generalist,4,Very feasible,10,20250805_234427
llama_generalist2_10_20250805_234427,llama_generalist2,llama,generalist2,3,Feasible,10,20250805_234427
llama_normative_10_20250805_234427,llama_normative,llama,normative,2,Somewhat feasible,10,20250805_234427
llama_normative2_10_20250805_234427,llama_normative2,llama,normative2,2,Somewhat feasible,10,20250805_234427
llama_subject_matter_10_20250805_234427,llama_subject_matter,llama,subject_matter,2,Somewhat feasible,10,20250805_234427
llama_subject_matter2_10_20250805_234427,llama_subject_matter2,llama,subject_matter2,4,Very feasible,10,20250805_234427
mistral_generalist_10_20250805_234427,mistral_generalist,mistral,generalist,3,Feasible,10,20250805_234427
mistral_generalist2_10_20250805_234427,mistral_generalist2,mistral,generalist2,3,Feasible,10,20250805_234427
mistral_normative_10_20250805_234427,mistral_normative,mistral,normative,3,Feasible,10,20250805_234427
mistral_normative2_10_20250805_234427,mistral_normative2,mistral,normative2,3,Feasible,10,20250805_234427
mistral_subject_matter_10_20250805_234427,mistral_subject_matter,mistral,subject_matter,3,Feasible,10,20250805_234427
mistral_subject_matter2_10_20250805_234427,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,10,20250805_234427
gemma3_generalist_10_20250805_234427,gemma3_generalist,gemma3,generalist,3,Feasible,10,20250805_234427
gemma3_generalist2_10_20250805_234427,gemma3_generalist2,gemma3,generalist2,3,Feasible,10,20250805_234427
gemma3_normative_10_20250805_234427,gemma3_normative,gemma3,normative,3,Feasible,10,20250805_234427
gemma3_normative2_10_20250805_234427,gemma3_normative2,gemma3,normative2,3,Feasible,10,20250805_234427
gemma3_subject_matter_10_20250805_234427,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,10,20250805_234427
gemma3_subject_matter2_10_20250805_234427,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,10,20250805_234427
llama_generalist_11_20250805_234606,llama_generalist,llama,generalist,2,Somewhat feasible,11,20250805_234606
llama_generalist2_11_20250805_234606,llama_generalist2,llama,generalist2,3,Feasible,11,20250805_234606
llama_normative_11_20250805_234606,llama_normative,llama,normative,2,Somewhat feasible,11,20250805_234606
llama_normative2_11_20250805_234606,llama_normative2,llama,normative2,2,Somewhat feasible,11,20250805_234606
llama_subject_matter_11_20250805_234606,llama_subject_matter,llama,subject_matter,3,Feasible,11,20250805_234606
llama_subject_matter2_11_20250805_234606,llama_subject_matter2,llama,subject_matter2,3,Feasible,11,20250805_234606
mistral_generalist_11_20250805_234606,mistral_generalist,mistral,generalist,3,Feasible,11,20250805_234606
mistral_generalist2_11_20250805_234606,mistral_generalist2,mistral,generalist2,3,Feasible,11,20250805_234606
mistral_normative_11_20250805_234606,mistral_normative,mistral,normative,3,Feasible,11,20250805_234606
mistral_normative2_11_20250805_234606,mistral_normative2,mistral,normative2,3,Feasible,11,20250805_234606
mistral_subject_matter_11_20250805_234606,mistral_subject_matter,mistral,subject_matter,3,Feasible,11,20250805_234606
mistral_subject_matter2_11_20250805_234606,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,11,20250805_234606
gemma3_generalist_11_20250805_234606,gemma3_generalist,gemma3,generalist,3,Feasible,11,20250805_234606
gemma3_generalist2_11_20250805_234606,gemma3_generalist2,gemma3,generalist2,3,Feasible,11,20250805_234606
gemma3_normative_11_20250805_234606,gemma3_normative,gemma3,normative,3,Feasible,11,20250805_234606
gemma3_normative2_11_20250805_234606,gemma3_normative2,gemma3,normative2,3,Feasible,11,20250805_234606
gemma3_subject_matter_11_20250805_234606,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,11,20250805_234606
gemma3_subject_matter2_11_20250805_234606,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,11,20250805_234606
llama_generalist_12_20250805_234753,llama_generalist,llama,generalist,3,Feasible,12,20250805_234753
llama_generalist2_12_20250805_234753,llama_generalist2,llama,generalist2,3,Feasible,12,20250805_234753
llama_normative_12_20250805_234753,llama_normative,llama,normative,3,Feasible,12,20250805_234753
llama_normative2_12_20250805_234753,llama_normative2,llama,normative2,3,Feasible,12,20250805_234753
llama_subject_matter_12_20250805_234753,llama_subject_matter,llama,subject_matter,3,Feasible,12,20250805_234753
llama_subject_matter2_12_20250805_234753,llama_subject_matter2,llama,subject_matter2,4,Very feasible,12,20250805_234753
mistral_generalist_12_20250805_234753,mistral_generalist,mistral,generalist,3,Feasible,12,20250805_234753
mistral_generalist2_12_20250805_234753,mistral_generalist2,mistral,generalist2,3,Feasible,12,20250805_234753
mistral_normative_12_20250805_234753,mistral_normative,mistral,normative,3,Feasible,12,20250805_234753
mistral_normative2_12_20250805_234753,mistral_normative2,mistral,normative2,3,Feasible,12,20250805_234753
mistral_subject_matter_12_20250805_234753,mistral_subject_matter,mistral,subject_matter,3,Feasible,12,20250805_234753
mistral_subject_matter2_12_20250805_234753,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,12,20250805_234753
gemma3_generalist_12_20250805_234753,gemma3_generalist,gemma3,generalist,3,Feasible,12,20250805_234753
gemma3_generalist2_12_20250805_234753,gemma3_generalist2,gemma3,generalist2,3,Feasible,12,20250805_234753
gemma3_normative_12_20250805_234753,gemma3_normative,gemma3,normative,3,Feasible,12,20250805_234753
gemma3_normative2_12_20250805_234753,gemma3_normative2,gemma3,normative2,3,Feasible,12,20250805_234753
gemma3_subject_matter_12_20250805_234753,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,12,20250805_234753
gemma3_subject_matter2_12_20250805_234753,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,12,20250805_234753
llama_generalist_13_20250805_234934,llama_generalist,llama,generalist,3,Feasible,13,20250805_234934
llama_generalist2_13_20250805_234934,llama_generalist2,llama,generalist2,3,Feasible,13,20250805_234934
llama_normative_13_20250805_234934,llama_normative,llama,normative,3,Feasible,13,20250805_234934
llama_normative2_13_20250805_234934,llama_normative2,llama,normative2,3,Feasible,13,20250805_234934
llama_subject_matter_13_20250805_234934,llama_subject_matter,llama,subject_matter,3,Feasible,13,20250805_234934
llama_subject_matter2_13_20250805_234934,llama_subject_matter2,llama,subject_matter2,3,Feasible,13,20250805_234934
