row_id,variant_id,base_model,source,model,barrier_id,official_label,label,iteration
phi4_subject-matter_07_b4,phi4_subject-matter,phi4,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,7.0
phi4_subject-matter_07_b5,phi4_subject-matter,phi4,llm,subject-matter,5,lack of pilot projects,,7.0
gemma3_generalist_07_b1,gemma3_generalist,gemma3,llm,generalist,1,"power losses, quality and safety issues",,7.0
gemma3_generalist_07_b5,gemma3_generalist,gemma3,llm,generalist,5,lack of pilot projects,,7.0
gemma3_generalist_07_b6,gemma3_generalist,gemma3,llm,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,,7.0
gemma3_generalist_07_b9,gemma3_generalist,gemma3,llm,generalist,9,lack of enough trained personnel in DC systems,,7.0
gemma3_generalist_07_b11,gemma3_generalist,gemma3,llm,generalist,11,high costs of DC solutions,,7.0
gemma3_normative_07_b1,gemma3_normative,gemma3,llm,normative,1,"power losses, quality and safety issues",,7.0
gemma3_normative_07_b4,gemma3_normative,gemma3,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,7.0
gemma3_normative_07_b8,gemma3_normative,gemma3,llm,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,7.0
gemma3_normative_07_b9,gemma3_normative,gemma3,llm,normative,9,lack of enough trained personnel in DC systems,,7.0
gemma3_normative_07_b11,gemma3_normative,gemma3,llm,normative,11,high costs of DC solutions,,7.0
gemma3_subject-matter_07_b1,gemma3_subject-matter,gemma3,llm,subject-matter,1,"power losses, quality and safety issues",,7.0
gemma3_subject-matter_07_b4,gemma3_subject-matter,gemma3,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,7.0
gemma3_subject-matter_07_b8,gemma3_subject-matter,gemma3,llm,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,7.0
gemma3_subject-matter_07_b9,gemma3_subject-matter,gemma3,llm,subject-matter,9,lack of enough trained personnel in DC systems,,7.0
gemma3_subject-matter_07_b11,gemma3_subject-matter,gemma3,llm,subject-matter,11,high costs of DC solutions,,7.0
llama_generalist_07_b1,llama_generalist,llama,llm,generalist,1,"power losses, quality and safety issues",,7.0
llama_generalist_07_b2,llama_generalist,llama,llm,generalist,2,reduced reliability in DC devices,,7.0
llama_generalist_07_b3,llama_generalist,llama,llm,generalist,3,lack of use-cases in which DC is advantageous,,7.0
llama_generalist_07_b4,llama_generalist,llama,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,7.0
llama_generalist_07_b5,llama_generalist,llama,llm,generalist,5,lack of pilot projects,,7.0
llama_normative_07_b1,llama_normative,llama,llm,normative,1,"power losses, quality and safety issues",,7.0
llama_normative_07_b2,llama_normative,llama,llm,normative,2,reduced reliability in DC devices,,7.0
llama_normative_07_b3,llama_normative,llama,llm,normative,3,lack of use-cases in which DC is advantageous,,7.0
llama_normative_07_b4,llama_normative,llama,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,7.0
llama_normative_07_b5,llama_normative,llama,llm,normative,5,lack of pilot projects,,7.0
llama_subject-matter_07_b1,llama_subject-matter,llama,llm,subject-matter,1,"power losses, quality and safety issues",,7.0
llama_subject-matter_07_b2,llama_subject-matter,llama,llm,subject-matter,2,reduced reliability in DC devices,,7.0
llama_subject-matter_07_b3,llama_subject-matter,llama,llm,subject-matter,3,lack of use-cases in which DC is advantageous,,7.0
llama_subject-matter_07_b4,llama_subject-matter,llama,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,7.0
llama_subject-matter_07_b5,llama_subject-matter,llama,llm,subject-matter,5,lack of pilot projects,,7.0
mistral_generalist_07_b1,mistral_generalist,mistral,llm,generalist,1,"power losses, quality and safety issues",,7.0
mistral_generalist_07_b4,mistral_generalist,mistral,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,7.0
mistral_generalist_07_b5,mistral_generalist,mistral,llm,generalist,5,lack of pilot projects,,7.0
mistral_generalist_07_b7,mistral_generalist,mistral,llm,generalist,7,incompatibility of DC systems components,,7.0
mistral_generalist_07_b8,mistral_generalist,mistral,llm,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,7.0
mistral_normative_07_b1,mistral_normative,mistral,llm,normative,1,"power losses, quality and safety issues",,7.0
mistral_normative_07_b2,mistral_normative,mistral,llm,normative,2,reduced reliability in DC devices,,7.0
mistral_normative_07_b4,mistral_normative,mistral,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,7.0
mistral_normative_07_b5,mistral_normative,mistral,llm,normative,5,lack of pilot projects,,7.0
mistral_normative_07_b6,mistral_normative,mistral,llm,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,,7.0
mistral_subject-matter_07_b1,mistral_subject-matter,mistral,llm,subject-matter,1,"power losses, quality and safety issues",,7.0
mistral_subject-matter_07_b2,mistral_subject-matter,mistral,llm,subject-matter,2,reduced reliability in DC devices,,7.0
mistral_subject-matter_07_b3,mistral_subject-matter,mistral,llm,subject-matter,3,lack of use-cases in which DC is advantageous,,7.0
mistral_subject-matter_07_b4,mistral_subject-matter,mistral,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,7.0
mistral_subject-matter_07_b5,mistral_subject-matter,mistral,llm,subject-matter,5,lack of pilot projects,,7.0
phi4_generalist_08_b1,phi4_generalist,phi4,llm,generalist,1,"power losses, quality and safety issues",,8.0
phi4_generalist_08_b2,phi4_generalist,phi4,llm,generalist,2,reduced reliability in DC devices,,8.0
phi4_generalist_08_b3,phi4_generalist,phi4,llm,generalist,3,lack of use-cases in which DC is advantageous,,8.0
phi4_generalist_08_b4,phi4_generalist,phi4,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,8.0
phi4_generalist_08_b9,phi4_generalist,phi4,llm,generalist,9,lack of enough trained personnel in DC systems,,8.0
phi4_normative_08_b1,phi4_normative,phi4,llm,normative,1,"power losses, quality and safety issues",,8.0
phi4_normative_08_b4,phi4_normative,phi4,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,8.0
phi4_normative_08_b6,phi4_normative,phi4,llm,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,,8.0
phi4_normative_08_b8,phi4_normative,phi4,llm,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,8.0
phi4_normative_08_b10,phi4_normative,phi4,llm,normative,10,uncertain regulatory roadmap,,8.0
phi4_subject-matter_08_b1,phi4_subject-matter,phi4,llm,subject-matter,1,"power losses, quality and safety issues",,8.0
phi4_subject-matter_08_b2,phi4_subject-matter,phi4,llm,subject-matter,2,reduced reliability in DC devices,,8.0
phi4_subject-matter_08_b4,phi4_subject-matter,phi4,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,8.0
phi4_subject-matter_08_b8,phi4_subject-matter,phi4,llm,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,8.0
phi4_subject-matter_08_b10,phi4_subject-matter,phi4,llm,subject-matter,10,uncertain regulatory roadmap,,8.0
gemma3_generalist_08_b1,gemma3_generalist,gemma3,llm,generalist,1,"power losses, quality and safety issues",,8.0
gemma3_generalist_08_b5,gemma3_generalist,gemma3,llm,generalist,5,lack of pilot projects,,8.0
gemma3_generalist_08_b6,gemma3_generalist,gemma3,llm,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,,8.0
gemma3_generalist_08_b8,gemma3_generalist,gemma3,llm,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,8.0
gemma3_generalist_08_b11,gemma3_generalist,gemma3,llm,generalist,11,high costs of DC solutions,,8.0
gemma3_normative_08_b1,gemma3_normative,gemma3,llm,normative,1,"power losses, quality and safety issues",,8.0
gemma3_normative_08_b4,gemma3_normative,gemma3,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,8.0
gemma3_normative_08_b8,gemma3_normative,gemma3,llm,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,8.0
gemma3_normative_08_b9,gemma3_normative,gemma3,llm,normative,9,lack of enough trained personnel in DC systems,,8.0
gemma3_normative_08_b11,gemma3_normative,gemma3,llm,normative,11,high costs of DC solutions,,8.0
gemma3_subject-matter_08_b1,gemma3_subject-matter,gemma3,llm,subject-matter,1,"power losses, quality and safety issues",,8.0
gemma3_subject-matter_08_b5,gemma3_subject-matter,gemma3,llm,subject-matter,5,lack of pilot projects,,8.0
gemma3_subject-matter_08_b6,gemma3_subject-matter,gemma3,llm,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,,8.0
gemma3_subject-matter_08_b9,gemma3_subject-matter,gemma3,llm,subject-matter,9,lack of enough trained personnel in DC systems,,8.0
gemma3_subject-matter_08_b10,gemma3_subject-matter,gemma3,llm,subject-matter,10,uncertain regulatory roadmap,,8.0
llama_generalist_08_b1,llama_generalist,llama,llm,generalist,1,"power losses, quality and safety issues",,8.0
llama_generalist_08_b2,llama_generalist,llama,llm,generalist,2,reduced reliability in DC devices,,8.0
llama_generalist_08_b3,llama_generalist,llama,llm,generalist,3,lack of use-cases in which DC is advantageous,,8.0
llama_generalist_08_b4,llama_generalist,llama,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,8.0
llama_generalist_08_b5,llama_generalist,llama,llm,generalist,5,lack of pilot projects,,8.0
llama_normative_08_b1,llama_normative,llama,llm,normative,1,"power losses, quality and safety issues",,8.0
llama_normative_08_b2,llama_normative,llama,llm,normative,2,reduced reliability in DC devices,,8.0
llama_normative_08_b3,llama_normative,llama,llm,normative,3,lack of use-cases in which DC is advantageous,,8.0
llama_normative_08_b4,llama_normative,llama,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,8.0
llama_normative_08_b5,llama_normative,llama,llm,normative,5,lack of pilot projects,,8.0
llama_subject-matter_08_b1,llama_subject-matter,llama,llm,subject-matter,1,"power losses, quality and safety issues",,8.0
llama_subject-matter_08_b3,llama_subject-matter,llama,llm,subject-matter,3,lack of use-cases in which DC is advantageous,,8.0
llama_subject-matter_08_b4,llama_subject-matter,llama,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,8.0
llama_subject-matter_08_b5,llama_subject-matter,llama,llm,subject-matter,5,lack of pilot projects,,8.0
llama_subject-matter_08_b6,llama_subject-matter,llama,llm,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,,8.0
mistral_generalist_08_b1,mistral_generalist,mistral,llm,generalist,1,"power losses, quality and safety issues",,8.0
mistral_generalist_08_b2,mistral_generalist,mistral,llm,generalist,2,reduced reliability in DC devices,,8.0
mistral_generalist_08_b3,mistral_generalist,mistral,llm,generalist,3,lack of use-cases in which DC is advantageous,,8.0
mistral_generalist_08_b4,mistral_generalist,mistral,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,8.0
mistral_generalist_08_b11,mistral_generalist,mistral,llm,generalist,11,high costs of DC solutions,,8.0
mistral_normative_08_b1,mistral_normative,mistral,llm,normative,1,"power losses, quality and safety issues",,8.0
mistral_normative_08_b2,mistral_normative,mistral,llm,normative,2,reduced reliability in DC devices,,8.0
mistral_normative_08_b4,mistral_normative,mistral,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,8.0
mistral_normative_08_b5,mistral_normative,mistral,llm,normative,5,lack of pilot projects,,8.0
mistral_normative_08_b11,mistral_normative,mistral,llm,normative,11,high costs of DC solutions,,8.0
mistral_subject-matter_08_b1,mistral_subject-matter,mistral,llm,subject-matter,1,"power losses, quality and safety issues",,8.0
mistral_subject-matter_08_b2,mistral_subject-matter,mistral,llm,subject-matter,2,reduced reliability in DC devices,,8.0
mistral_subject-matter_08_b3,mistral_subject-matter,mistral,llm,subject-matter,3,lack of use-cases in which DC is advantageous,,8.0
mistral_subject-matter_08_b4,mistral_subject-matter,mistral,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,8.0
mistral_subject-matter_08_b5,mistral_subject-matter,mistral,llm,subject-matter,5,lack of pilot projects,,8.0
phi4_generalist_09_b1,phi4_generalist,phi4,llm,generalist,1,"power losses, quality and safety issues",,9.0
phi4_generalist_09_b4,phi4_generalist,phi4,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,9.0
phi4_generalist_09_b5,phi4_generalist,phi4,llm,generalist,5,lack of pilot projects,,9.0
phi4_generalist_09_b9,phi4_generalist,phi4,llm,generalist,9,lack of enough trained personnel in DC systems,,9.0
phi4_generalist_09_b10,phi4_generalist,phi4,llm,generalist,10,uncertain regulatory roadmap,,9.0
phi4_normative_09_b1,phi4_normative,phi4,llm,normative,1,"power losses, quality and safety issues",,9.0
phi4_normative_09_b3,phi4_normative,phi4,llm,normative,3,lack of use-cases in which DC is advantageous,,9.0
phi4_normative_09_b4,phi4_normative,phi4,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,9.0
phi4_normative_09_b8,phi4_normative,phi4,llm,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,9.0
phi4_normative_09_b10,phi4_normative,phi4,llm,normative,10,uncertain regulatory roadmap,,9.0
phi4_subject-matter_09_b1,phi4_subject-matter,phi4,llm,subject-matter,1,"power losses, quality and safety issues",,9.0
phi4_subject-matter_09_b3,phi4_subject-matter,phi4,llm,subject-matter,3,lack of use-cases in which DC is advantageous,,9.0
phi4_subject-matter_09_b4,phi4_subject-matter,phi4,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,9.0
phi4_subject-matter_09_b8,phi4_subject-matter,phi4,llm,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,9.0
phi4_subject-matter_09_b10,phi4_subject-matter,phi4,llm,subject-matter,10,uncertain regulatory roadmap,,9.0
gemma3_generalist_09_b1,gemma3_generalist,gemma3,llm,generalist,1,"power losses, quality and safety issues",,9.0
gemma3_generalist_09_b5,gemma3_generalist,gemma3,llm,generalist,5,lack of pilot projects,,9.0
gemma3_generalist_09_b6,gemma3_generalist,gemma3,llm,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,,9.0
gemma3_generalist_09_b8,gemma3_generalist,gemma3,llm,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,9.0
gemma3_generalist_09_b11,gemma3_generalist,gemma3,llm,generalist,11,high costs of DC solutions,,9.0
gemma3_normative_09_b1,gemma3_normative,gemma3,llm,normative,1,"power losses, quality and safety issues",,9.0
gemma3_normative_09_b4,gemma3_normative,gemma3,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,9.0
gemma3_normative_09_b8,gemma3_normative,gemma3,llm,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,9.0
gemma3_normative_09_b9,gemma3_normative,gemma3,llm,normative,9,lack of enough trained personnel in DC systems,,9.0
gemma3_normative_09_b11,gemma3_normative,gemma3,llm,normative,11,high costs of DC solutions,,9.0
gemma3_subject-matter_09_b1,gemma3_subject-matter,gemma3,llm,subject-matter,1,"power losses, quality and safety issues",,9.0
gemma3_subject-matter_09_b5,gemma3_subject-matter,gemma3,llm,subject-matter,5,lack of pilot projects,,9.0
gemma3_subject-matter_09_b6,gemma3_subject-matter,gemma3,llm,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,,9.0
gemma3_subject-matter_09_b8,gemma3_subject-matter,gemma3,llm,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,9.0
gemma3_subject-matter_09_b10,gemma3_subject-matter,gemma3,llm,subject-matter,10,uncertain regulatory roadmap,,9.0
llama_generalist_09_b1,llama_generalist,llama,llm,generalist,1,"power losses, quality and safety issues",,9.0
llama_generalist_09_b2,llama_generalist,llama,llm,generalist,2,reduced reliability in DC devices,,9.0
llama_generalist_09_b4,llama_generalist,llama,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,9.0
llama_generalist_09_b5,llama_generalist,llama,llm,generalist,5,lack of pilot projects,,9.0
llama_generalist_09_b6,llama_generalist,llama,llm,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,,9.0
llama_normative_09_b1,llama_normative,llama,llm,normative,1,"power losses, quality and safety issues",,9.0
llama_normative_09_b2,llama_normative,llama,llm,normative,2,reduced reliability in DC devices,,9.0
llama_normative_09_b4,llama_normative,llama,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,9.0
llama_normative_09_b5,llama_normative,llama,llm,normative,5,lack of pilot projects,,9.0
llama_normative_09_b6,llama_normative,llama,llm,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,,9.0
llama_subject-matter_09_b1,llama_subject-matter,llama,llm,subject-matter,1,"power losses, quality and safety issues",,9.0
llama_subject-matter_09_b2,llama_subject-matter,llama,llm,subject-matter,2,reduced reliability in DC devices,,9.0
llama_subject-matter_09_b3,llama_subject-matter,llama,llm,subject-matter,3,lack of use-cases in which DC is advantageous,,9.0
llama_subject-matter_09_b4,llama_subject-matter,llama,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,9.0
llama_subject-matter_09_b5,llama_subject-matter,llama,llm,subject-matter,5,lack of pilot projects,,9.0
mistral_generalist_09_b1,mistral_generalist,mistral,llm,generalist,1,"power losses, quality and safety issues",,9.0
mistral_generalist_09_b4,mistral_generalist,mistral,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,9.0
mistral_generalist_09_b3,mistral_generalist,mistral,llm,generalist,3,lack of use-cases in which DC is advantageous,,9.0
mistral_generalist_09_b7,mistral_generalist,mistral,llm,generalist,7,incompatibility of DC systems components,,9.0
mistral_generalist_09_b5,mistral_generalist,mistral,llm,generalist,5,lack of pilot projects,,9.0
mistral_normative_09_b1,mistral_normative,mistral,llm,normative,1,"power losses, quality and safety issues",,9.0
mistral_normative_09_b2,mistral_normative,mistral,llm,normative,2,reduced reliability in DC devices,,9.0
mistral_normative_09_b4,mistral_normative,mistral,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,9.0
mistral_normative_09_b5,mistral_normative,mistral,llm,normative,5,lack of pilot projects,,9.0
mistral_normative_09_b11,mistral_normative,mistral,llm,normative,11,high costs of DC solutions,,9.0
mistral_subject-matter_09_b1,mistral_subject-matter,mistral,llm,subject-matter,1,"power losses, quality and safety issues",,9.0
mistral_subject-matter_09_b2,mistral_subject-matter,mistral,llm,subject-matter,2,reduced reliability in DC devices,,9.0
mistral_subject-matter_09_b3,mistral_subject-matter,mistral,llm,subject-matter,3,lack of use-cases in which DC is advantageous,,9.0
mistral_subject-matter_09_b4,mistral_subject-matter,mistral,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,9.0
mistral_subject-matter_09_b5,mistral_subject-matter,mistral,llm,subject-matter,5,lack of pilot projects,,9.0
phi4_generalist_10_b1,phi4_generalist,phi4,llm,generalist,1,"power losses, quality and safety issues",,10.0
phi4_generalist_10_b3,phi4_generalist,phi4,llm,generalist,3,lack of use-cases in which DC is advantageous,,10.0
phi4_generalist_10_b4,phi4_generalist,phi4,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,10.0
phi4_generalist_10_b8,phi4_generalist,phi4,llm,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,10.0
phi4_generalist_10_b10,phi4_generalist,phi4,llm,generalist,10,uncertain regulatory roadmap,,10.0
phi4_normative_10_b1,phi4_normative,phi4,llm,normative,1,"power losses, quality and safety issues",,10.0
phi4_normative_10_b2,phi4_normative,phi4,llm,normative,2,reduced reliability in DC devices,,10.0
phi4_normative_10_b4,phi4_normative,phi4,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,10.0
phi4_normative_10_b8,phi4_normative,phi4,llm,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,10.0
phi4_normative_10_b10,phi4_normative,phi4,llm,normative,10,uncertain regulatory roadmap,,10.0
phi4_subject-matter_10_b1,phi4_subject-matter,phi4,llm,subject-matter,1,"power losses, quality and safety issues",,10.0
phi4_subject-matter_10_b4,phi4_subject-matter,phi4,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,10.0
phi4_subject-matter_10_b5,phi4_subject-matter,phi4,llm,subject-matter,5,lack of pilot projects,,10.0
phi4_subject-matter_10_b8,phi4_subject-matter,phi4,llm,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,10.0
phi4_subject-matter_10_b10,phi4_subject-matter,phi4,llm,subject-matter,10,uncertain regulatory roadmap,,10.0
gemma3_generalist_10_b1,gemma3_generalist,gemma3,llm,generalist,1,"power losses, quality and safety issues",,10.0
gemma3_generalist_10_b5,gemma3_generalist,gemma3,llm,generalist,5,lack of pilot projects,,10.0
gemma3_generalist_10_b6,gemma3_generalist,gemma3,llm,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,,10.0
gemma3_generalist_10_b8,gemma3_generalist,gemma3,llm,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,10.0
gemma3_generalist_10_b11,gemma3_generalist,gemma3,llm,generalist,11,high costs of DC solutions,,10.0
gemma3_normative_10_b1,gemma3_normative,gemma3,llm,normative,1,"power losses, quality and safety issues",,10.0
gemma3_normative_10_b4,gemma3_normative,gemma3,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,10.0
gemma3_normative_10_b8,gemma3_normative,gemma3,llm,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,10.0
gemma3_normative_10_b9,gemma3_normative,gemma3,llm,normative,9,lack of enough trained personnel in DC systems,,10.0
gemma3_normative_10_b11,gemma3_normative,gemma3,llm,normative,11,high costs of DC solutions,,10.0
gemma3_subject-matter_10_b1,gemma3_subject-matter,gemma3,llm,subject-matter,1,"power losses, quality and safety issues",,10.0
gemma3_subject-matter_10_b5,gemma3_subject-matter,gemma3,llm,subject-matter,5,lack of pilot projects,,10.0
gemma3_subject-matter_10_b6,gemma3_subject-matter,gemma3,llm,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,,10.0
gemma3_subject-matter_10_b9,gemma3_subject-matter,gemma3,llm,subject-matter,9,lack of enough trained personnel in DC systems,,10.0
gemma3_subject-matter_10_b10,gemma3_subject-matter,gemma3,llm,subject-matter,10,uncertain regulatory roadmap,,10.0
llama_generalist_10_b1,llama_generalist,llama,llm,generalist,1,"power losses, quality and safety issues",,10.0
llama_generalist_10_b2,llama_generalist,llama,llm,generalist,2,reduced reliability in DC devices,,10.0
llama_generalist_10_b3,llama_generalist,llama,llm,generalist,3,lack of use-cases in which DC is advantageous,,10.0
llama_generalist_10_b4,llama_generalist,llama,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,10.0
llama_generalist_10_b5,llama_generalist,llama,llm,generalist,5,lack of pilot projects,,10.0
llama_normative_10_b1,llama_normative,llama,llm,normative,1,"power losses, quality and safety issues",,10.0
llama_normative_10_b2,llama_normative,llama,llm,normative,2,reduced reliability in DC devices,,10.0
llama_normative_10_b3,llama_normative,llama,llm,normative,3,lack of use-cases in which DC is advantageous,,10.0
llama_normative_10_b4,llama_normative,llama,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,10.0
llama_normative_10_b5,llama_normative,llama,llm,normative,5,lack of pilot projects,,10.0
llama_subject-matter_10_b1,llama_subject-matter,llama,llm,subject-matter,1,"power losses, quality and safety issues",,10.0
llama_subject-matter_10_b2,llama_subject-matter,llama,llm,subject-matter,2,reduced reliability in DC devices,,10.0
llama_subject-matter_10_b3,llama_subject-matter,llama,llm,subject-matter,3,lack of use-cases in which DC is advantageous,,10.0
llama_subject-matter_10_b4,llama_subject-matter,llama,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,10.0
llama_subject-matter_10_b5,llama_subject-matter,llama,llm,subject-matter,5,lack of pilot projects,,10.0
mistral_generalist_10_b1,mistral_generalist,mistral,llm,generalist,1,"power losses, quality and safety issues",,10.0
mistral_generalist_10_b6,mistral_generalist,mistral,llm,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,,10.0
mistral_generalist_10_b7,mistral_generalist,mistral,llm,generalist,7,incompatibility of DC systems components,,10.0
mistral_generalist_10_b8,mistral_generalist,mistral,llm,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,10.0
mistral_generalist_10_b10,mistral_generalist,mistral,llm,generalist,10,uncertain regulatory roadmap,,10.0
mistral_normative_10_b1,mistral_normative,mistral,llm,normative,1,"power losses, quality and safety issues",,10.0
mistral_normative_10_b2,mistral_normative,mistral,llm,normative,2,reduced reliability in DC devices,,10.0
mistral_normative_10_b4,mistral_normative,mistral,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,10.0
mistral_normative_10_b5,mistral_normative,mistral,llm,normative,5,lack of pilot projects,,10.0
mistral_normative_10_b11,mistral_normative,mistral,llm,normative,11,high costs of DC solutions,,10.0
mistral_subject-matter_10_b1,mistral_subject-matter,mistral,llm,subject-matter,1,"power losses, quality and safety issues",,10.0
mistral_subject-matter_10_b2,mistral_subject-matter,mistral,llm,subject-matter,2,reduced reliability in DC devices,,10.0
mistral_subject-matter_10_b4,mistral_subject-matter,mistral,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,10.0
mistral_subject-matter_10_b5,mistral_subject-matter,mistral,llm,subject-matter,5,lack of pilot projects,,10.0
mistral_subject-matter_10_b10,mistral_subject-matter,mistral,llm,subject-matter,10,uncertain regulatory roadmap,,10.0
phi4_generalist_11_b1,phi4_generalist,phi4,llm,generalist,1,"power losses, quality and safety issues",,11.0
phi4_generalist_11_b3,phi4_generalist,phi4,llm,generalist,3,lack of use-cases in which DC is advantageous,,11.0
phi4_generalist_11_b4,phi4_generalist,phi4,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,11.0
phi4_generalist_11_b8,phi4_generalist,phi4,llm,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,11.0
phi4_generalist_11_b10,phi4_generalist,phi4,llm,generalist,10,uncertain regulatory roadmap,,11.0
phi4_normative_11_b1,phi4_normative,phi4,llm,normative,1,"power losses, quality and safety issues",,11.0
phi4_normative_11_b2,phi4_normative,phi4,llm,normative,2,reduced reliability in DC devices,,11.0
phi4_normative_11_b4,phi4_normative,phi4,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,11.0
phi4_normative_11_b8,phi4_normative,phi4,llm,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,11.0
phi4_normative_11_b10,phi4_normative,phi4,llm,normative,10,uncertain regulatory roadmap,,11.0
phi4_subject-matter_11_b1,phi4_subject-matter,phi4,llm,subject-matter,1,"power losses, quality and safety issues",,11.0
phi4_subject-matter_11_b4,phi4_subject-matter,phi4,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,11.0
phi4_subject-matter_11_b5,phi4_subject-matter,phi4,llm,subject-matter,5,lack of pilot projects,,11.0
phi4_subject-matter_11_b9,phi4_subject-matter,phi4,llm,subject-matter,9,lack of enough trained personnel in DC systems,,11.0
phi4_subject-matter_11_b10,phi4_subject-matter,phi4,llm,subject-matter,10,uncertain regulatory roadmap,,11.0
gemma3_generalist_11_b1,gemma3_generalist,gemma3,llm,generalist,1,"power losses, quality and safety issues",,11.0
gemma3_generalist_11_b5,gemma3_generalist,gemma3,llm,generalist,5,lack of pilot projects,,11.0
