base_model,model,variant_id,iteration,condition,bias_type,anchor_level,rating,label,scenario,rating_ord,id_key
gemma3-12b,subject_matter2,gemma3_subject_matter2,15,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter2
llama-pro,generalist,llama_generalist,16,CONTEXT,NA,NA,1,Not feasible,CONTEXT,1,L_llama_generalist
llama-pro,generalist2,llama_generalist2,16,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_generalist2
llama-pro,normative,llama_normative,16,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_normative
llama-pro,normative2,llama_normative2,16,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_normative2
llama-pro,subject_matter,llama_subject_matter,16,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_subject_matter
llama-pro,subject_matter2,llama_subject_matter2,16,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_subject_matter2
mistral,generalist,mistral_generalist,16,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist
mistral,generalist2,mistral_generalist2,16,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist2
mistral,normative,mistral_normative,16,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative
mistral,normative2,mistral_normative2,16,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative2
mistral,subject_matter,mistral_subject_matter,16,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_subject_matter
mistral,subject_matter2,mistral_subject_matter2,16,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_subject_matter2
gemma3-12b,generalist,gemma3_generalist,16,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_generalist
gemma3-12b,generalist2,gemma3_generalist2,16,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_generalist2
gemma3-12b,normative,gemma3_normative,16,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_normative
gemma3-12b,normative2,gemma3_normative2,16,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_normative2
gemma3-12b,subject_matter,gemma3_subject_matter,16,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter
gemma3-12b,subject_matter2,gemma3_subject_matter2,16,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter2
llama-pro,generalist,llama_generalist,17,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_generalist
llama-pro,generalist2,llama_generalist2,17,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_generalist2
llama-pro,normative,llama_normative,17,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_normative
llama-pro,normative2,llama_normative2,17,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_normative2
llama-pro,subject_matter,llama_subject_matter,17,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_subject_matter
llama-pro,subject_matter2,llama_subject_matter2,17,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_subject_matter2
mistral,generalist,mistral_generalist,17,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist
mistral,generalist2,mistral_generalist2,17,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist2
mistral,normative,mistral_normative,17,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative
mistral,normative2,mistral_normative2,17,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative2
mistral,subject_matter,mistral_subject_matter,17,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_subject_matter
mistral,subject_matter2,mistral_subject_matter2,17,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_subject_matter2
gemma3-12b,generalist,gemma3_generalist,17,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_generalist
gemma3-12b,generalist2,gemma3_generalist2,17,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_generalist2
gemma3-12b,normative,gemma3_normative,17,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_normative
gemma3-12b,normative2,gemma3_normative2,17,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_normative2
gemma3-12b,subject_matter,gemma3_subject_matter,17,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter
gemma3-12b,subject_matter2,gemma3_subject_matter2,17,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter2
llama-pro,generalist,llama_generalist,18,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_generalist
llama-pro,generalist2,llama_generalist2,18,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_generalist2
llama-pro,normative,llama_normative,18,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_normative
llama-pro,normative2,llama_normative2,18,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_normative2
llama-pro,subject_matter,llama_subject_matter,18,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_subject_matter
llama-pro,subject_matter2,llama_subject_matter2,18,CONTEXT,NA,NA,2,Somewhat feasible,CONTEXT,2,L_llama_subject_matter2
mistral,generalist,mistral_generalist,18,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist
mistral,generalist2,mistral_generalist2,18,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist2
mistral,normative,mistral_normative,18,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative
mistral,normative2,mistral_normative2,18,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative2
mistral,subject_matter,mistral_subject_matter,18,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_subject_matter
mistral,subject_matter2,mistral_subject_matter2,18,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_subject_matter2
gemma3-12b,generalist,gemma3_generalist,18,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_generalist
gemma3-12b,generalist2,gemma3_generalist2,18,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_generalist2
gemma3-12b,normative,gemma3_normative,18,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_normative
gemma3-12b,normative2,gemma3_normative2,18,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_normative2
gemma3-12b,subject_matter,gemma3_subject_matter,18,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter
gemma3-12b,subject_matter2,gemma3_subject_matter2,18,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter2
llama-pro,generalist,llama_generalist,19,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_generalist
llama-pro,generalist2,llama_generalist2,19,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_generalist2
llama-pro,normative,llama_normative,19,CONTEXT,NA,NA,2,Somewhat feasible,CONTEXT,2,L_llama_normative
llama-pro,normative2,llama_normative2,19,CONTEXT,NA,NA,2,Somewhat feasible,CONTEXT,2,L_llama_normative2
llama-pro,subject_matter,llama_subject_matter,19,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_subject_matter
llama-pro,subject_matter2,llama_subject_matter2,19,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_subject_matter2
mistral,generalist,mistral_generalist,19,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist
mistral,generalist2,mistral_generalist2,19,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist2
mistral,normative,mistral_normative,19,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative
mistral,normative2,mistral_normative2,19,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative2
mistral,subject_matter,mistral_subject_matter,19,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_subject_matter
mistral,subject_matter2,mistral_subject_matter2,19,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_subject_matter2
gemma3-12b,generalist,gemma3_generalist,19,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_generalist
gemma3-12b,generalist2,gemma3_generalist2,19,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_generalist2
gemma3-12b,normative,gemma3_normative,19,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_normative
gemma3-12b,normative2,gemma3_normative2,19,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_normative2
gemma3-12b,subject_matter,gemma3_subject_matter,19,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter
gemma3-12b,subject_matter2,gemma3_subject_matter2,19,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter2
llama-pro,generalist,llama_generalist,20,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_generalist
llama-pro,generalist2,llama_generalist2,20,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_generalist2
llama-pro,normative,llama_normative,20,CONTEXT,NA,NA,2,Somewhat feasible,CONTEXT,2,L_llama_normative
llama-pro,normative2,llama_normative2,20,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_normative2
llama-pro,subject_matter,llama_subject_matter,20,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_subject_matter
llama-pro,subject_matter2,llama_subject_matter2,20,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_subject_matter2
mistral,generalist,mistral_generalist,20,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist
mistral,generalist2,mistral_generalist2,20,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist2
mistral,normative,mistral_normative,20,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative
mistral,normative2,mistral_normative2,20,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative2
mistral,subject_matter,mistral_subject_matter,20,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_subject_matter
mistral,subject_matter2,mistral_subject_matter2,20,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_subject_matter2
gemma3-12b,generalist,gemma3_generalist,20,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_generalist
gemma3-12b,generalist2,gemma3_generalist2,20,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_generalist2
gemma3-12b,normative,gemma3_normative,20,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_normative
gemma3-12b,normative2,gemma3_normative2,20,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_normative2
gemma3-12b,subject_matter,gemma3_subject_matter,20,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter
gemma3-12b,subject_matter2,gemma3_subject_matter2,20,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter2
llama-pro,generalist,llama_generalist,21,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_generalist
llama-pro,generalist2,llama_generalist2,21,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_generalist2
llama-pro,normative,llama_normative,21,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_normative
llama-pro,normative2,llama_normative2,21,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_normative2
llama-pro,subject_matter,llama_subject_matter,21,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_subject_matter
llama-pro,subject_matter2,llama_subject_matter2,21,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_subject_matter2
mistral,generalist,mistral_generalist,21,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist
mistral,generalist2,mistral_generalist2,21,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist2
mistral,normative,mistral_normative,21,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative
mistral,normative2,mistral_normative2,21,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative2
mistral,subject_matter,mistral_subject_matter,21,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_subject_matter
mistral,subject_matter2,mistral_subject_matter2,21,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_subject_matter2
gemma3-12b,generalist,gemma3_generalist,21,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_generalist
gemma3-12b,generalist2,gemma3_generalist2,21,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_generalist2
gemma3-12b,normative,gemma3_normative,21,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_normative
gemma3-12b,normative2,gemma3_normative2,21,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_normative2
gemma3-12b,subject_matter,gemma3_subject_matter,21,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter
gemma3-12b,subject_matter2,gemma3_subject_matter2,21,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter2
llama-pro,generalist,llama_generalist,22,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_generalist
llama-pro,generalist2,llama_generalist2,22,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_generalist2
llama-pro,normative,llama_normative,22,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_normative
llama-pro,normative2,llama_normative2,22,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_normative2
llama-pro,subject_matter,llama_subject_matter,22,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_subject_matter
llama-pro,subject_matter2,llama_subject_matter2,22,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_subject_matter2
mistral,generalist,mistral_generalist,22,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist
mistral,generalist2,mistral_generalist2,22,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist2
mistral,normative,mistral_normative,22,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative
mistral,normative2,mistral_normative2,22,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative2
mistral,subject_matter,mistral_subject_matter,22,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_subject_matter
mistral,subject_matter2,mistral_subject_matter2,22,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_subject_matter2
gemma3-12b,generalist,gemma3_generalist,22,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_generalist
gemma3-12b,generalist2,gemma3_generalist2,22,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_generalist2
gemma3-12b,normative,gemma3_normative,22,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_normative
gemma3-12b,normative2,gemma3_normative2,22,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_normative2
gemma3-12b,subject_matter,gemma3_subject_matter,22,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter
gemma3-12b,subject_matter2,gemma3_subject_matter2,22,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter2
llama-pro,generalist,llama_generalist,23,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_generalist
llama-pro,generalist2,llama_generalist2,23,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_generalist2
llama-pro,normative,llama_normative,23,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_normative
llama-pro,normative2,llama_normative2,23,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_normative2
llama-pro,subject_matter,llama_subject_matter,23,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_subject_matter
llama-pro,subject_matter2,llama_subject_matter2,23,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_subject_matter2
mistral,generalist,mistral_generalist,23,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist
mistral,generalist2,mistral_generalist2,23,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist2
mistral,normative,mistral_normative,23,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative
mistral,normative2,mistral_normative2,23,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative2
mistral,subject_matter,mistral_subject_matter,23,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_subject_matter
mistral,subject_matter2,mistral_subject_matter2,23,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_subject_matter2
gemma3-12b,generalist,gemma3_generalist,23,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_generalist
gemma3-12b,generalist2,gemma3_generalist2,23,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_generalist2
gemma3-12b,normative,gemma3_normative,23,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_normative
gemma3-12b,normative2,gemma3_normative2,23,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_normative2
gemma3-12b,subject_matter,gemma3_subject_matter,23,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter
gemma3-12b,subject_matter2,gemma3_subject_matter2,23,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter2
llama-pro,generalist,llama_generalist,24,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_generalist
llama-pro,generalist2,llama_generalist2,24,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_generalist2
llama-pro,normative,llama_normative,24,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_normative
llama-pro,normative2,llama_normative2,24,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_normative2
llama-pro,subject_matter,llama_subject_matter,24,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_subject_matter
llama-pro,subject_matter2,llama_subject_matter2,24,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_subject_matter2
mistral,generalist,mistral_generalist,24,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist
mistral,generalist2,mistral_generalist2,24,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist2
mistral,normative,mistral_normative,24,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative
mistral,normative2,mistral_normative2,24,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative2
mistral,subject_matter,mistral_subject_matter,24,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_subject_matter
mistral,subject_matter2,mistral_subject_matter2,24,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_subject_matter2
gemma3-12b,generalist,gemma3_generalist,24,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_generalist
gemma3-12b,generalist2,gemma3_generalist2,24,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_generalist2
gemma3-12b,normative,gemma3_normative,24,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_normative
gemma3-12b,normative2,gemma3_normative2,24,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_normative2
gemma3-12b,subject_matter,gemma3_subject_matter,24,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter
gemma3-12b,subject_matter2,gemma3_subject_matter2,24,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter2
llama-pro,generalist,llama_generalist,25,CONTEXT,NA,NA,2,Somewhat feasible,CONTEXT,2,L_llama_generalist
llama-pro,generalist2,llama_generalist2,25,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_generalist2
llama-pro,normative,llama_normative,25,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_normative
llama-pro,normative2,llama_normative2,25,CONTEXT,NA,NA,1,Not feasible,CONTEXT,1,L_llama_normative2
llama-pro,subject_matter,llama_subject_matter,25,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_subject_matter
llama-pro,subject_matter2,llama_subject_matter2,25,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_subject_matter2
mistral,generalist,mistral_generalist,25,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist
mistral,generalist2,mistral_generalist2,25,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist2
mistral,normative,mistral_normative,25,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative
mistral,normative2,mistral_normative2,25,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative2
mistral,subject_matter,mistral_subject_matter,25,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_subject_matter
mistral,subject_matter2,mistral_subject_matter2,25,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_subject_matter2
gemma3-12b,generalist,gemma3_generalist,25,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_generalist
gemma3-12b,generalist2,gemma3_generalist2,25,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_generalist2
gemma3-12b,normative,gemma3_normative,25,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_normative
gemma3-12b,normative2,gemma3_normative2,25,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_normative2
gemma3-12b,subject_matter,gemma3_subject_matter,25,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter
gemma3-12b,subject_matter2,gemma3_subject_matter2,25,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter2
llama-pro,generalist,llama_generalist,26,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_generalist
llama-pro,generalist2,llama_generalist2,26,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_generalist2
llama-pro,normative,llama_normative,26,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_normative
llama-pro,normative2,llama_normative2,26,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_normative2
llama-pro,subject_matter,llama_subject_matter,26,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_subject_matter
llama-pro,subject_matter2,llama_subject_matter2,26,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_subject_matter2
mistral,generalist,mistral_generalist,26,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist
mistral,generalist2,mistral_generalist2,26,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist2
mistral,normative,mistral_normative,26,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative
mistral,normative2,mistral_normative2,26,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative2
mistral,subject_matter,mistral_subject_matter,26,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_subject_matter
mistral,subject_matter2,mistral_subject_matter2,26,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_subject_matter2
gemma3-12b,generalist,gemma3_generalist,26,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_generalist
gemma3-12b,generalist2,gemma3_generalist2,26,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_generalist2
gemma3-12b,normative,gemma3_normative,26,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_normative
gemma3-12b,normative2,gemma3_normative2,26,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_normative2
gemma3-12b,subject_matter,gemma3_subject_matter,26,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter
gemma3-12b,subject_matter2,gemma3_subject_matter2,26,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter2
llama-pro,generalist,llama_generalist,27,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_generalist
llama-pro,generalist2,llama_generalist2,27,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_generalist2
llama-pro,normative,llama_normative,27,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_normative
llama-pro,normative2,llama_normative2,27,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_normative2
llama-pro,subject_matter,llama_subject_matter,27,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_subject_matter
llama-pro,subject_matter2,llama_subject_matter2,27,CONTEXT,NA,NA,2,Somewhat feasible,CONTEXT,2,L_llama_subject_matter2
mistral,generalist,mistral_generalist,27,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist
mistral,generalist2,mistral_generalist2,27,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist2
mistral,normative,mistral_normative,27,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative
mistral,normative2,mistral_normative2,27,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative2
mistral,subject_matter,mistral_subject_matter,27,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_subject_matter
mistral,subject_matter2,mistral_subject_matter2,27,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_subject_matter2
gemma3-12b,generalist,gemma3_generalist,27,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_generalist
gemma3-12b,generalist2,gemma3_generalist2,27,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_generalist2
gemma3-12b,normative,gemma3_normative,27,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_normative
gemma3-12b,normative2,gemma3_normative2,27,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_normative2
gemma3-12b,subject_matter,gemma3_subject_matter,27,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter
gemma3-12b,subject_matter2,gemma3_subject_matter2,27,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_gemma3_subject_matter2
llama-pro,generalist,llama_generalist,28,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_generalist
llama-pro,generalist2,llama_generalist2,28,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_generalist2
llama-pro,normative,llama_normative,28,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_normative
llama-pro,normative2,llama_normative2,28,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_normative2
llama-pro,subject_matter,llama_subject_matter,28,CONTEXT,NA,NA,4,Very feasible,CONTEXT,4,L_llama_subject_matter
llama-pro,subject_matter2,llama_subject_matter2,28,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_llama_subject_matter2
mistral,generalist,mistral_generalist,28,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist
mistral,generalist2,mistral_generalist2,28,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_generalist2
mistral,normative,mistral_normative,28,CONTEXT,NA,NA,3,Feasible,CONTEXT,3,L_mistral_normative
