source,base_model,model,variant_id,iteration,condition,rating,label,scenario,rating_ord
LLM,llama-pro,generalist,llama_generalist,1,NEU,2,Somewhat feasible,CONTEXT,2
LLM,llama-pro,generalist2,llama_generalist2,1,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,1,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,normative2,llama_normative2,1,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,subject_matter,llama_subject_matter,1,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,subject_matter2,llama_subject_matter2,1,NEU,2,Somewhat feasible,CONTEXT,2
LLM,mistral,generalist,mistral_generalist,1,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,1,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,1,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,1,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,1,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,1,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,1,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,1,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,1,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,1,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,1,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,1,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,2,NEU,2,Somewhat feasible,CONTEXT,2
LLM,llama-pro,generalist2,llama_generalist2,2,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,normative,llama_normative,2,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,normative2,llama_normative2,2,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter,llama_subject_matter,2,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter2,llama_subject_matter2,2,NEU,4,Very feasible,CONTEXT,4
LLM,mistral,generalist,mistral_generalist,2,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,2,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,2,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,2,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,2,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,2,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,2,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,2,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,2,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,2,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,2,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,2,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,3,NEU,2,Somewhat feasible,CONTEXT,2
LLM,llama-pro,generalist2,llama_generalist2,3,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,3,NEU,2,Somewhat feasible,CONTEXT,2
LLM,llama-pro,normative2,llama_normative2,3,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,subject_matter,llama_subject_matter,3,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter2,llama_subject_matter2,3,NEU,4,Very feasible,CONTEXT,4
LLM,mistral,generalist,mistral_generalist,3,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,3,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,3,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,3,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,3,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,3,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,3,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,3,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,3,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,3,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,3,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,3,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,4,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist2,llama_generalist2,4,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,4,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative2,llama_normative2,4,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,subject_matter,llama_subject_matter,4,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter2,llama_subject_matter2,4,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist,mistral_generalist,4,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,4,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,4,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,4,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,4,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,4,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,4,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,4,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,4,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,4,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,4,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,4,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,5,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist2,llama_generalist2,5,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,5,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative2,llama_normative2,5,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter,llama_subject_matter,5,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,subject_matter2,llama_subject_matter2,5,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist,mistral_generalist,5,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,5,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,5,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,5,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,5,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,5,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,5,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,5,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,5,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,5,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,5,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,5,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,6,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist2,llama_generalist2,6,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,6,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative2,llama_normative2,6,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter,llama_subject_matter,6,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,subject_matter2,llama_subject_matter2,6,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist,mistral_generalist,6,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,6,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,6,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,6,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,6,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,6,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,6,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,6,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,6,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,6,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,6,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,6,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,7,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist2,llama_generalist2,7,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,7,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative2,llama_normative2,7,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter,llama_subject_matter,7,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter2,llama_subject_matter2,7,NEU,4,Very feasible,CONTEXT,4
LLM,mistral,generalist,mistral_generalist,7,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,7,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,7,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,7,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,7,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,7,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,7,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,7,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,7,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,7,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,7,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,7,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,8,NEU,1,Not feasible,CONTEXT,1
LLM,llama-pro,generalist2,llama_generalist2,8,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,8,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,normative2,llama_normative2,8,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter,llama_subject_matter,8,NEU,2,Somewhat feasible,CONTEXT,2
LLM,llama-pro,subject_matter2,llama_subject_matter2,8,NEU,4,Very feasible,CONTEXT,4
LLM,mistral,generalist,mistral_generalist,8,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,8,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,8,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,8,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,8,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,8,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,8,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,8,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,8,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,8,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,8,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,8,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,9,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist2,llama_generalist2,9,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,9,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative2,llama_normative2,9,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter,llama_subject_matter,9,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter2,llama_subject_matter2,9,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist,mistral_generalist,9,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,9,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,9,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,9,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,9,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,9,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,9,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,9,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,9,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,9,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,9,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,9,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,10,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,generalist2,llama_generalist2,10,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,10,NEU,2,Somewhat feasible,CONTEXT,2
LLM,llama-pro,normative2,llama_normative2,10,NEU,2,Somewhat feasible,CONTEXT,2
LLM,llama-pro,subject_matter,llama_subject_matter,10,NEU,2,Somewhat feasible,CONTEXT,2
LLM,llama-pro,subject_matter2,llama_subject_matter2,10,NEU,4,Very feasible,CONTEXT,4
LLM,mistral,generalist,mistral_generalist,10,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,10,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,10,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,10,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,10,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,10,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,10,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,10,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,10,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,10,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,10,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,10,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,11,NEU,2,Somewhat feasible,CONTEXT,2
LLM,llama-pro,generalist2,llama_generalist2,11,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,11,NEU,2,Somewhat feasible,CONTEXT,2
LLM,llama-pro,normative2,llama_normative2,11,NEU,2,Somewhat feasible,CONTEXT,2
LLM,llama-pro,subject_matter,llama_subject_matter,11,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter2,llama_subject_matter2,11,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist,mistral_generalist,11,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,11,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,11,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,11,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,11,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,11,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,11,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,11,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,11,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,11,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,11,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,11,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,12,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist2,llama_generalist2,12,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,12,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative2,llama_normative2,12,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter,llama_subject_matter,12,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter2,llama_subject_matter2,12,NEU,4,Very feasible,CONTEXT,4
LLM,mistral,generalist,mistral_generalist,12,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,12,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,12,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,12,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,12,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,12,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,12,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,12,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,12,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,12,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,12,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,12,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,13,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist2,llama_generalist2,13,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,13,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative2,llama_normative2,13,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter,llama_subject_matter,13,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter2,llama_subject_matter2,13,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist,mistral_generalist,13,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,13,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,13,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,13,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,13,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,13,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,13,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,13,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,13,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,13,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,13,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,13,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,14,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist2,llama_generalist2,14,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,normative,llama_normative,14,NEU,2,Somewhat feasible,CONTEXT,2
LLM,llama-pro,normative2,llama_normative2,14,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter,llama_subject_matter,14,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,subject_matter2,llama_subject_matter2,14,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist,mistral_generalist,14,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,14,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,14,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,14,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,14,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,14,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,14,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,14,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,14,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,14,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,14,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,14,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,15,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist2,llama_generalist2,15,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,normative,llama_normative,15,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative2,llama_normative2,15,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,subject_matter,llama_subject_matter,15,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter2,llama_subject_matter2,15,NEU,4,Very feasible,CONTEXT,4
LLM,mistral,generalist,mistral_generalist,15,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,15,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,15,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,15,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,15,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,15,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,15,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,15,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,15,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,15,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,15,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,15,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,16,NEU,1,Not feasible,CONTEXT,1
LLM,llama-pro,generalist2,llama_generalist2,16,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,normative,llama_normative,16,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,normative2,llama_normative2,16,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter,llama_subject_matter,16,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,subject_matter2,llama_subject_matter2,16,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist,mistral_generalist,16,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,16,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,16,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,16,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,16,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,16,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,16,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,16,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,16,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,16,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,16,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,16,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,17,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist2,llama_generalist2,17,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,17,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,normative2,llama_normative2,17,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter,llama_subject_matter,17,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter2,llama_subject_matter2,17,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist,mistral_generalist,17,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,17,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,17,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,17,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,17,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,17,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,17,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,17,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,17,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,17,NEU,3,Feasible,CONTEXT,3
