row_id,variant_id,base_model,model,barrier_id,official_label,condition,iteration
normative_llama_08_b5,normative_llama,llama,normative,5,lack of pilot projects,context,8
subject-matter_llama_08_b1,subject-matter_llama,llama,subject-matter,1,"power losses, quality and safety issues",context,8
subject-matter_llama_08_b2,subject-matter_llama,llama,subject-matter,2,reduced reliability in DC devices,context,8
subject-matter_llama_08_b3,subject-matter_llama,llama,subject-matter,3,lack of use-cases in which DC is advantageous,context,8
subject-matter_llama_08_b4,subject-matter_llama,llama,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,8
subject-matter_llama_08_b5,subject-matter_llama,llama,subject-matter,5,lack of pilot projects,context,8
generalist_mistral_08_b1,generalist_mistral,mistral,generalist,1,"power losses, quality and safety issues",context,8
generalist_mistral_08_b2,generalist_mistral,mistral,generalist,2,reduced reliability in DC devices,context,8
generalist_mistral_08_b3,generalist_mistral,mistral,generalist,3,lack of use-cases in which DC is advantageous,context,8
generalist_mistral_08_b4,generalist_mistral,mistral,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,8
generalist_mistral_08_b5,generalist_mistral,mistral,generalist,5,lack of pilot projects,context,8
normative_mistral_08_b1,normative_mistral,mistral,normative,1,"power losses, quality and safety issues",context,8
normative_mistral_08_b2,normative_mistral,mistral,normative,2,reduced reliability in DC devices,context,8
normative_mistral_08_b4,normative_mistral,mistral,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,8
normative_mistral_08_b5,normative_mistral,mistral,normative,5,lack of pilot projects,context,8
normative_mistral_08_b9,normative_mistral,mistral,normative,9,lack of enough trained personnel in DC systems,context,8
subject-matter_mistral_08_b1,subject-matter_mistral,mistral,subject-matter,1,"power losses, quality and safety issues",context,8
subject-matter_mistral_08_b2,subject-matter_mistral,mistral,subject-matter,2,reduced reliability in DC devices,context,8
subject-matter_mistral_08_b4,subject-matter_mistral,mistral,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,8
subject-matter_mistral_08_b5,subject-matter_mistral,mistral,subject-matter,5,lack of pilot projects,context,8
subject-matter_mistral_08_b11,subject-matter_mistral,mistral,subject-matter,11,high costs of DC solutions,context,8
generalist_gemma3_08_b1,generalist_gemma3,gemma3,generalist,1,"power losses, quality and safety issues",context,8
generalist_gemma3_08_b3,generalist_gemma3,gemma3,generalist,3,lack of use-cases in which DC is advantageous,context,8
generalist_gemma3_08_b4,generalist_gemma3,gemma3,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,8
generalist_gemma3_08_b8,generalist_gemma3,gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,8
generalist_gemma3_08_b10,generalist_gemma3,gemma3,generalist,10,uncertain regulatory roadmap,context,8
normative_gemma3_08_b1,normative_gemma3,gemma3,normative,1,"power losses, quality and safety issues",context,8
normative_gemma3_08_b4,normative_gemma3,gemma3,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,8
normative_gemma3_08_b7,normative_gemma3,gemma3,normative,7,incompatibility of DC systems components,context,8
normative_gemma3_08_b8,normative_gemma3,gemma3,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,8
normative_gemma3_08_b11,normative_gemma3,gemma3,normative,11,high costs of DC solutions,context,8
subject-matter_gemma3_08_b1,subject-matter_gemma3,gemma3,subject-matter,1,"power losses, quality and safety issues",context,8
subject-matter_gemma3_08_b3,subject-matter_gemma3,gemma3,subject-matter,3,lack of use-cases in which DC is advantageous,context,8
subject-matter_gemma3_08_b4,subject-matter_gemma3,gemma3,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,8
subject-matter_gemma3_08_b8,subject-matter_gemma3,gemma3,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,8
subject-matter_gemma3_08_b10,subject-matter_gemma3,gemma3,subject-matter,10,uncertain regulatory roadmap,context,8
generalist_phi4_08_b1,generalist_phi4,phi4,generalist,1,"power losses, quality and safety issues",context,8
generalist_phi4_08_b3,generalist_phi4,phi4,generalist,3,lack of use-cases in which DC is advantageous,context,8
generalist_phi4_08_b4,generalist_phi4,phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,8
generalist_phi4_08_b5,generalist_phi4,phi4,generalist,5,lack of pilot projects,context,8
generalist_phi4_08_b10,generalist_phi4,phi4,generalist,10,uncertain regulatory roadmap,context,8
normative_phi4_08_b1,normative_phi4,phi4,normative,1,"power losses, quality and safety issues",context,8
normative_phi4_08_b3,normative_phi4,phi4,normative,3,lack of use-cases in which DC is advantageous,context,8
normative_phi4_08_b4,normative_phi4,phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,8
normative_phi4_08_b5,normative_phi4,phi4,normative,5,lack of pilot projects,context,8
normative_phi4_08_b10,normative_phi4,phi4,normative,10,uncertain regulatory roadmap,context,8
subject-matter_phi4_08_b1,subject-matter_phi4,phi4,subject-matter,1,"power losses, quality and safety issues",context,8
subject-matter_phi4_08_b3,subject-matter_phi4,phi4,subject-matter,3,lack of use-cases in which DC is advantageous,context,8
subject-matter_phi4_08_b4,subject-matter_phi4,phi4,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,8
subject-matter_phi4_08_b8,subject-matter_phi4,phi4,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,8
subject-matter_phi4_08_b10,subject-matter_phi4,phi4,subject-matter,10,uncertain regulatory roadmap,context,8
generalist_llama_09_b1,generalist_llama,llama,generalist,1,"power losses, quality and safety issues",context,9
generalist_llama_09_b4,generalist_llama,llama,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,9
generalist_llama_09_b3,generalist_llama,llama,generalist,3,lack of use-cases in which DC is advantageous,context,9
generalist_llama_09_b7,generalist_llama,llama,generalist,7,incompatibility of DC systems components,context,9
generalist_llama_09_b8,generalist_llama,llama,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,9
normative_llama_09_b1,normative_llama,llama,normative,1,"power losses, quality and safety issues",context,9
normative_llama_09_b3,normative_llama,llama,normative,3,lack of use-cases in which DC is advantageous,context,9
normative_llama_09_b4,normative_llama,llama,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,9
normative_llama_09_b7,normative_llama,llama,normative,7,incompatibility of DC systems components,context,9
normative_llama_09_b6,normative_llama,llama,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,context,9
subject-matter_llama_09_b1,subject-matter_llama,llama,subject-matter,1,"power losses, quality and safety issues",context,9
subject-matter_llama_09_b2,subject-matter_llama,llama,subject-matter,2,reduced reliability in DC devices,context,9
subject-matter_llama_09_b3,subject-matter_llama,llama,subject-matter,3,lack of use-cases in which DC is advantageous,context,9
subject-matter_llama_09_b4,subject-matter_llama,llama,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,9
subject-matter_llama_09_b5,subject-matter_llama,llama,subject-matter,5,lack of pilot projects,context,9
generalist_mistral_09_b1,generalist_mistral,mistral,generalist,1,"power losses, quality and safety issues",context,9
generalist_mistral_09_b2,generalist_mistral,mistral,generalist,2,reduced reliability in DC devices,context,9
generalist_mistral_09_b3,generalist_mistral,mistral,generalist,3,lack of use-cases in which DC is advantageous,context,9
generalist_mistral_09_b4,generalist_mistral,mistral,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,9
generalist_mistral_09_b5,generalist_mistral,mistral,generalist,5,lack of pilot projects,context,9
normative_mistral_09_b1,normative_mistral,mistral,normative,1,"power losses, quality and safety issues",context,9
normative_mistral_09_b2,normative_mistral,mistral,normative,2,reduced reliability in DC devices,context,9
normative_mistral_09_b3,normative_mistral,mistral,normative,3,lack of use-cases in which DC is advantageous,context,9
normative_mistral_09_b4,normative_mistral,mistral,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,9
normative_mistral_09_b5,normative_mistral,mistral,normative,5,lack of pilot projects,context,9
subject-matter_mistral_09_b1,subject-matter_mistral,mistral,subject-matter,1,"power losses, quality and safety issues",context,9
subject-matter_mistral_09_b2,subject-matter_mistral,mistral,subject-matter,2,reduced reliability in DC devices,context,9
subject-matter_mistral_09_b4,subject-matter_mistral,mistral,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,9
subject-matter_mistral_09_b5,subject-matter_mistral,mistral,subject-matter,5,lack of pilot projects,context,9
subject-matter_mistral_09_b10,subject-matter_mistral,mistral,subject-matter,10,uncertain regulatory roadmap,context,9
generalist_gemma3_09_b1,generalist_gemma3,gemma3,generalist,1,"power losses, quality and safety issues",context,9
generalist_gemma3_09_b3,generalist_gemma3,gemma3,generalist,3,lack of use-cases in which DC is advantageous,context,9
generalist_gemma3_09_b4,generalist_gemma3,gemma3,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,9
generalist_gemma3_09_b8,generalist_gemma3,gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,9
generalist_gemma3_09_b11,generalist_gemma3,gemma3,generalist,11,high costs of DC solutions,context,9
normative_gemma3_09_b1,normative_gemma3,gemma3,normative,1,"power losses, quality and safety issues",context,9
normative_gemma3_09_b4,normative_gemma3,gemma3,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,9
normative_gemma3_09_b7,normative_gemma3,gemma3,normative,7,incompatibility of DC systems components,context,9
normative_gemma3_09_b8,normative_gemma3,gemma3,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,9
normative_gemma3_09_b11,normative_gemma3,gemma3,normative,11,high costs of DC solutions,context,9
subject-matter_gemma3_09_b1,subject-matter_gemma3,gemma3,subject-matter,1,"power losses, quality and safety issues",context,9
subject-matter_gemma3_09_b4,subject-matter_gemma3,gemma3,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,9
subject-matter_gemma3_09_b7,subject-matter_gemma3,gemma3,subject-matter,7,incompatibility of DC systems components,context,9
subject-matter_gemma3_09_b8,subject-matter_gemma3,gemma3,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,9
subject-matter_gemma3_09_b11,subject-matter_gemma3,gemma3,subject-matter,11,high costs of DC solutions,context,9
generalist_phi4_09_b1,generalist_phi4,phi4,generalist,1,"power losses, quality and safety issues",context,9
generalist_phi4_09_b3,generalist_phi4,phi4,generalist,3,lack of use-cases in which DC is advantageous,context,9
generalist_phi4_09_b4,generalist_phi4,phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,9
generalist_phi4_09_b5,generalist_phi4,phi4,generalist,5,lack of pilot projects,context,9
generalist_phi4_09_b11,generalist_phi4,phi4,generalist,11,high costs of DC solutions,context,9
normative_phi4_09_b1,normative_phi4,phi4,normative,1,"power losses, quality and safety issues",context,9
normative_phi4_09_b3,normative_phi4,phi4,normative,3,lack of use-cases in which DC is advantageous,context,9
normative_phi4_09_b4,normative_phi4,phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,9
normative_phi4_09_b5,normative_phi4,phi4,normative,5,lack of pilot projects,context,9
normative_phi4_09_b10,normative_phi4,phi4,normative,10,uncertain regulatory roadmap,context,9
subject-matter_phi4_09_b1,subject-matter_phi4,phi4,subject-matter,1,"power losses, quality and safety issues",context,9
subject-matter_phi4_09_b4,subject-matter_phi4,phi4,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,9
subject-matter_phi4_09_b5,subject-matter_phi4,phi4,subject-matter,5,lack of pilot projects,context,9
subject-matter_phi4_09_b9,subject-matter_phi4,phi4,subject-matter,9,lack of enough trained personnel in DC systems,context,9
subject-matter_phi4_09_b10,subject-matter_phi4,phi4,subject-matter,10,uncertain regulatory roadmap,context,9
generalist_llama_10_b1,generalist_llama,llama,generalist,1,"power losses, quality and safety issues",context,10
generalist_llama_10_b2,generalist_llama,llama,generalist,2,reduced reliability in DC devices,context,10
generalist_llama_10_b3,generalist_llama,llama,generalist,3,lack of use-cases in which DC is advantageous,context,10
generalist_llama_10_b4,generalist_llama,llama,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,10
generalist_llama_10_b5,generalist_llama,llama,generalist,5,lack of pilot projects,context,10
normative_llama_10_b1,normative_llama,llama,normative,1,"power losses, quality and safety issues",context,10
normative_llama_10_b2,normative_llama,llama,normative,2,reduced reliability in DC devices,context,10
normative_llama_10_b3,normative_llama,llama,normative,3,lack of use-cases in which DC is advantageous,context,10
normative_llama_10_b4,normative_llama,llama,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,10
normative_llama_10_b5,normative_llama,llama,normative,5,lack of pilot projects,context,10
subject-matter_llama_10_b1,subject-matter_llama,llama,subject-matter,1,"power losses, quality and safety issues",context,10
subject-matter_llama_10_b2,subject-matter_llama,llama,subject-matter,2,reduced reliability in DC devices,context,10
subject-matter_llama_10_b4,subject-matter_llama,llama,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,10
subject-matter_llama_10_b5,subject-matter_llama,llama,subject-matter,5,lack of pilot projects,context,10
subject-matter_llama_10_b6,subject-matter_llama,llama,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,context,10
generalist_mistral_10_b1,generalist_mistral,mistral,generalist,1,"power losses, quality and safety issues",context,10
generalist_mistral_10_b2,generalist_mistral,mistral,generalist,2,reduced reliability in DC devices,context,10
generalist_mistral_10_b3,generalist_mistral,mistral,generalist,3,lack of use-cases in which DC is advantageous,context,10
generalist_mistral_10_b4,generalist_mistral,mistral,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,10
generalist_mistral_10_b5,generalist_mistral,mistral,generalist,5,lack of pilot projects,context,10
normative_mistral_10_b1,normative_mistral,mistral,normative,1,"power losses, quality and safety issues",context,10
normative_mistral_10_b2,normative_mistral,mistral,normative,2,reduced reliability in DC devices,context,10
normative_mistral_10_b4,normative_mistral,mistral,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,10
normative_mistral_10_b5,normative_mistral,mistral,normative,5,lack of pilot projects,context,10
normative_mistral_10_b6,normative_mistral,mistral,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,context,10
subject-matter_mistral_10_b1,subject-matter_mistral,mistral,subject-matter,1,"power losses, quality and safety issues",context,10
subject-matter_mistral_10_b2,subject-matter_mistral,mistral,subject-matter,2,reduced reliability in DC devices,context,10
subject-matter_mistral_10_b3,subject-matter_mistral,mistral,subject-matter,3,lack of use-cases in which DC is advantageous,context,10
subject-matter_mistral_10_b4,subject-matter_mistral,mistral,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,10
subject-matter_mistral_10_b5,subject-matter_mistral,mistral,subject-matter,5,lack of pilot projects,context,10
generalist_gemma3_10_b1,generalist_gemma3,gemma3,generalist,1,"power losses, quality and safety issues",context,10
generalist_gemma3_10_b3,generalist_gemma3,gemma3,generalist,3,lack of use-cases in which DC is advantageous,context,10
generalist_gemma3_10_b4,generalist_gemma3,gemma3,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,10
generalist_gemma3_10_b8,generalist_gemma3,gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,10
generalist_gemma3_10_b11,generalist_gemma3,gemma3,generalist,11,high costs of DC solutions,context,10
normative_gemma3_10_b1,normative_gemma3,gemma3,normative,1,"power losses, quality and safety issues",context,10
normative_gemma3_10_b4,normative_gemma3,gemma3,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,10
normative_gemma3_10_b7,normative_gemma3,gemma3,normative,7,incompatibility of DC systems components,context,10
normative_gemma3_10_b8,normative_gemma3,gemma3,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,10
normative_gemma3_10_b11,normative_gemma3,gemma3,normative,11,high costs of DC solutions,context,10
subject-matter_gemma3_10_b1,subject-matter_gemma3,gemma3,subject-matter,1,"power losses, quality and safety issues",context,10
subject-matter_gemma3_10_b3,subject-matter_gemma3,gemma3,subject-matter,3,lack of use-cases in which DC is advantageous,context,10
subject-matter_gemma3_10_b4,subject-matter_gemma3,gemma3,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,10
subject-matter_gemma3_10_b8,subject-matter_gemma3,gemma3,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,10
subject-matter_gemma3_10_b10,subject-matter_gemma3,gemma3,subject-matter,10,uncertain regulatory roadmap,context,10
generalist_phi4_10_b1,generalist_phi4,phi4,generalist,1,"power losses, quality and safety issues",context,10
generalist_phi4_10_b3,generalist_phi4,phi4,generalist,3,lack of use-cases in which DC is advantageous,context,10
generalist_phi4_10_b4,generalist_phi4,phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,10
generalist_phi4_10_b5,generalist_phi4,phi4,generalist,5,lack of pilot projects,context,10
generalist_phi4_10_b10,generalist_phi4,phi4,generalist,10,uncertain regulatory roadmap,context,10
normative_phi4_10_b1,normative_phi4,phi4,normative,1,"power losses, quality and safety issues",context,10
normative_phi4_10_b3,normative_phi4,phi4,normative,3,lack of use-cases in which DC is advantageous,context,10
normative_phi4_10_b4,normative_phi4,phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,10
normative_phi4_10_b5,normative_phi4,phi4,normative,5,lack of pilot projects,context,10
normative_phi4_10_b10,normative_phi4,phi4,normative,10,uncertain regulatory roadmap,context,10
subject-matter_phi4_10_b1,subject-matter_phi4,phi4,subject-matter,1,"power losses, quality and safety issues",context,10
subject-matter_phi4_10_b2,subject-matter_phi4,phi4,subject-matter,2,reduced reliability in DC devices,context,10
subject-matter_phi4_10_b3,subject-matter_phi4,phi4,subject-matter,3,lack of use-cases in which DC is advantageous,context,10
subject-matter_phi4_10_b4,subject-matter_phi4,phi4,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,10
subject-matter_phi4_10_b11,subject-matter_phi4,phi4,subject-matter,11,high costs of DC solutions,context,10
generalist_llama_11_b1,generalist_llama,llama,generalist,1,"power losses, quality and safety issues",context,11
generalist_llama_11_b2,generalist_llama,llama,generalist,2,reduced reliability in DC devices,context,11
generalist_llama_11_b3,generalist_llama,llama,generalist,3,lack of use-cases in which DC is advantageous,context,11
generalist_llama_11_b4,generalist_llama,llama,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,11
generalist_llama_11_b5,generalist_llama,llama,generalist,5,lack of pilot projects,context,11
normative_llama_11_b1,normative_llama,llama,normative,1,"power losses, quality and safety issues",context,11
normative_llama_11_b2,normative_llama,llama,normative,2,reduced reliability in DC devices,context,11
normative_llama_11_b3,normative_llama,llama,normative,3,lack of use-cases in which DC is advantageous,context,11
normative_llama_11_b4,normative_llama,llama,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,11
normative_llama_11_b5,normative_llama,llama,normative,5,lack of pilot projects,context,11
subject-matter_llama_11_b1,subject-matter_llama,llama,subject-matter,1,"power losses, quality and safety issues",context,11
subject-matter_llama_11_b2,subject-matter_llama,llama,subject-matter,2,reduced reliability in DC devices,context,11
subject-matter_llama_11_b3,subject-matter_llama,llama,subject-matter,3,lack of use-cases in which DC is advantageous,context,11
subject-matter_llama_11_b4,subject-matter_llama,llama,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,11
subject-matter_llama_11_b5,subject-matter_llama,llama,subject-matter,5,lack of pilot projects,context,11
generalist_mistral_11_b1,generalist_mistral,mistral,generalist,1,"power losses, quality and safety issues",context,11
generalist_mistral_11_b2,generalist_mistral,mistral,generalist,2,reduced reliability in DC devices,context,11
generalist_mistral_11_b3,generalist_mistral,mistral,generalist,3,lack of use-cases in which DC is advantageous,context,11
generalist_mistral_11_b4,generalist_mistral,mistral,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,11
generalist_mistral_11_b5,generalist_mistral,mistral,generalist,5,lack of pilot projects,context,11
normative_mistral_11_b1,normative_mistral,mistral,normative,1,"power losses, quality and safety issues",context,11
normative_mistral_11_b2,normative_mistral,mistral,normative,2,reduced reliability in DC devices,context,11
normative_mistral_11_b4,normative_mistral,mistral,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,11
normative_mistral_11_b5,normative_mistral,mistral,normative,5,lack of pilot projects,context,11
normative_mistral_11_b6,normative_mistral,mistral,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,context,11
subject-matter_mistral_11_b1,subject-matter_mistral,mistral,subject-matter,1,"power losses, quality and safety issues",context,11
subject-matter_mistral_11_b2,subject-matter_mistral,mistral,subject-matter,2,reduced reliability in DC devices,context,11
subject-matter_mistral_11_b3,subject-matter_mistral,mistral,subject-matter,3,lack of use-cases in which DC is advantageous,context,11
subject-matter_mistral_11_b4,subject-matter_mistral,mistral,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,11
subject-matter_mistral_11_b5,subject-matter_mistral,mistral,subject-matter,5,lack of pilot projects,context,11
generalist_gemma3_11_b1,generalist_gemma3,gemma3,generalist,1,"power losses, quality and safety issues",context,11
generalist_gemma3_11_b3,generalist_gemma3,gemma3,generalist,3,lack of use-cases in which DC is advantageous,context,11
generalist_gemma3_11_b4,generalist_gemma3,gemma3,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,11
generalist_gemma3_11_b8,generalist_gemma3,gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,11
generalist_gemma3_11_b10,generalist_gemma3,gemma3,generalist,10,uncertain regulatory roadmap,context,11
normative_gemma3_11_b1,normative_gemma3,gemma3,normative,1,"power losses, quality and safety issues",context,11
normative_gemma3_11_b4,normative_gemma3,gemma3,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,11
normative_gemma3_11_b7,normative_gemma3,gemma3,normative,7,incompatibility of DC systems components,context,11
normative_gemma3_11_b8,normative_gemma3,gemma3,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,11
normative_gemma3_11_b11,normative_gemma3,gemma3,normative,11,high costs of DC solutions,context,11
subject-matter_gemma3_11_b1,subject-matter_gemma3,gemma3,subject-matter,1,"power losses, quality and safety issues",context,11
subject-matter_gemma3_11_b5,subject-matter_gemma3,gemma3,subject-matter,5,lack of pilot projects,context,11
subject-matter_gemma3_11_b4,subject-matter_gemma3,gemma3,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,11
subject-matter_gemma3_11_b8,subject-matter_gemma3,gemma3,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,11
subject-matter_gemma3_11_b10,subject-matter_gemma3,gemma3,subject-matter,10,uncertain regulatory roadmap,context,11
generalist_phi4_11_b1,generalist_phi4,phi4,generalist,1,"power losses, quality and safety issues",context,11
generalist_phi4_11_b2,generalist_phi4,phi4,generalist,2,reduced reliability in DC devices,context,11
generalist_phi4_11_b3,generalist_phi4,phi4,generalist,3,lack of use-cases in which DC is advantageous,context,11
generalist_phi4_11_b4,generalist_phi4,phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,11
generalist_phi4_11_b5,generalist_phi4,phi4,generalist,5,lack of pilot projects,context,11
normative_phi4_11_b1,normative_phi4,phi4,normative,1,"power losses, quality and safety issues",context,11
normative_phi4_11_b2,normative_phi4,phi4,normative,2,reduced reliability in DC devices,context,11
normative_phi4_11_b3,normative_phi4,phi4,normative,3,lack of use-cases in which DC is advantageous,context,11
normative_phi4_11_b4,normative_phi4,phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,11
normative_phi4_11_b11,normative_phi4,phi4,normative,11,high costs of DC solutions,context,11
subject-matter_phi4_11_b1,subject-matter_phi4,phi4,subject-matter,1,"power losses, quality and safety issues",context,11
subject-matter_phi4_11_b3,subject-matter_phi4,phi4,subject-matter,3,lack of use-cases in which DC is advantageous,context,11
subject-matter_phi4_11_b4,subject-matter_phi4,phi4,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,11
subject-matter_phi4_11_b5,subject-matter_phi4,phi4,subject-matter,5,lack of pilot projects,context,11
subject-matter_phi4_11_b10,subject-matter_phi4,phi4,subject-matter,10,uncertain regulatory roadmap,context,11
generalist_llama_12_b1,generalist_llama,llama,generalist,1,"power losses, quality and safety issues",context,12
generalist_llama_12_b2,generalist_llama,llama,generalist,2,reduced reliability in DC devices,context,12
generalist_llama_12_b3,generalist_llama,llama,generalist,3,lack of use-cases in which DC is advantageous,context,12
generalist_llama_12_b4,generalist_llama,llama,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,12
generalist_llama_12_b5,generalist_llama,llama,generalist,5,lack of pilot projects,context,12
normative_llama_12_b6,normative_llama,llama,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,context,12
normative_llama_12_b7,normative_llama,llama,normative,7,incompatibility of DC systems components,context,12
normative_llama_12_b9,normative_llama,llama,normative,9,lack of enough trained personnel in DC systems,context,12
normative_llama_12_b10,normative_llama,llama,normative,10,uncertain regulatory roadmap,context,12
normative_llama_12_b11,normative_llama,llama,normative,11,high costs of DC solutions,context,12
subject-matter_llama_12_b1,subject-matter_llama,llama,subject-matter,1,"power losses, quality and safety issues",context,12
subject-matter_llama_12_b4,subject-matter_llama,llama,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,12
subject-matter_llama_12_b3,subject-matter_llama,llama,subject-matter,3,lack of use-cases in which DC is advantageous,context,12
subject-matter_llama_12_b6,subject-matter_llama,llama,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,context,12
subject-matter_llama_12_b7,subject-matter_llama,llama,subject-matter,7,incompatibility of DC systems components,context,12
generalist_mistral_12_b1,generalist_mistral,mistral,generalist,1,"power losses, quality and safety issues",context,12
generalist_mistral_12_b2,generalist_mistral,mistral,generalist,2,reduced reliability in DC devices,context,12
generalist_mistral_12_b4,generalist_mistral,mistral,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,12
generalist_mistral_12_b5,generalist_mistral,mistral,generalist,5,lack of pilot projects,context,12
generalist_mistral_12_b11,generalist_mistral,mistral,generalist,11,high costs of DC solutions,context,12
normative_mistral_12_b1,normative_mistral,mistral,normative,1,"power losses, quality and safety issues",context,12
normative_mistral_12_b2,normative_mistral,mistral,normative,2,reduced reliability in DC devices,context,12
normative_mistral_12_b4,normative_mistral,mistral,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,12
normative_mistral_12_b5,normative_mistral,mistral,normative,5,lack of pilot projects,context,12
normative_mistral_12_b6,normative_mistral,mistral,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,context,12
subject-matter_mistral_12_b1,subject-matter_mistral,mistral,subject-matter,1,"power losses, quality and safety issues",context,12
subject-matter_mistral_12_b2,subject-matter_mistral,mistral,subject-matter,2,reduced reliability in DC devices,context,12
subject-matter_mistral_12_b3,subject-matter_mistral,mistral,subject-matter,3,lack of use-cases in which DC is advantageous,context,12
subject-matter_mistral_12_b4,subject-matter_mistral,mistral,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,12
subject-matter_mistral_12_b5,subject-matter_mistral,mistral,subject-matter,5,lack of pilot projects,context,12
generalist_gemma3_12_b1,generalist_gemma3,gemma3,generalist,1,"power losses, quality and safety issues",context,12
generalist_gemma3_12_b3,generalist_gemma3,gemma3,generalist,3,lack of use-cases in which DC is advantageous,context,12
