row_id,source,base_model,variant_id,model,dc_solution,rating,label,condition,iteration,timestamp
llama_normative_30_20250807_214447,llm,llama,llama_normative,normative,DC solution design tool,3,Important,CONTEXT,30.0,20250807_214447
llama_normative2_30_20250807_214447,llm,llama,llama_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,30.0,20250807_214447
llama_subject_matter_30_20250807_214447,llm,llama,llama_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,30.0,20250807_214447
llama_subject_matter2_30_20250807_214447,llm,llama,llama_subject_matter2,subject_matter2,DC solution design tool,3,Important,CONTEXT,30.0,20250807_214447
mistral_generalist_30_20250807_214447,llm,mistral,mistral_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,30.0,20250807_214447
mistral_generalist2_30_20250807_214447,llm,mistral,mistral_generalist2,generalist2,DC solution design tool,4,Very important,CONTEXT,30.0,20250807_214447
mistral_normative_30_20250807_214447,llm,mistral,mistral_normative,normative,DC solution design tool,4,Very important,CONTEXT,30.0,20250807_214447
mistral_normative2_30_20250807_214447,llm,mistral,mistral_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,30.0,20250807_214447
mistral_subject_matter_30_20250807_214447,llm,mistral,mistral_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,30.0,20250807_214447
mistral_subject_matter2_30_20250807_214447,llm,mistral,mistral_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,30.0,20250807_214447
gemma3_generalist_30_20250807_214447,llm,gemma3,gemma3_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,30.0,20250807_214447
gemma3_generalist2_30_20250807_214447,llm,gemma3,gemma3_generalist2,generalist2,DC solution design tool,4,Very important,CONTEXT,30.0,20250807_214447
gemma3_normative_30_20250807_214447,llm,gemma3,gemma3_normative,normative,DC solution design tool,4,Very important,CONTEXT,30.0,20250807_214447
gemma3_normative2_30_20250807_214447,llm,gemma3,gemma3_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,30.0,20250807_214447
gemma3_subject_matter_30_20250807_214447,llm,gemma3,gemma3_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,30.0,20250807_214447
gemma3_subject_matter2_30_20250807_214447,llm,gemma3,gemma3_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,30.0,20250807_214447
llama_generalist_31_20250807_214809,llm,llama,llama_generalist,generalist,DC solution design tool,3,Important,CONTEXT,31.0,20250807_214809
llama_generalist2_31_20250807_214809,llm,llama,llama_generalist2,generalist2,DC solution design tool,3,Important,CONTEXT,31.0,20250807_214809
llama_normative_31_20250807_214809,llm,llama,llama_normative,normative,DC solution design tool,3,Important,CONTEXT,31.0,20250807_214809
llama_normative2_31_20250807_214809,llm,llama,llama_normative2,normative2,DC solution design tool,3,Important,CONTEXT,31.0,20250807_214809
llama_subject_matter_31_20250807_214809,llm,llama,llama_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,31.0,20250807_214809
llama_subject_matter2_31_20250807_214809,llm,llama,llama_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,31.0,20250807_214809
mistral_generalist_31_20250807_214809,llm,mistral,mistral_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,31.0,20250807_214809
mistral_generalist2_31_20250807_214809,llm,mistral,mistral_generalist2,generalist2,DC solution design tool,4,Very important,CONTEXT,31.0,20250807_214809
mistral_normative_31_20250807_214809,llm,mistral,mistral_normative,normative,DC solution design tool,4,Very important,CONTEXT,31.0,20250807_214809
mistral_normative2_31_20250807_214809,llm,mistral,mistral_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,31.0,20250807_214809
mistral_subject_matter_31_20250807_214809,llm,mistral,mistral_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,31.0,20250807_214809
mistral_subject_matter2_31_20250807_214809,llm,mistral,mistral_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,31.0,20250807_214809
gemma3_generalist_31_20250807_214809,llm,gemma3,gemma3_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,31.0,20250807_214809
gemma3_generalist2_31_20250807_214809,llm,gemma3,gemma3_generalist2,generalist2,DC solution design tool,4,Very important,CONTEXT,31.0,20250807_214809
gemma3_normative_31_20250807_214809,llm,gemma3,gemma3_normative,normative,DC solution design tool,4,Very important,CONTEXT,31.0,20250807_214809
gemma3_normative2_31_20250807_214809,llm,gemma3,gemma3_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,31.0,20250807_214809
gemma3_subject_matter_31_20250807_214809,llm,gemma3,gemma3_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,31.0,20250807_214809
gemma3_subject_matter2_31_20250807_214809,llm,gemma3,gemma3_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,31.0,20250807_214809
llama_generalist_32_20250807_220512,llm,llama,llama_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,32.0,20250807_220512
llama_generalist2_32_20250807_220512,llm,llama,llama_generalist2,generalist2,DC solution design tool,4,Very important,CONTEXT,32.0,20250807_220512
llama_normative_32_20250807_220512,llm,llama,llama_normative,normative,DC solution design tool,4,Very important,CONTEXT,32.0,20250807_220512
llama_normative2_32_20250807_220512,llm,llama,llama_normative2,normative2,DC solution design tool,3,Important,CONTEXT,32.0,20250807_220512
llama_subject_matter_32_20250807_220512,llm,llama,llama_subject_matter,subject_matter,DC solution design tool,3,Important,CONTEXT,32.0,20250807_220512
llama_subject_matter2_32_20250807_220512,llm,llama,llama_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,32.0,20250807_220512
mistral_generalist_32_20250807_220512,llm,mistral,mistral_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,32.0,20250807_220512
mistral_generalist2_32_20250807_220512,llm,mistral,mistral_generalist2,generalist2,DC solution design tool,4,Very important,CONTEXT,32.0,20250807_220512
mistral_normative_32_20250807_220512,llm,mistral,mistral_normative,normative,DC solution design tool,4,Very important,CONTEXT,32.0,20250807_220512
mistral_normative2_32_20250807_220512,llm,mistral,mistral_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,32.0,20250807_220512
mistral_subject_matter_32_20250807_220512,llm,mistral,mistral_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,32.0,20250807_220512
mistral_subject_matter2_32_20250807_220512,llm,mistral,mistral_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,32.0,20250807_220512
gemma3_generalist_32_20250807_220512,llm,gemma3,gemma3_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,32.0,20250807_220512
gemma3_generalist2_32_20250807_220512,llm,gemma3,gemma3_generalist2,generalist2,DC solution design tool,4,Very important,CONTEXT,32.0,20250807_220512
gemma3_normative_32_20250807_220512,llm,gemma3,gemma3_normative,normative,DC solution design tool,4,Very important,CONTEXT,32.0,20250807_220512
gemma3_normative2_32_20250807_220512,llm,gemma3,gemma3_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,32.0,20250807_220512
gemma3_subject_matter_32_20250807_220512,llm,gemma3,gemma3_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,32.0,20250807_220512
gemma3_subject_matter2_32_20250807_220512,llm,gemma3,gemma3_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,32.0,20250807_220512
llama_generalist_33_20250807_220710,llm,llama,llama_generalist,generalist,DC solution design tool,3,Important,CONTEXT,33.0,20250807_220710
llama_generalist2_33_20250807_220710,llm,llama,llama_generalist2,generalist2,DC solution design tool,3,Important,CONTEXT,33.0,20250807_220710
llama_normative_33_20250807_220710,llm,llama,llama_normative,normative,DC solution design tool,3,Important,CONTEXT,33.0,20250807_220710
llama_normative2_33_20250807_220710,llm,llama,llama_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,33.0,20250807_220710
llama_subject_matter_33_20250807_220710,llm,llama,llama_subject_matter,subject_matter,DC solution design tool,3,Important,CONTEXT,33.0,20250807_220710
llama_subject_matter2_33_20250807_220710,llm,llama,llama_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,33.0,20250807_220710
mistral_generalist_33_20250807_220710,llm,mistral,mistral_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,33.0,20250807_220710
mistral_generalist2_33_20250807_220710,llm,mistral,mistral_generalist2,generalist2,DC solution design tool,4,Very important,CONTEXT,33.0,20250807_220710
mistral_normative_33_20250807_220710,llm,mistral,mistral_normative,normative,DC solution design tool,4,Very important,CONTEXT,33.0,20250807_220710
mistral_normative2_33_20250807_220710,llm,mistral,mistral_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,33.0,20250807_220710
mistral_subject_matter_33_20250807_220710,llm,mistral,mistral_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,33.0,20250807_220710
mistral_subject_matter2_33_20250807_220710,llm,mistral,mistral_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,33.0,20250807_220710
gemma3_generalist_33_20250807_220710,llm,gemma3,gemma3_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,33.0,20250807_220710
gemma3_generalist2_33_20250807_220710,llm,gemma3,gemma3_generalist2,generalist2,DC solution design tool,4,Very important,CONTEXT,33.0,20250807_220710
gemma3_normative_33_20250807_220710,llm,gemma3,gemma3_normative,normative,DC solution design tool,4,Very important,CONTEXT,33.0,20250807_220710
gemma3_normative2_33_20250807_220710,llm,gemma3,gemma3_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,33.0,20250807_220710
gemma3_subject_matter_33_20250807_220710,llm,gemma3,gemma3_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,33.0,20250807_220710
gemma3_subject_matter2_33_20250807_220710,llm,gemma3,gemma3_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,33.0,20250807_220710
llama_generalist_34_20250807_223443,llm,llama,llama_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,34.0,20250807_223443
llama_generalist2_34_20250807_223443,llm,llama,llama_generalist2,generalist2,DC solution design tool,3,Important,CONTEXT,34.0,20250807_223443
llama_normative_34_20250807_223443,llm,llama,llama_normative,normative,DC solution design tool,4,Very important,CONTEXT,34.0,20250807_223443
llama_normative2_34_20250807_223443,llm,llama,llama_normative2,normative2,DC solution design tool,3,Important,CONTEXT,34.0,20250807_223443
llama_subject_matter_34_20250807_223443,llm,llama,llama_subject_matter,subject_matter,DC solution design tool,3,Important,CONTEXT,34.0,20250807_223443
llama_subject_matter2_34_20250807_223443,llm,llama,llama_subject_matter2,subject_matter2,DC solution design tool,3,Important,CONTEXT,34.0,20250807_223443
mistral_generalist_34_20250807_223443,llm,mistral,mistral_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,34.0,20250807_223443
mistral_generalist2_34_20250807_223443,llm,mistral,mistral_generalist2,generalist2,DC solution design tool,4,Very important,CONTEXT,34.0,20250807_223443
mistral_normative_34_20250807_223443,llm,mistral,mistral_normative,normative,DC solution design tool,4,Very important,CONTEXT,34.0,20250807_223443
mistral_normative2_34_20250807_223443,llm,mistral,mistral_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,34.0,20250807_223443
mistral_subject_matter_34_20250807_223443,llm,mistral,mistral_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,34.0,20250807_223443
mistral_subject_matter2_34_20250807_223443,llm,mistral,mistral_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,34.0,20250807_223443
gemma3_generalist_34_20250807_223443,llm,gemma3,gemma3_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,34.0,20250807_223443
gemma3_generalist2_34_20250807_223443,llm,gemma3,gemma3_generalist2,generalist2,DC solution design tool,4,Very important,CONTEXT,34.0,20250807_223443
gemma3_normative_34_20250807_223443,llm,gemma3,gemma3_normative,normative,DC solution design tool,4,Very important,CONTEXT,34.0,20250807_223443
gemma3_normative2_34_20250807_223443,llm,gemma3,gemma3_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,34.0,20250807_223443
gemma3_subject_matter_34_20250807_223443,llm,gemma3,gemma3_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,34.0,20250807_223443
gemma3_subject_matter2_34_20250807_223443,llm,gemma3,gemma3_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,34.0,20250807_223443
llama_generalist_35_20250807_225059,llm,llama,llama_generalist,generalist,DC solution design tool,3,Important,CONTEXT,35.0,20250807_225059
llama_generalist2_35_20250807_225059,llm,llama,llama_generalist2,generalist2,DC solution design tool,3,Important,CONTEXT,35.0,20250807_225059
llama_normative_35_20250807_225059,llm,llama,llama_normative,normative,DC solution design tool,4,Very important,CONTEXT,35.0,20250807_225059
llama_normative2_35_20250807_225059,llm,llama,llama_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,35.0,20250807_225059
llama_subject_matter_35_20250807_225059,llm,llama,llama_subject_matter,subject_matter,DC solution design tool,3,Important,CONTEXT,35.0,20250807_225059
llama_subject_matter2_35_20250807_225059,llm,llama,llama_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,35.0,20250807_225059
mistral_generalist_35_20250807_225059,llm,mistral,mistral_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,35.0,20250807_225059
mistral_generalist2_35_20250807_225059,llm,mistral,mistral_generalist2,generalist2,DC solution design tool,4,Very important,CONTEXT,35.0,20250807_225059
mistral_normative_35_20250807_225059,llm,mistral,mistral_normative,normative,DC solution design tool,4,Very important,CONTEXT,35.0,20250807_225059
mistral_normative2_35_20250807_225059,llm,mistral,mistral_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,35.0,20250807_225059
mistral_subject_matter_35_20250807_225059,llm,mistral,mistral_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,35.0,20250807_225059
mistral_subject_matter2_35_20250807_225059,llm,mistral,mistral_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,35.0,20250807_225059
gemma3_generalist_35_20250807_225059,llm,gemma3,gemma3_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,35.0,20250807_225059
gemma3_generalist2_35_20250807_225059,llm,gemma3,gemma3_generalist2,generalist2,DC solution design tool,4,Very important,CONTEXT,35.0,20250807_225059
gemma3_normative_35_20250807_225059,llm,gemma3,gemma3_normative,normative,DC solution design tool,4,Very important,CONTEXT,35.0,20250807_225059
gemma3_normative2_35_20250807_225059,llm,gemma3,gemma3_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,35.0,20250807_225059
gemma3_subject_matter_35_20250807_225059,llm,gemma3,gemma3_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,35.0,20250807_225059
gemma3_subject_matter2_35_20250807_225059,llm,gemma3,gemma3_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,35.0,20250807_225059
llama_generalist_36_20250807_230053,llm,llama,llama_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,36.0,20250807_230053
llama_generalist2_36_20250807_230053,llm,llama,llama_generalist2,generalist2,DC solution design tool,4,Very important,CONTEXT,36.0,20250807_230053
llama_normative_36_20250807_230053,llm,llama,llama_normative,normative,DC solution design tool,4,Very important,CONTEXT,36.0,20250807_230053
llama_normative2_36_20250807_230053,llm,llama,llama_normative2,normative2,DC solution design tool,3,Important,CONTEXT,36.0,20250807_230053
llama_subject_matter_36_20250807_230053,llm,llama,llama_subject_matter,subject_matter,DC solution design tool,3,Important,CONTEXT,36.0,20250807_230053
llama_subject_matter2_36_20250807_230053,llm,llama,llama_subject_matter2,subject_matter2,DC solution design tool,3,Important,CONTEXT,36.0,20250807_230053
mistral_generalist_36_20250807_230053,llm,mistral,mistral_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,36.0,20250807_230053
mistral_generalist2_36_20250807_230053,llm,mistral,mistral_generalist2,generalist2,DC solution design tool,4,Very important,CONTEXT,36.0,20250807_230053
mistral_normative_36_20250807_230053,llm,mistral,mistral_normative,normative,DC solution design tool,4,Very important,CONTEXT,36.0,20250807_230053
mistral_normative2_36_20250807_230053,llm,mistral,mistral_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,36.0,20250807_230053
mistral_subject_matter_36_20250807_230053,llm,mistral,mistral_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,36.0,20250807_230053
mistral_subject_matter2_36_20250807_230053,llm,mistral,mistral_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,36.0,20250807_230053
gemma3_generalist_36_20250807_230053,llm,gemma3,gemma3_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,36.0,20250807_230053
gemma3_generalist2_36_20250807_230053,llm,gemma3,gemma3_generalist2,generalist2,DC solution design tool,4,Very important,CONTEXT,36.0,20250807_230053
gemma3_normative_36_20250807_230053,llm,gemma3,gemma3_normative,normative,DC solution design tool,4,Very important,CONTEXT,36.0,20250807_230053
gemma3_normative2_36_20250807_230053,llm,gemma3,gemma3_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,36.0,20250807_230053
gemma3_subject_matter_36_20250807_230053,llm,gemma3,gemma3_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,36.0,20250807_230053
gemma3_subject_matter2_36_20250807_230053,llm,gemma3,gemma3_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,36.0,20250807_230053
llama_generalist_37_20250808_004304,llm,llama,llama_generalist,generalist,DC solution design tool,3,Important,CONTEXT,37.0,20250808_004304
llama_generalist2_37_20250808_004304,llm,llama,llama_generalist2,generalist2,DC solution design tool,3,Important,CONTEXT,37.0,20250808_004304
llama_normative_37_20250808_004304,llm,llama,llama_normative,normative,DC solution design tool,3,Important,CONTEXT,37.0,20250808_004304
llama_normative2_37_20250808_004304,llm,llama,llama_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,37.0,20250808_004304
llama_subject_matter_37_20250808_004304,llm,llama,llama_subject_matter,subject_matter,DC solution design tool,3,Important,CONTEXT,37.0,20250808_004304
llama_subject_matter2_37_20250808_004304,llm,llama,llama_subject_matter2,subject_matter2,DC solution design tool,3,Important,CONTEXT,37.0,20250808_004304
mistral_generalist_37_20250808_004304,llm,mistral,mistral_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,37.0,20250808_004304
mistral_generalist2_37_20250808_004304,llm,mistral,mistral_generalist2,generalist2,DC solution design tool,4,Very important,CONTEXT,37.0,20250808_004304
mistral_normative_37_20250808_004304,llm,mistral,mistral_normative,normative,DC solution design tool,4,Very important,CONTEXT,37.0,20250808_004304
mistral_normative2_37_20250808_004304,llm,mistral,mistral_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,37.0,20250808_004304
mistral_subject_matter_37_20250808_004304,llm,mistral,mistral_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,37.0,20250808_004304
mistral_subject_matter2_37_20250808_004304,llm,mistral,mistral_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,37.0,20250808_004304
gemma3_generalist_37_20250808_004304,llm,gemma3,gemma3_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,37.0,20250808_004304
gemma3_generalist2_37_20250808_004304,llm,gemma3,gemma3_generalist2,generalist2,DC solution design tool,4,Very important,CONTEXT,37.0,20250808_004304
gemma3_normative_37_20250808_004304,llm,gemma3,gemma3_normative,normative,DC solution design tool,4,Very important,CONTEXT,37.0,20250808_004304
gemma3_normative2_37_20250808_004304,llm,gemma3,gemma3_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,37.0,20250808_004304
gemma3_subject_matter_37_20250808_004304,llm,gemma3,gemma3_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,37.0,20250808_004304
gemma3_subject_matter2_37_20250808_004304,llm,gemma3,gemma3_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,37.0,20250808_004304
llama_generalist_38_20250808_095911,llm,llama,llama_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,38.0,20250808_095911
llama_generalist2_38_20250808_095911,llm,llama,llama_generalist2,generalist2,DC solution design tool,3,Important,CONTEXT,38.0,20250808_095911
llama_normative_38_20250808_095911,llm,llama,llama_normative,normative,DC solution design tool,4,Very important,CONTEXT,38.0,20250808_095911
llama_normative2_38_20250808_095911,llm,llama,llama_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,38.0,20250808_095911
llama_subject_matter_38_20250808_095911,llm,llama,llama_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,38.0,20250808_095911
llama_subject_matter2_38_20250808_095911,llm,llama,llama_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,38.0,20250808_095911
mistral_generalist_38_20250808_095911,llm,mistral,mistral_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,38.0,20250808_095911
mistral_generalist2_38_20250808_095911,llm,mistral,mistral_generalist2,generalist2,DC solution design tool,4,Very important,CONTEXT,38.0,20250808_095911
mistral_normative_38_20250808_095911,llm,mistral,mistral_normative,normative,DC solution design tool,4,Very important,CONTEXT,38.0,20250808_095911
mistral_normative2_38_20250808_095911,llm,mistral,mistral_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,38.0,20250808_095911
mistral_subject_matter_38_20250808_095911,llm,mistral,mistral_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,38.0,20250808_095911
mistral_subject_matter2_38_20250808_095911,llm,mistral,mistral_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,38.0,20250808_095911
gemma3_generalist_38_20250808_095911,llm,gemma3,gemma3_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,38.0,20250808_095911
gemma3_generalist2_38_20250808_095911,llm,gemma3,gemma3_generalist2,generalist2,DC solution design tool,4,Very important,CONTEXT,38.0,20250808_095911
gemma3_normative_38_20250808_095911,llm,gemma3,gemma3_normative,normative,DC solution design tool,4,Very important,CONTEXT,38.0,20250808_095911
gemma3_normative2_38_20250808_095911,llm,gemma3,gemma3_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,38.0,20250808_095911
gemma3_subject_matter_38_20250808_095911,llm,gemma3,gemma3_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,38.0,20250808_095911
gemma3_subject_matter2_38_20250808_095911,llm,gemma3,gemma3_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,38.0,20250808_095911
llama_generalist_39_20250808_100301,llm,llama,llama_generalist,generalist,DC solution design tool,3,Important,CONTEXT,39.0,20250808_100301
llama_generalist2_39_20250808_100301,llm,llama,llama_generalist2,generalist2,DC solution design tool,3,Important,CONTEXT,39.0,20250808_100301
llama_normative_39_20250808_100301,llm,llama,llama_normative,normative,DC solution design tool,4,Very important,CONTEXT,39.0,20250808_100301
llama_normative2_39_20250808_100301,llm,llama,llama_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,39.0,20250808_100301
llama_subject_matter_39_20250808_100301,llm,llama,llama_subject_matter,subject_matter,DC solution design tool,3,Important,CONTEXT,39.0,20250808_100301
llama_subject_matter2_39_20250808_100301,llm,llama,llama_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,39.0,20250808_100301
mistral_generalist_39_20250808_100301,llm,mistral,mistral_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,39.0,20250808_100301
mistral_generalist2_39_20250808_100301,llm,mistral,mistral_generalist2,generalist2,DC solution design tool,4,Very important,CONTEXT,39.0,20250808_100301
mistral_normative_39_20250808_100301,llm,mistral,mistral_normative,normative,DC solution design tool,4,Very important,CONTEXT,39.0,20250808_100301
mistral_normative2_39_20250808_100301,llm,mistral,mistral_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,39.0,20250808_100301
mistral_subject_matter_39_20250808_100301,llm,mistral,mistral_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,39.0,20250808_100301
mistral_subject_matter2_39_20250808_100301,llm,mistral,mistral_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,39.0,20250808_100301
gemma3_generalist_39_20250808_100301,llm,gemma3,gemma3_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,39.0,20250808_100301
gemma3_generalist2_39_20250808_100301,llm,gemma3,gemma3_generalist2,generalist2,DC solution design tool,4,Very important,CONTEXT,39.0,20250808_100301
gemma3_normative_39_20250808_100301,llm,gemma3,gemma3_normative,normative,DC solution design tool,4,Very important,CONTEXT,39.0,20250808_100301
gemma3_normative2_39_20250808_100301,llm,gemma3,gemma3_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,39.0,20250808_100301
gemma3_subject_matter_39_20250808_100301,llm,gemma3,gemma3_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,39.0,20250808_100301
gemma3_subject_matter2_39_20250808_100301,llm,gemma3,gemma3_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,39.0,20250808_100301
llama_generalist_40_20250808_100722,llm,llama,llama_generalist,generalist,DC solution design tool,3,Important,CONTEXT,40.0,20250808_100722
llama_generalist2_40_20250808_100722,llm,llama,llama_generalist2,generalist2,DC solution design tool,3,Important,CONTEXT,40.0,20250808_100722
llama_normative_40_20250808_100722,llm,llama,llama_normative,normative,DC solution design tool,4,Very important,CONTEXT,40.0,20250808_100722
llama_normative2_40_20250808_100722,llm,llama,llama_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,40.0,20250808_100722
llama_subject_matter_40_20250808_100722,llm,llama,llama_subject_matter,subject_matter,DC solution design tool,3,Important,CONTEXT,40.0,20250808_100722
llama_subject_matter2_40_20250808_100722,llm,llama,llama_subject_matter2,subject_matter2,DC solution design tool,3,Important,CONTEXT,40.0,20250808_100722
mistral_generalist_40_20250808_100722,llm,mistral,mistral_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,40.0,20250808_100722
mistral_generalist2_40_20250808_100722,llm,mistral,mistral_generalist2,generalist2,DC solution design tool,4,Very important,CONTEXT,40.0,20250808_100722
mistral_normative_40_20250808_100722,llm,mistral,mistral_normative,normative,DC solution design tool,4,Very important,CONTEXT,40.0,20250808_100722
mistral_normative2_40_20250808_100722,llm,mistral,mistral_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,40.0,20250808_100722
mistral_subject_matter_40_20250808_100722,llm,mistral,mistral_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,40.0,20250808_100722
mistral_subject_matter2_40_20250808_100722,llm,mistral,mistral_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,40.0,20250808_100722
gemma3_generalist_40_20250808_100722,llm,gemma3,gemma3_generalist,generalist,DC solution design tool,4,Very important,CONTEXT,40.0,20250808_100722
gemma3_generalist2_40_20250808_100722,llm,gemma3,gemma3_generalist2,generalist2,DC solution design tool,4,Very important,CONTEXT,40.0,20250808_100722
gemma3_normative_40_20250808_100722,llm,gemma3,gemma3_normative,normative,DC solution design tool,4,Very important,CONTEXT,40.0,20250808_100722
gemma3_normative2_40_20250808_100722,llm,gemma3,gemma3_normative2,normative2,DC solution design tool,4,Very important,CONTEXT,40.0,20250808_100722
gemma3_subject_matter_40_20250808_100722,llm,gemma3,gemma3_subject_matter,subject_matter,DC solution design tool,4,Very important,CONTEXT,40.0,20250808_100722
gemma3_subject_matter2_40_20250808_100722,llm,gemma3,gemma3_subject_matter2,subject_matter2,DC solution design tool,4,Very important,CONTEXT,40.0,20250808_100722
llama_generalist_41_20250808_101240,llm,llama,llama_generalist,generalist,DC solution design tool,3,Important,CONTEXT,41.0,20250808_101240
llama_generalist2_41_20250808_101240,llm,llama,llama_generalist2,generalist2,DC solution design tool,3,Important,CONTEXT,41.0,20250808_101240
